wavelength_angstrom,opacity_cm_minus_1
5218.7,4.097095785246794e-15
5218.8,4.10089554950687e-15
5218.9,4.104700602234972e-15
5219.0,4.1085109532496115e-15
5219.1,4.112326612392021e-15
5219.2,4.1161475895263136e-15
5219.3,4.119973894539507e-15
5219.4,4.1238055373416794e-15
5219.5,4.127642527865887e-15
5219.6,4.131484876068299e-15
5219.7,4.135332591928345e-15
5219.8,4.139185685448623e-15
5219.9,4.14304416665504e-15
5220.0,4.1469080455969576e-15
5220.1,4.150777332347103e-15
5220.2,4.154652037001705e-15
5220.3,4.158532169680652e-15
5220.4,4.162417740527381e-15
5220.5,4.166308759709047e-15
5220.6,4.1702052374166474e-15
5220.7,4.174107183864939e-15
5220.8,4.178014609292589e-15
5220.9,4.181927523962314e-15
5221.0,4.185845938160789e-15
5221.1,4.189769862198799e-15
5221.2,4.193699306411386e-15
5221.3,4.197634281157749e-15
5221.4,4.201574796821405e-15
5221.5,4.205520863810332e-15
5221.6,4.209472492556868e-15
5221.7,4.213429693517882e-15
5221.8,4.2173924771748974e-15
5221.9,4.221360854034023e-15
5222.0,4.225334834626087e-15
5222.1,4.229314429506804e-15
5222.2,4.2332996492566615e-15
5222.3,4.237290504481092e-15
5222.4,4.241287005810611e-15
5222.5,4.2452891639007375e-15
5222.6,4.24929698943216e-15
5222.7,4.253310493110759e-15
5222.8,4.257329685667793e-15
5222.9,4.261354577859803e-15
5223.0,4.265385180468755e-15
5223.1,4.2694215043022206e-15
5223.2,4.273463560193254e-15
5223.3,4.27751135900057e-15
5223.4,4.28156491160869e-15
5223.5,4.28562422892785e-15
5223.6,4.289689321894162e-15
5223.7,4.293760201469762e-15
5223.8,4.2978368786427224e-15
5223.9,4.301919364427214e-15
5224.0,4.306007669863658e-15
5224.1,4.310101806018629e-15
5224.2,4.314201783985029e-15
5224.3,4.3183076148822296e-15
5224.4,4.322419309855986e-15
5224.5,4.3265368800786045e-15
5224.6,4.330660336749089e-15
5224.7,4.334789691093055e-15
5224.8,4.338924954362895e-15
5224.9,4.343066137837932e-15
5225.0,4.347213252824329e-15
5225.1,4.351366310655254e-15
5225.2,4.355525322691043e-15
5225.3,4.3596903003191e-15
5225.4,4.363861254954066e-15
5225.5,4.368038198037986e-15
5225.6,4.3722211410402074e-15
5225.7,4.376410095457553e-15
5225.8,4.380605072814479e-15
5225.9,4.384806084662987e-15
5226.0,4.389013142582816e-15
5226.1,4.393226258181466e-15
5226.2,4.397445443094392e-15
5226.3,4.401670708984912e-15
5226.4,4.405902067544376e-15
5226.5,4.410139530492329e-15
5226.6,4.414383109576423e-15
5226.7,4.418632816572584e-15
5226.8,4.422888663285179e-15
5226.9,4.427150661546925e-15
5227.0,4.431418823219059e-15
5227.1,4.43569316019151e-15
5227.2,4.439973684382797e-15
5227.3,4.444260407740219e-15
5227.4,4.4485533422400016e-15
5227.5,4.4528524998872246e-15
5227.6,4.457157892715986e-15
5227.7,4.46146953278957e-15
5227.8,4.465787432200368e-15
5227.9,4.4701116030700385e-15
5228.0,4.474442057549687e-15
5228.1,4.478778807819772e-15
5228.2,4.483121866090285e-15
5228.3,4.487471244600917e-15
5228.4,4.491826955620968e-15
5228.5,4.496189011449534e-15
5228.6,4.5005574244156635e-15
5228.7,4.5049322068782826e-15
5228.8,4.5093133712263696e-15
5228.9,4.5137009298791195e-15
5229.0,4.518094895285867e-15
5229.1,4.522495279926266e-15
5229.2,4.526902096310444e-15
5229.3,4.531315356978945e-15
5229.4,4.535735074502888e-15
5229.5,4.540161261484142e-15
5229.6,4.544593930555257e-15
5229.7,4.549033094379658e-15
5229.8,4.5534787656516735e-15
5229.9,4.557930957096762e-15
5230.0,4.5623896814713996e-15
5230.1,4.566854951563287e-15
5230.2,4.571326780191516e-15
5230.3,4.575805180206479e-15
5230.4,4.5802901644900654e-15
5230.5,4.584781745955827e-15
5230.6,4.589279937548907e-15
5230.7,4.593784752246209e-15
5230.8,4.598296203056596e-15
5230.9,4.6028143030207854e-15
5231.0,4.6073390652115526e-15
5231.1,4.6118705027339044e-15
5231.2,4.6164086287249916e-15
5231.3,4.620953456354303e-15
5231.4,4.625504998823846e-15
5231.5,4.63006326936806e-15
5231.6,4.634628281254013e-15
5231.7,4.6392000477815765e-15
5231.8,4.643778582283341e-15
5231.9,4.648363898124819e-15
5232.0,4.6529560087046175e-15
5232.1,4.657554927454361e-15
5232.2,4.6621606678388776e-15
5232.3,4.666773243356396e-15
5232.4,4.671392667538448e-15
5232.5,4.67601895395008e-15
5232.6,4.680652116190017e-15
5232.7,4.6852921678906085e-15
5232.8,4.6899391227179966e-15
5232.9,4.6945929943723214e-15
5233.0,4.699253796587635e-15
5233.1,4.703921543132121e-15
5233.2,4.7085962478081436e-15
5233.3,4.71327792445247e-15
5233.4,4.717966586936178e-15
5233.5,4.722662249164867e-15
5233.6,4.727364925078844e-15
5233.7,4.7320746286530385e-15
5233.8,4.7367913738972095e-15
5233.9,4.741515174856141e-15
5234.0,4.746246045609544e-15
5234.1,4.750984000272281e-15
5234.2,4.755729052994548e-15
5234.3,4.760481217961786e-15
5234.4,4.765240509394904e-15
5234.5,4.770006941550464e-15
5234.6,4.7747805287205904e-15
5234.7,4.779561285233194e-15
5234.8,4.7843492254521655e-15
5234.9,4.7891443637772786e-15
5235.0,4.793946714644416e-15
5235.1,4.798756292525758e-15
5235.2,4.8035731119297095e-15
5235.3,4.8083971874011e-15
5235.4,4.813228533521388e-15
5235.5,4.818067164908586e-15
5235.6,4.822913096217463e-15
5235.7,4.8277663421397456e-15
5235.8,4.832626917404049e-15
5235.9,4.837494836776079e-15
5236.0,4.842370115058832e-15
5236.1,4.847252767092539e-15
5236.2,4.852142807754841e-15
5236.3,4.857040251961029e-15
5236.4,4.861945114663952e-15
5236.5,4.8668574108542504e-15
5236.6,4.87177715556043e-15
5236.7,4.8767043638490864e-15
5236.8,4.881639050824827e-15
5236.9,4.8865812316304954e-15
5237.0,4.891530921447383e-15
5237.1,4.896488135495133e-15
5237.2,4.901452889031978e-15
5237.3,4.9064251973549474e-15
5237.4,4.911405075799781e-15
5237.5,4.91639253974115e-15
5237.6,4.9213876045928875e-15
5237.7,4.9263902858078866e-15
5237.8,4.9314005988783356e-15
5237.9,4.936418559335937e-15
5238.0,4.9414441827518175e-15
5238.1,4.946477484736756e-15
5238.2,4.9515184809414076e-15
5238.3,4.956567187056221e-15
5238.4,4.961623618811662e-15
5238.5,4.966687791978428e-15
5238.6,4.9717597223673954e-15
5238.7,4.976839425829806e-15
5238.8,4.981926918257521e-15
5238.9,4.987022215582939e-15
5239.0,4.9921253337792095e-15
5239.1,4.9972362888604666e-15
5239.2,5.002355096881762e-15
5239.3,5.007481773939265e-15
5239.4,5.012616336170524e-15
5239.5,5.017758799754373e-15
5239.6,5.022909180911152e-15
5239.7,5.0280674959029556e-15
5239.8,5.033233761033549e-15
5239.9,5.038407992648624e-15
5240.0,5.04359020713588e-15
5240.1,5.0487804209252746e-15
5240.2,5.0539786504889506e-15
5240.3,5.059184912341474e-15
5240.4,5.064399223040073e-15
5240.5,5.069621599184543e-15
5240.6,5.0748520574175065e-15
5240.7,5.080090614424636e-15
5240.8,5.0853372869345784e-15
5240.9,5.0905920917192e-15
5241.0,5.095855045593822e-15
5241.1,5.101126165417138e-15
5241.2,5.1064054680914695e-15
5241.3,5.111692970562986e-15
5241.4,5.116988689821657e-15
5241.5,5.122292642901468e-15
5241.6,5.1276048468806766e-15
5241.7,5.1329253188817364e-15
5241.8,5.1382540760715455e-15
5241.9,5.143591135661674e-15
5242.0,5.148936514908314e-15
5242.1,5.154290231112511e-15
5242.2,5.159652301620407e-15
5242.3,5.165022743823183e-15
5242.4,5.1704015751572905e-15
5242.5,5.175788813104713e-15
5242.6,5.181184475192889e-15
5242.7,5.18658857899495e-15
5242.8,5.192001142129997e-15
5242.9,5.1974221822630064e-15
5243.0,5.202851717105084e-15
5243.1,5.208289764413736e-15
5243.2,5.213736341992779e-15
5243.3,5.219191467692627e-15
5243.4,5.224655159410387e-15
5243.5,5.230127435090137e-15
5243.6,5.235608312722848e-15
5243.7,5.241097810346657e-15
5243.8,5.246595946047121e-15
5243.9,5.25210273795713e-15
5244.0,5.257618204257191e-15
5244.1,5.263142363175676e-15
5244.2,5.2686752329887466e-15
5244.3,5.274216832020626e-15
5244.4,5.279767178643855e-15
5244.5,5.285326291279227e-15
5244.6,5.290894188396052e-15
5244.7,5.2964708885124084e-15
5244.8,5.302056410195097e-15
5244.9,5.307650772059891e-15
5245.0,5.313253992771802e-15
5245.1,5.318866091045018e-15
5245.2,5.324487085643178e-15
5245.3,5.330116995379619e-15
5245.4,5.33575583911734e-15
5245.5,5.341403635769237e-15
5245.6,5.347060404298408e-15
5245.7,5.352726163718066e-15
5245.8,5.3584009330918104e-15
5245.9,5.364084731533917e-15
5246.0,5.3697775782092636e-15
5246.1,5.37547949233359e-15
5246.2,5.381190493173798e-15
5246.3,5.386910600047881e-15
5246.4,5.392639832325179e-15
5246.5,5.3983782094266964e-15
5246.6,5.404125750824998e-15
5246.7,5.4098824760445534e-15
5246.8,5.4156484046618136e-15
5246.9,5.421423556305542e-15
5247.0,5.4272079506567295e-15
5247.1,5.433001607448906e-15
5247.2,5.438804546468408e-15
5247.3,5.44461678755431e-15
5247.4,5.450438350598724e-15
5247.5,5.456269255547079e-15
5247.6,5.4621095223980614e-15
5247.7,5.467959171203901e-15
5247.8,5.473818222070658e-15
5247.9,5.479686695158169e-15
5248.0,5.48556461068033e-15
5248.1,5.4914519889053925e-15
5248.2,5.497348850155902e-15
5248.3,5.503255214808986e-15
5248.4,5.509171103296657e-15
5248.5,5.515096536105753e-15
5248.6,5.521031533778213e-15
5248.7,5.52697611691141e-15
5248.8,5.532930306158056e-15
5248.9,5.538894122226522e-15
5249.0,5.544867585881128e-15
5249.1,5.550850717942098e-15
5249.2,5.556843539285833e-15
5249.3,5.562846070845248e-15
5249.4,5.5688583336096924e-15
5249.5,5.574880348625254e-15
5249.6,5.5809121369950724e-15
5249.7,5.586953719879281e-15
5249.8,5.593005118495311e-15
5249.9,5.599066354118192e-15
5250.0,5.605137448080519e-15
5250.1,5.611218421772764e-15
5250.2,5.6173092966434275e-15
5250.3,5.623410094199358e-15
5250.4,5.6295208360057044e-15
5250.5,5.635641543686246e-15
5250.6,5.64177223892368e-15
5250.7,5.647912943459584e-15
5250.8,5.65406367909474e-15
5250.9,5.660224467689418e-15
5251.0,5.666395331163368e-15
5251.1,5.672576291496102e-15
5251.2,5.678767370727231e-15
5251.3,5.684968590956409e-15
5251.4,5.69117997434366e-15
5251.5,5.697401543109686e-15
5251.6,5.7036333195358415e-15
5251.7,5.70987532596442e-15
5251.8,5.716127584799026e-15
5251.9,5.722390118504487e-15
5252.0,5.728662949607194e-15
5252.1,5.7349461006954374e-15
5252.2,5.741239594419351e-15
5252.3,5.747543453491239e-15
5252.4,5.753857700685915e-15
5252.5,5.760182358840651e-15
5252.6,5.7665174508555095e-15
5252.7,5.772862999693678e-15
5252.8,5.779219028381428e-15
5252.9,5.785585560008439e-15
5253.0,5.7919626177281475e-15
5253.1,5.798350224757708e-15
5253.2,5.804748404378305e-15
5253.3,5.8111571799355225e-15
5253.4,5.817576574839292e-15
5253.5,5.824006612564258e-15
5253.6,5.830447316649935e-15
5253.7,5.836898710701083e-15
5253.8,5.843360818387661e-15
5253.9,5.8498336634451835e-15
5254.0,5.8563172696750526e-15
5254.1,5.862811660944537e-15
5254.2,5.869316861187108e-15
5254.3,5.87583289440279e-15
5254.4,5.88235978465813e-15
5254.5,5.8888975560865434e-15
5254.6,5.89544623288867e-15
5254.7,5.9020058393323355e-15
5254.8,5.908576399752905e-15
5254.9,5.915157938553647e-15
5255.0,5.921750480205699e-15
5255.1,5.9283540492483996e-15
5255.2,5.934968670289691e-15
5255.3,5.941594368006053e-15
5255.4,5.948231167142872e-15
5255.5,5.9548790925148156e-15
5255.6,5.96153816900579e-15
5255.7,5.9682084215692994e-15
5255.8,5.974889875228827e-15
5255.9,5.981582555077798e-15
5256.0,5.988286486279939e-15
5256.1,5.9950016940696635e-15
5256.2,6.0017282037520356e-15
5256.3,6.0084660407031325e-15
5256.4,6.015215230370435e-15
5256.5,6.0219757982727915e-15
5256.6,6.028747770000788e-15
5256.7,6.035531171217133e-15
5256.8,6.0423260276566244e-15
5256.9,6.0491323651265815e-15
5257.0,6.055950209506997e-15
5257.1,6.062779586750959e-15
5257.2,6.069620522884629e-15
5257.3,6.076473044007632e-15
5257.4,6.08333717629343e-15
5257.5,6.090212945989308e-15
5257.6,6.097100379416759e-15
5257.7,6.103999502971875e-15
5257.8,6.1109103431253175e-15
5257.9,6.117832926422722e-15
5258.0,6.12476727948508e-15
5258.1,6.131713429008719e-15
5258.2,6.1386714017657056e-15
5258.3,6.145641224604235e-15
5258.4,6.15262292444862e-15
5258.5,6.159616528299674e-15
5258.6,6.1666220632351324e-15
5258.7,6.173639556409623e-15
5258.8,6.180669035055068e-15
5258.9,6.1877105264810954e-15
5259.0,6.194764058075015e-15
5259.1,6.2018296573022354e-15
5259.2,6.208907351706666e-15
5259.3,6.215997168910699e-15
5259.4,6.223099136615631e-15
5259.5,6.230213282602074e-15
5259.6,6.237339634729926e-15
5259.7,6.244478220938804e-15
5259.8,6.251629069248463e-15
5259.9,6.2587922077587685e-15
5260.0,6.2659676646501275e-15
5260.1,6.273155468183908e-15
5260.2,6.280355646702424e-15
5260.3,6.287568228629415e-15
5260.4,6.294793242470223e-15
5260.5,6.302030716812277e-15
5260.6,6.30928068032507e-15
5260.7,6.316543161760603e-15
5260.8,6.323818189953812e-15
5260.9,6.3311057938225506e-15
5261.0,6.338406002368046e-15
5261.1,6.3457188446753115e-15
5261.2,6.35304434991316e-15
5261.3,6.360382547334631e-15
5261.4,6.367733466277431e-15
5261.5,6.375097136163942e-15
5261.6,6.382473586501644e-15
5261.7,6.389862846883581e-15
5261.8,6.397264946988346e-15
5261.9,6.404679916580534e-15
5262.0,6.412107785511185e-15
5262.1,6.419548583717797e-15
5262.2,6.427002341224753e-15
5262.3,6.434469088143812e-15
5262.4,6.441948854674076e-15
5262.5,6.449441671102467e-15
5262.6,6.456947567804175e-15
5262.7,6.464466575242671e-15
5262.8,6.4719987239701544e-15
5262.9,6.479544044628037e-15
5263.0,6.487102567946931e-15
5263.1,6.494674324747118e-15
5263.2,6.5022593459390255e-15
5263.3,6.509857662523224e-15
5263.4,6.517469305590907e-15
5263.5,6.5250943063243504e-15
5263.6,6.532732695996945e-15
5263.7,6.540384505973697e-15
5263.8,6.548049767711467e-15
5263.9,6.555728512759493e-15
5264.0,6.5634207727594034e-15
5264.1,6.571126579445692e-15
5264.2,6.578845964646213e-15
5264.3,6.586578960282202e-15
5264.4,6.594325598368742e-15
5264.5,6.602085911015264e-15
5264.6,6.60985993042557e-15
5264.7,6.617647688898309e-15
5264.8,6.625449218827493e-15
5264.9,6.633264552702494e-15
5265.0,6.641093723108558e-15
5265.1,6.6489367627272895e-15
5265.2,6.6567937043366926e-15
5265.3,6.6646645808116484e-15
5265.4,6.672549425124445e-15
5265.5,6.6804482703447845e-15
5265.6,6.688361149640292e-15
5265.7,6.6962880962770366e-15
5265.8,6.7042291436195406e-15
5265.9,6.712184325131308e-15
5266.0,6.720153674375331e-15
5266.1,6.728137225014124e-15
5266.2,6.7361350108102295e-15
5266.3,6.744147065626761e-15
5266.4,6.752173423427411e-15
5266.5,6.760214118276991e-15
5266.6,6.768269184341944e-15
5266.7,6.776338655890388e-15
5266.8,6.784422567292651e-15
5266.9,6.79252095302178e-15
5267.0,6.800633847653598e-15
5267.1,6.808761285867293e-15
5267.2,6.816903302445665e-15
5267.3,6.8250599322757214e-15
5267.4,6.833231210348743e-15
5267.5,6.841417171760786e-15
5267.6,6.849617851713258e-15
5267.7,6.857833285512947e-15
5267.8,6.866063508572574e-15
5267.9,6.8743085564113366e-15
5268.0,6.882568464654961e-15
5268.1,6.8908432690362604e-15
5268.2,6.8991330053956784e-15
5268.3,6.907437709681345e-15
5268.4,6.915757417949632e-15
5268.5,6.924092166365731e-15
5268.6,6.932441991203678e-15
5268.7,6.940806928846936e-15
5268.8,6.949187015788967e-15
5268.9,6.957582288633272e-15
5269.0,6.965992784093977e-15
5269.1,6.974418538996392e-15
5269.2,6.982859590277083e-15
5269.3,6.9913159749844414e-15
5269.4,6.999787730279269e-15
5269.5,7.008274893434833e-15
5269.6,7.01677750183745e-15
5269.7,7.02529559298708e-15
5269.8,7.033829204497383e-15
5269.9,7.042378374096319e-15
5270.0,7.050943139626718e-15
5270.1,7.0595235390463785e-15
5270.2,7.068119610428636e-15
5270.3,7.0767313919629824e-15
5270.4,7.085358921955118e-15
5270.5,7.0940022388276416e-15
5270.6,7.102661381120326e-15
5270.7,7.111336387490799e-15
5270.8,7.120027296714638e-15
5270.9,7.128734147685947e-15
5271.0,7.137456979417996e-15
5271.1,7.146195831043287e-15
5271.2,7.154950741814183e-15
5271.3,7.163721751103515e-15
5271.4,7.17250889840468e-15
5271.5,7.18131222333225e-15
5271.6,7.190131765622611e-15
5271.7,7.198967565134046e-15
5271.8,7.20781966184736e-15
5271.9,7.216688095866533e-15
5272.0,7.225572907418784e-15
5272.1,7.23447413685523e-15
5272.2,7.243391824651514e-15
5272.3,7.252326011407912e-15
5272.4,7.261276737849964e-15
5272.5,7.270244044829137e-15
5272.6,7.279227973322903e-15
5272.7,7.288228564435416e-15
5272.8,7.29724585939815e-15
5272.9,7.306279899569997e-15
5273.0,7.315330726437951e-15
5273.1,7.324398381617738e-15
5273.2,7.333482906853953e-15
5273.3,7.342584344020703e-15
5273.4,7.351702735122283e-15
5273.5,7.3608381222933e-15
5273.6,7.369990547799324e-15
5273.7,7.379160054037588e-15
5273.8,7.388346683537084e-15
5273.9,7.397550478959317e-15
5274.0,7.406771483098672e-15
5274.1,7.416009738883164e-15
5274.2,7.425265289374558e-15
5274.3,7.43453817776907e-15
5274.4,7.443828447398033e-15
5274.5,7.453136141728062e-15
5274.6,7.46246130436172e-15
5274.7,7.47180397903824e-15
5274.8,7.481164209633644e-15
5274.9,7.490542040161453e-15
5275.0,7.4999375147734e-15
5275.1,7.509350677759562e-15
5275.2,7.51878157354907e-15
5275.3,7.528230246710835e-15
5275.4,7.537696741953685e-15
5275.5,7.54718110412708e-15
5275.6,7.556683378221851e-15
5275.7,7.566203609370333e-15
5275.8,7.575741842847099e-15
5275.9,7.585298124069699e-15
5276.0,7.594872498598805e-15
5276.1,7.604465012138944e-15
5276.2,7.614075710539245e-15
5276.3,7.623704639793608e-15
5276.4,7.633351846041426e-15
5276.5,7.643017375568341e-15
5276.6,7.652701274806424e-15
5276.7,7.662403590334908e-15
5276.8,7.67212436888096e-15
5276.9,7.681863657319827e-15
5277.0,7.691621502675631e-15
5277.1,7.701397952122107e-15
5277.2,7.711193052982796e-15
5277.3,7.721006852731866e-15
5277.4,7.73083939899456e-15
5277.5,7.74069073954805e-15
5277.6,7.750560922321604e-15
5277.7,7.760449995397382e-15
5277.8,7.7703580070112e-15
5277.9,7.780285005552748e-15
5278.0,7.790231039566357e-15
5278.1,7.800196157751803e-15
5278.2,7.810180408964498e-15
5278.3,7.82018384221629e-15
5278.4,7.830206506676283e-15
5278.5,7.840248451670999e-15
5278.6,7.850309726685224e-15
5278.7,7.860390381362808e-15
5278.8,7.870490465506865e-15
5278.9,7.880610029080595e-15
5279.0,7.890749122208116e-15
5279.1,7.900907795174655e-15
5279.2,7.911086098427402e-15
5279.3,7.921284082576314e-15
5279.4,7.93150179839436e-15
5279.5,7.941739296818337e-15
5279.6,7.951996628949725e-15
5279.7,7.962273846054904e-15
5279.8,7.972570999566003e-15
5279.9,7.982888141081757e-15
5280.0,7.993225322367727e-15
5280.1,8.003582595357168e-15
5280.2,8.013960012151879e-15
5280.3,8.024357625022456e-15
5280.4,8.03477548640914e-15
5280.5,8.045213648922698e-15
5280.6,8.055672165344682e-15
5280.7,8.066151088628342e-15
5280.8,8.07665047189919e-15
5280.9,8.087170368455928e-15
5281.0,8.097710831770728e-15
5281.1,8.108271915490095e-15
5281.2,8.11885367343579e-15
5281.3,8.129456159605064e-15
5281.4,8.140079428171579e-15
5281.5,8.150723533486305e-15
5281.6,8.161388530077794e-15
5281.7,8.172074472653072e-15
5281.8,8.182781416098599e-15
5281.9,8.193509415480487e-15
5282.0,8.204258526045466e-15
5282.1,8.215028803221802e-15
5282.2,8.225820302619564e-15
5282.3,8.236633080031572e-15
5282.4,8.24746719143434e-15
5282.5,8.258322692988344e-15
5282.6,8.269199641038996e-15
5282.7,8.280098092117562e-15
5282.8,8.291018102941493e-15
5282.9,8.301959730415353e-15
5283.0,8.312923031631794e-15
5283.1,8.32390806387187e-15
5283.2,8.334914884605967e-15
5283.3,8.34594355149484e-15
5283.4,8.356994122389856e-15
5283.5,8.368066655334021e-15
5283.6,8.379161208562953e-15
5283.7,8.390277840505193e-15
5283.8,8.401416609783203e-15
5283.9,8.412577575214368e-15
5284.0,8.423760795811319e-15
5284.1,8.434966330782934e-15
5284.2,8.44619423953536e-15
5284.3,8.45744458167233e-15
5284.4,8.468717416996268e-15
5284.5,8.480012805508936e-15
5284.6,8.491330807412524e-15
5284.7,8.502671483110009e-15
5284.8,8.51403489320617e-15
5284.9,8.525421098508652e-15
5285.0,8.536830160028306e-15
5285.1,8.548262138980231e-15
5285.2,8.559717096784839e-15
5285.3,8.571195095068205e-15
5285.4,8.582696195663148e-15
5285.5,8.594220460610257e-15
5285.6,8.605767952158313e-15
5285.7,8.617338732765327e-15
5285.8,8.628932865099616e-15
5285.9,8.640550412040222e-15
5286.0,8.652191436677952e-15
5286.1,8.663856002316494e-15
5286.2,8.675544172472803e-15
5286.3,8.687256010878211e-15
5286.4,8.698991581479507e-15
5286.5,8.710750948439362e-15
5286.6,8.722534176137433e-15
5286.7,8.734341329171477e-15
5286.8,8.74617247235777e-15
5286.9,8.758027670732229e-15
5287.0,8.769906989551538e-15
5287.1,8.78181049429359e-15
5287.2,8.793738250658601e-15
5287.3,8.805690324570279e-15
5287.4,8.817666782176236e-15
5287.5,8.829667689849164e-15
5287.6,8.841693114187972e-15
5287.7,8.853743122018253e-15
5287.8,8.865817780393504e-15
5287.9,8.877917156595931e-15
5288.0,8.890041318137694e-15
5288.1,8.902190332761346e-15
5288.2,8.914364268441044e-15
5288.3,8.926563193383759e-15
5288.4,8.938787176029696e-15
5288.5,8.951036285053536e-15
5288.6,8.963310589365638e-15
5288.7,8.975610158112507e-15
5288.8,8.987935060678027e-15
5288.9,9.000285366684672e-15
5289.0,9.012661145994006e-15
5289.1,9.025062468707926e-15
5289.2,9.037489405169873e-15
5289.3,9.049942025965365e-15
5289.4,9.062420401923233e-15
5289.5,9.074924604116874e-15
5289.6,9.08745470386477e-15
5289.7,9.100010772731757e-15
5289.8,9.1125928825303e-15
5289.9,9.125201105321002e-15
5290.0,9.137835513413898e-15
5290.1,9.150496179369749e-15
5290.2,9.16318317600057e-15
5290.3,9.175896576370934e-15
5290.4,9.188636453799276e-15
5290.5,9.201402881858444e-15
5290.6,9.214195934377007e-15
5290.7,9.227015685440595e-15
5290.8,9.239862209392443e-15
5290.9,9.25273558083473e-15
5291.0,9.265635874629932e-15
5291.1,9.278563165901367e-15
5291.2,9.29151753003467e-15
5291.3,9.304499042678681e-15
5291.4,9.31750777974693e-15
5291.5,9.330543817418198e-15
5291.6,9.343607232137914e-15
5291.7,9.356698100619521e-15
5291.8,9.369816499845096e-15
5291.9,9.382962507066726e-15
5292.0,9.396136199807917e-15
5292.1,9.409337655864219e-15
5292.2,9.422566953304618e-15
5292.3,9.435824170472966e-15
5292.4,9.449109385988617e-15
5292.5,9.462422678747853e-15
5292.6,9.47576412792531e-15
5292.7,9.489133812974642e-15
5292.8,9.50253181362995e-15
5292.9,9.515958209907271e-15
5293.0,9.529413082105192e-15
5293.1,9.542896510806342e-15
5293.2,9.556408576878898e-15
5293.3,9.569949361477191e-15
5293.4,9.583518946043248e-15
5293.5,9.597117412308282e-15
5293.6,9.61074484229335e-15
5293.7,9.624401318310892e-15
5293.8,9.638086922966233e-15
5293.9,9.65180173915829e-15
5294.0,9.665545850081089e-15
5294.1,9.679319339225333e-15
5294.2,9.693122290379078e-15
5294.3,9.706954787629312e-15
5294.4,9.7208169153635e-15
5294.5,9.734708758270332e-15
5294.6,9.748630401341357e-15
5294.7,9.762581929872129e-15
5294.8,9.776563429463866e-15
5294.9,9.790574986024206e-15
5295.0,9.804616685768828e-15
5295.1,9.818688615223017e-15
5295.2,9.832790861222484e-15
5295.3,9.846923510914939e-15
5295.4,9.861086651761755e-15
5295.5,9.87528037153875e-15
5295.6,9.889504758337809e-15
5295.7,9.903759900568566e-15
5295.8,9.918045886959173e-15
5295.9,9.932362806558005e-15
5296.0,9.946710748735298e-15
5296.1,9.961089803184e-15
5296.2,9.975500059921434e-15
5296.3,9.989941609291017e-15
5296.4,1.000441454196308e-14
5296.5,1.0018918948936597e-14
5296.6,1.0033454921540895e-14
5296.7,1.0048022551436516e-14
5296.8,1.0062621930616935e-14
5296.9,1.0077253151410342e-14
5297.0,1.0091916306480486e-14
5297.1,1.0106611488828434e-14
5297.2,1.0121338791794366e-14
5297.3,1.0136098309058435e-14
5297.4,1.0150890134642576e-14
5297.5,1.0165714362912295e-14
5297.6,1.0180571088577574e-14
5297.7,1.0195460406694676e-14
5297.8,1.0210382412667993e-14
5297.9,1.0225337202250924e-14
5298.0,1.024032487154788e-14
5298.1,1.0255345517015561e-14
5298.2,1.0270399235464944e-14
5298.3,1.0285486124062245e-14
5298.4,1.0300606280330767e-14
5298.5,1.031575980215279e-14
5298.6,1.0330946787770558e-14
5298.7,1.0346167335788157e-14
5298.8,1.036142154517343e-14
5298.9,1.037670951525897e-14
5299.0,1.0392031345744054e-14
5299.1,1.0407387136696566e-14
5299.2,1.0422776988554023e-14
5299.3,1.04382010021255e-14
5299.4,1.045365927859364e-14
5299.5,1.0469151919515644e-14
5299.6,1.0484679026825269e-14
5299.7,1.0500240702834833e-14
5299.8,1.0515837050236247e-14
5299.9,1.0531468172103036e-14
5300.0,1.0547134171892364e-14
5300.1,1.0562835153446095e-14
5300.2,1.0578571220992842e-14
5300.3,1.0594342479150034e-14
5300.4,1.0610149032924972e-14
5300.5,1.0625990987716939e-14
5300.6,1.0641868449319248e-14
5300.7,1.0657781523920395e-14
5300.8,1.0673730318106129e-14
5300.9,1.0689714938861565e-14
5301.0,1.0705735493572357e-14
5301.1,1.0721792090026782e-14
5301.2,1.0737884836417919e-14
5301.3,1.0754013841344788e-14
5301.4,1.0770179213814643e-14
5301.5,1.078638106324459e-14
5301.6,1.0802619499463854e-14
5301.7,1.0818894632715004e-14
5301.8,1.0835206573656161e-14
5301.9,1.0851555433363187e-14
5302.0,1.0867941323330923e-14
5302.1,1.0884364355475422e-14
5302.2,1.0900824642136206e-14
5302.3,1.0917322296077493e-14
5302.4,1.0933857430490486e-14
5302.5,1.0950430158995635e-14
5302.6,1.096704059564393e-14
5302.7,1.0983688854919183e-14
5302.8,1.100037505174035e-14
5302.9,1.101709930146285e-14
5303.0,1.1033861719880863e-14
5303.1,1.1050662423229705e-14
5303.2,1.1067501528187156e-14
5303.3,1.1084379151875805e-14
5303.4,1.1101295411865467e-14
5303.5,1.111825042617451e-14
5303.6,1.1135244313272274e-14
5303.7,1.1152277192081482e-14
5303.8,1.116934918197964e-14
5303.9,1.1186460402801438e-14
5304.0,1.1203610974841254e-14
5304.1,1.1220801018854534e-14
5304.2,1.123803065606028e-14
5304.3,1.1255300008143529e-14
5304.4,1.1272609197256799e-14
5304.5,1.1289958346022636e-14
5304.6,1.1307347577536076e-14
5304.7,1.132477701536617e-14
