# Korg.jl Reference Spectrum - Solar-like (With Lines)
# Generated: 2025-10-05 14:04:44
# Parameters: Teff=5771.0K, logg=4.44, [M/H]=0.0
# Synthesis time: 2.6 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 41821 lines
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5003.7500      9.994828e+14      1.032313e+15      0.968197
     5003.7600      1.008217e+15      1.032307e+15      0.976664
     5003.7700      1.012217e+15      1.032300e+15      0.980546
     5003.7800      1.013641e+15      1.032293e+15      0.981931
     5003.7900      1.013873e+15      1.032287e+15      0.982163
     5003.8000      1.012915e+15      1.032280e+15      0.981241
     5003.8100      1.009671e+15      1.032273e+15      0.978105
     5003.8200      1.004034e+15      1.032267e+15      0.972650
     5003.8300      9.992881e+14      1.032260e+15      0.968059
     5003.8400      9.997442e+14      1.032253e+15      0.968507
     5003.8500      1.004455e+15      1.032246e+15      0.973077
     5003.8600      1.008588e+15      1.032240e+15      0.977087
     5003.8700      1.009766e+15      1.032233e+15      0.978234
     5003.8800      1.008618e+15      1.032226e+15      0.977129
     5003.8900      1.005846e+15      1.032220e+15      0.974450
     5003.9000      1.000693e+15      1.032213e+15      0.969464
     5003.9100      9.882800e+14      1.032206e+15      0.957444
     5003.9200      9.512138e+14      1.032200e+15      0.921541
     5003.9300      8.506390e+14      1.032193e+15      0.824108
     5003.9400      6.677372e+14      1.032186e+15      0.646915
     5003.9500      4.839538e+14      1.032180e+15      0.468866
     5003.9600      3.781915e+14      1.032173e+15      0.366403
     5003.9700      3.341274e+14      1.032166e+15      0.323715
     5003.9800      3.247605e+14      1.032159e+15      0.314642
     5003.9900      3.436991e+14      1.032153e+15      0.332992
     5004.0000      4.038545e+14      1.032146e+15      0.391277
     5004.0100      5.361415e+14      1.032139e+15      0.519447
     5004.0200      7.321288e+14      1.032133e+15      0.709336
     5004.0300      8.903866e+14      1.032126e+15      0.862673
     5004.0400      9.629842e+14      1.032119e+15      0.933017
     5004.0500      9.862531e+14      1.032112e+15      0.955568
     5004.0600      9.923364e+14      1.032105e+15      0.961468
     5004.0700      9.930555e+14      1.032099e+15      0.962171
     5004.0800      9.910846e+14      1.032092e+15      0.960268
     5004.0900      9.865086e+14      1.032085e+15      0.955840
     5004.1000      9.782777e+14      1.032078e+15      0.947872
     5004.1100      9.634566e+14      1.032072e+15      0.933517
     5004.1200      9.313281e+14      1.032065e+15      0.902393
     5004.1300      8.520014e+14      1.032058e+15      0.825536
     5004.1400      6.863300e+14      1.032051e+15      0.665015
     5004.1500      4.793247e+14      1.032044e+15      0.464442
     5004.1600      3.459104e+14      1.032038e+15      0.335172
     5004.1700      2.879274e+14      1.032031e+15      0.278991
     5004.1800      2.645713e+14      1.032024e+15      0.256361
     5004.1900      2.604973e+14      1.032017e+15      0.252416
     5004.2000      2.735844e+14      1.032011e+15      0.265098
     5004.2100      3.111644e+14      1.032004e+15      0.301515
     5004.2200      4.011679e+14      1.031997e+15      0.388730
     5004.2300      5.811982e+14      1.031990e+15      0.563182
     5004.2400      7.827114e+14      1.031984e+15      0.758453
     5004.2500      9.033635e+14      1.031977e+15      0.875372
     5004.2600      9.550447e+14      1.031970e+15      0.925458
     5004.2700      9.773886e+14      1.031963e+15      0.947116
     5004.2800      9.896343e+14      1.031956e+15      0.958988
     5004.2900      9.974770e+14      1.031950e+15      0.966595
     5004.3000      1.002921e+15      1.031943e+15      0.971876
     5004.3100      1.006842e+15      1.031936e+15      0.975682
     5004.3200      1.009983e+15      1.031929e+15      0.978733
     5004.3300      1.012451e+15      1.031923e+15      0.981131
     5004.3400      1.014416e+15      1.031916e+15      0.983042
     5004.3500      1.016024e+15      1.031909e+15      0.984606
     5004.3600      1.017358e+15      1.031902e+15      0.985906
     5004.3700      1.018479e+15      1.031896e+15      0.986998
     5004.3800      1.019431e+15      1.031889e+15      0.987928
     5004.3900      1.020248e+15      1.031882e+15      0.988726
     5004.4000      1.020955e+15      1.031875e+15      0.989417
     5004.4100      1.021571e+15      1.031868e+15      0.990020
     5004.4200      1.022111e+15      1.031862e+15      0.990551
     5004.4300      1.022589e+15      1.031855e+15      0.991020
     5004.4400      1.023013e+15      1.031848e+15      0.991438
     5004.4500      1.023394e+15      1.031841e+15      0.991813
     5004.4600      1.023733e+15      1.031835e+15      0.992148
     5004.4700      1.024039e+15      1.031828e+15      0.992451
     5004.4800      1.024316e+15      1.031821e+15      0.992726
     5004.4900      1.024567e+15      1.031814e+15      0.992976
     5004.5000      1.024795e+15      1.031808e+15      0.993204
     5004.5100      1.025004e+15      1.031801e+15      0.993412
     5004.5200      1.025195e+15      1.031794e+15      0.993604
     5004.5300      1.025370e+15      1.031787e+15      0.993780
     5004.5400      1.025531e+15      1.031780e+15      0.993943
     5004.5500      1.025680e+15      1.031774e+15      0.994094
     5004.5600      1.025817e+15      1.031767e+15      0.994233
     5004.5700      1.025944e+15      1.031760e+15      0.994363
     5004.5800      1.026061e+15      1.031753e+15      0.994483
     5004.5900      1.026170e+15      1.031747e+15      0.994595
     5004.6000      1.026272e+15      1.031740e+15      0.994700
     5004.6100      1.026366e+15      1.031733e+15      0.994798
     5004.6200      1.026453e+15      1.031726e+15      0.994889
     5004.6300      1.026504e+15      1.031720e+15      0.994945
     5004.6400      1.026579e+15      1.031713e+15      0.995024
     5004.6500      1.026648e+15      1.031706e+15      0.995098
     5004.6600      1.026713e+15      1.031699e+15      0.995167
     5004.6700      1.026773e+15      1.031692e+15      0.995231
     5004.6800      1.026818e+15      1.031686e+15      0.995282
     5004.6900      1.026861e+15      1.031679e+15      0.995330
     5004.7000      1.026900e+15      1.031672e+15      0.995374
     5004.7100      1.027076e+15      1.031665e+15      0.995552
     5004.7200      1.027101e+15      1.031659e+15      0.995582
     5004.7300      1.027121e+15      1.031652e+15      0.995608
     5004.7400      1.027135e+15      1.031645e+15      0.995628
