# Korg.jl Reference Spectrum - Arcturus-like (Cool Giant) (Continuum-only)
# Generated: 2025-10-05 14:04:45
# Parameters: Teff=4250.0K, logg=1.4, [M/H]=-0.5
# Synthesis time: 0.65 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5003.1100      1.639808e+14      1.639808e+14      1.000000
     5003.1200      1.639804e+14      1.639804e+14      1.000000
     5003.1300      1.639800e+14      1.639800e+14      1.000000
     5003.1400      1.639796e+14      1.639796e+14      1.000000
     5003.1500      1.639792e+14      1.639792e+14      1.000000
     5003.1600      1.639788e+14      1.639788e+14      1.000000
     5003.1700      1.639784e+14      1.639784e+14      1.000000
     5003.1800      1.639780e+14      1.639780e+14      1.000000
     5003.1900      1.639776e+14      1.639776e+14      1.000000
     5003.2000      1.639772e+14      1.639772e+14      1.000000
     5003.2100      1.639768e+14      1.639768e+14      1.000000
     5003.2200      1.639764e+14      1.639764e+14      1.000000
     5003.2300      1.639760e+14      1.639760e+14      1.000000
     5003.2400      1.639756e+14      1.639756e+14      1.000000
     5003.2500      1.639752e+14      1.639752e+14      1.000000
     5003.2600      1.639747e+14      1.639747e+14      1.000000
     5003.2700      1.639743e+14      1.639743e+14      1.000000
     5003.2800      1.639739e+14      1.639739e+14      1.000000
     5003.2900      1.639735e+14      1.639735e+14      1.000000
     5003.3000      1.639731e+14      1.639731e+14      1.000000
     5003.3100      1.639727e+14      1.639727e+14      1.000000
     5003.3200      1.639723e+14      1.639723e+14      1.000000
     5003.3300      1.639719e+14      1.639719e+14      1.000000
     5003.3400      1.639715e+14      1.639715e+14      1.000000
     5003.3500      1.639711e+14      1.639711e+14      1.000000
     5003.3600      1.639707e+14      1.639707e+14      1.000000
     5003.3700      1.639703e+14      1.639703e+14      1.000000
     5003.3800      1.639699e+14      1.639699e+14      1.000000
     5003.3900      1.639695e+14      1.639695e+14      1.000000
     5003.4000      1.639691e+14      1.639691e+14      1.000000
     5003.4100      1.639687e+14      1.639687e+14      1.000000
     5003.4200      1.639683e+14      1.639683e+14      1.000000
     5003.4300      1.639679e+14      1.639679e+14      1.000000
