# Korg.jl Reference Spectrum - Metal-poor K Giant (Continuum-only)
# Generated: 2025-10-05 14:04:46
# Parameters: Teff=4500.0K, logg=1.5, [M/H]=-2.5
# Synthesis time: 0.11 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5001.8900      1.803769e+14      1.803769e+14      1.000000
     5001.9000      1.803775e+14      1.803775e+14      1.000000
     5001.9100      1.803782e+14      1.803782e+14      1.000000
     5001.9200      1.803788e+14      1.803788e+14      1.000000
     5001.9300      1.803794e+14      1.803794e+14      1.000000
     5001.9400      1.803800e+14      1.803800e+14      1.000000
     5001.9500      1.803806e+14      1.803806e+14      1.000000
     5001.9600      1.803813e+14      1.803813e+14      1.000000
     5001.9700      1.803819e+14      1.803819e+14      1.000000
     5001.9800      1.803825e+14      1.803825e+14      1.000000
     5001.9900      1.803831e+14      1.803831e+14      1.000000
     5002.0000      1.803838e+14      1.803838e+14      1.000000
     5002.0100      1.803844e+14      1.803844e+14      1.000000
     5002.0200      1.803850e+14      1.803850e+14      1.000000
     5002.0300      1.803856e+14      1.803856e+14      1.000000
     5002.0400      1.803863e+14      1.803863e+14      1.000000
     5002.0500      1.803869e+14      1.803869e+14      1.000000
     5002.0600      1.803875e+14      1.803875e+14      1.000000
     5002.0700      1.803881e+14      1.803881e+14      1.000000
     5002.0800      1.803888e+14      1.803888e+14      1.000000
     5002.0900      1.803894e+14      1.803894e+14      1.000000
     5002.1000      1.803900e+14      1.803900e+14      1.000000
     5002.1100      1.803906e+14      1.803906e+14      1.000000
     5002.1200      1.803913e+14      1.803913e+14      1.000000
     5002.1300      1.803919e+14      1.803919e+14      1.000000
     5002.1400      1.803925e+14      1.803925e+14      1.000000
     5002.1500      1.803931e+14      1.803931e+14      1.000000
     5002.1600      1.803937e+14      1.803937e+14      1.000000
     5002.1700      1.803944e+14      1.803944e+14      1.000000
     5002.1800      1.803950e+14      1.803950e+14      1.000000
     5002.1900      1.803956e+14      1.803956e+14      1.000000
     5002.2000      1.803962e+14      1.803962e+14      1.000000
     5002.2100      1.803969e+14      1.803969e+14      1.000000
     5002.2200      1.803975e+14      1.803975e+14      1.000000
     5002.2300      1.803981e+14      1.803981e+14      1.000000
     5002.2400      1.803987e+14      1.803987e+14      1.000000
     5002.2500      1.803994e+14      1.803994e+14      1.000000
     5002.2600      1.804000e+14      1.804000e+14      1.000000
     5002.2700      1.804006e+14      1.804006e+14      1.000000
     5002.2800      1.804012e+14      1.804012e+14      1.000000
     5002.2900      1.804019e+14      1.804019e+14      1.000000
     5002.3000      1.804025e+14      1.804025e+14      1.000000
     5002.3100      1.804031e+14      1.804031e+14      1.000000
     5002.3200      1.804037e+14      1.804037e+14      1.000000
     5002.3300      1.804044e+14      1.804044e+14      1.000000
     5002.3400      1.804050e+14      1.804050e+14      1.000000
     5002.3500      1.804056e+14      1.804056e+14      1.000000
     5002.3600      1.804062e+14      1.804062e+14      1.000000
     5002.3700      1.804068e+14      1.804068e+14      1.000000
     5002.3800      1.804075e+14      1.804075e+14      1.000000
     5002.3900      1.804081e+14      1.804081e+14      1.000000
     5002.4000      1.804087e+14      1.804087e+14      1.000000
     5002.4100      1.804093e+14      1.804093e+14      1.000000
     5002.4200      1.804100e+14      1.804100e+14      1.000000
     5002.4300      1.804106e+14      1.804106e+14      1.000000
     5002.4400      1.804112e+14      1.804112e+14      1.000000
     5002.4500      1.804118e+14      1.804118e+14      1.000000
     5002.4600      1.804125e+14      1.804125e+14      1.000000
     5002.4700      1.804131e+14      1.804131e+14      1.000000
     5002.4800      1.804137e+14      1.804137e+14      1.000000
     5002.4900      1.804143e+14      1.804143e+14      1.000000
     5002.5000      1.804150e+14      1.804150e+14      1.000000
     5002.5100      1.804156e+14      1.804156e+14      1.000000
     5002.5200      1.804162e+14      1.804162e+14      1.000000
     5002.5300      1.804168e+14      1.804168e+14      1.000000
     5002.5400      1.804174e+14      1.804174e+14      1.000000
     5002.5500      1.804181e+14      1.804181e+14      1.000000
     5002.5600      1.804187e+14      1.804187e+14      1.000000
     5002.5700      1.804193e+14      1.804193e+14      1.000000
     5002.5800      1.804199e+14      1.804199e+14      1.000000
     5002.5900      1.804206e+14      1.804206e+14      1.000000
     5002.6000      1.804212e+14      1.804212e+14      1.000000
     5002.6100      1.804218e+14      1.804218e+14      1.000000
     5002.6200      1.804224e+14      1.804224e+14      1.000000
     5002.6300      1.804231e+14      1.804231e+14      1.000000
     5002.6400      1.804237e+14      1.804237e+14      1.000000
     5002.6500      1.804243e+14      1.804243e+14      1.000000
     5002.6600      1.804249e+14      1.804249e+14      1.000000
     5002.6700      1.804256e+14      1.804256e+14      1.000000
     5002.6800      1.804262e+14      1.804262e+14      1.000000
     5002.6900      1.804268e+14      1.804268e+14      1.000000
     5002.7000      1.804274e+14      1.804274e+14      1.000000
     5002.7100      1.804280e+14      1.804280e+14      1.000000
     5002.7200      1.804287e+14      1.804287e+14      1.000000
     5002.7300      1.804293e+14      1.804293e+14      1.000000
