# Korg.jl Reference Spectrum - Solar-like (Continuum-only)
# Generated: 2025-10-05 14:04:41
# Parameters: Teff=5771.0K, logg=4.44, [M/H]=0.0
# Synthesis time: 12.51 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5002.6200      1.033071e+15      1.033071e+15      1.000000
     5002.6300      1.033066e+15      1.033066e+15      1.000000
     5002.6400      1.033061e+15      1.033061e+15      1.000000
     5002.6500      1.033056e+15      1.033056e+15      1.000000
     5002.6600      1.033051e+15      1.033051e+15      1.000000
     5002.6700      1.033045e+15      1.033045e+15      1.000000
     5002.6800      1.033040e+15      1.033040e+15      1.000000
     5002.6900      1.033035e+15      1.033035e+15      1.000000
     5002.7000      1.033030e+15      1.033030e+15      1.000000
     5002.7100      1.033025e+15      1.033025e+15      1.000000
     5002.7200      1.033020e+15      1.033020e+15      1.000000
     5002.7300      1.033015e+15      1.033015e+15      1.000000
     5002.7400      1.033010e+15      1.033010e+15      1.000000
     5002.7500      1.033005e+15      1.033005e+15      1.000000
     5002.7600      1.032999e+15      1.032999e+15      1.000000
     5002.7700      1.032994e+15      1.032994e+15      1.000000
     5002.7800      1.032989e+15      1.032989e+15      1.000000
     5002.7900      1.032984e+15      1.032984e+15      1.000000
     5002.8000      1.032979e+15      1.032979e+15      1.000000
     5002.8100      1.032974e+15      1.032974e+15      1.000000
     5002.8200      1.032969e+15      1.032969e+15      1.000000
     5002.8300      1.032964e+15      1.032964e+15      1.000000
     5002.8400      1.032958e+15      1.032958e+15      1.000000
     5002.8500      1.032953e+15      1.032953e+15      1.000000
     5002.8600      1.032948e+15      1.032948e+15      1.000000
     5002.8700      1.032943e+15      1.032943e+15      1.000000
     5002.8800      1.032938e+15      1.032938e+15      1.000000
     5002.8900      1.032933e+15      1.032933e+15      1.000000
     5002.9000      1.032928e+15      1.032928e+15      1.000000
     5002.9100      1.032923e+15      1.032923e+15      1.000000
     5002.9200      1.032918e+15      1.032918e+15      1.000000
     5002.9300      1.032912e+15      1.032912e+15      1.000000
     5002.9400      1.032907e+15      1.032907e+15      1.000000
     5002.9500      1.032902e+15      1.032902e+15      1.000000
     5002.9600      1.032897e+15      1.032897e+15      1.000000
     5002.9700      1.032892e+15      1.032892e+15      1.000000
     5002.9800      1.032887e+15      1.032887e+15      1.000000
     5002.9900      1.032882e+15      1.032882e+15      1.000000
     5003.0000      1.032877e+15      1.032877e+15      1.000000
     5003.0100      1.032870e+15      1.032870e+15      1.000000
     5003.0200      1.032863e+15      1.032863e+15      1.000000
     5003.0300      1.032856e+15      1.032856e+15      1.000000
     5003.0400      1.032850e+15      1.032850e+15      1.000000
     5003.0500      1.032843e+15      1.032843e+15      1.000000
     5003.0600      1.032836e+15      1.032836e+15      1.000000
     5003.0700      1.032830e+15      1.032830e+15      1.000000
     5003.0800      1.032823e+15      1.032823e+15      1.000000
     5003.0900      1.032816e+15      1.032816e+15      1.000000
     5003.1000      1.032810e+15      1.032810e+15      1.000000
     5003.1100      1.032803e+15      1.032803e+15      1.000000
     5003.1200      1.032796e+15      1.032796e+15      1.000000
     5003.1300      1.032789e+15      1.032789e+15      1.000000
