# Korg.jl Solar Spectrum - Complete Data
# Generated on: 2025-07-31T21:55:00.448
# Parameters: Teff=5780 K, logg=4.44, [M/H]=0.0, vmic=1.0 km/s
# Wavelength range: (5000, 5200) Å
# Synthesis time: 56.38 seconds
# Total wavelength points: 20001
# Strong absorption lines (>10% depth): 6154
# Deepest line: 5185.05 Å, 89.2% depth
#
# Column 1: Wavelength (Å)
# Column 2: Absolute Flux (erg/s/cm²/Å)
# Column 3: Continuum Flux (erg/s/cm²/Å)
# Column 4: Normalized Flux (dimensionless)
#
# Wavelength    AbsoluteFlux      ContinuumFlux     NormalizedFlux
 5061.3700     1.005220e+15     1.038487e+15      0.967966
 5061.3800     9.998539e+14     1.038485e+15      0.962801
 5061.3900     9.622338e+14     1.038483e+15      0.926577
 5061.4000     8.599157e+14     1.038480e+15      0.828052
 5061.4100     6.853744e+14     1.038478e+15      0.659980
 5061.4200     5.135811e+14     1.038476e+15      0.494553
 5061.4300     4.100587e+14     1.038473e+15      0.394867
 5061.4400     3.635273e+14     1.038471e+15      0.350060
 5061.4500     3.464230e+14     1.038469e+15      0.333590
 5061.4600     3.386613e+14     1.038467e+15      0.326117
 5061.4700     3.257623e+14     1.038464e+15      0.313696
 5061.4800     3.103848e+14     1.038462e+15      0.298889
 5061.4900     3.101921e+14     1.038460e+15      0.298704
 5061.5000     3.440595e+14     1.038458e+15      0.331318
 5061.5100     4.419538e+14     1.038455e+15      0.425588
 5061.5200     6.273221e+14     1.038453e+15      0.604093
 5061.5300     8.353623e+14     1.038451e+15      0.804431
 5061.5400     9.644087e+14     1.038449e+15      0.928701
 5061.5500     1.013061e+15     1.038446e+15      0.975555
 5061.5600     1.026646e+15     1.038444e+15      0.988639
 5061.5700     1.030487e+15     1.038442e+15      0.992340
 5061.5800     1.032147e+15     1.038440e+15      0.993940
 5061.5900     1.033206e+15     1.038437e+15      0.994962
 5061.6000     1.033981e+15     1.038435e+15      0.995711
 5061.6100     1.034584e+15     1.038433e+15      0.996293
 5061.6200     1.035069e+15     1.038431e+15      0.996763
 5061.6300     1.035464e+15     1.038428e+15      0.997146
 5061.6400     1.035790e+15     1.038426e+15      0.997462
 5061.6500     1.036064e+15     1.038424e+15      0.997727
 5061.6600     1.036295e+15     1.038421e+15      0.997952
 5061.6700     1.036493e+15     1.038419e+15      0.998145
 5061.6800     1.036663e+15     1.038417e+15      0.998311
 5061.6900     1.036811e+15     1.038415e+15      0.998455
 5061.7000     1.036940e+15     1.038412e+15      0.998582
 5061.7100     1.037053e+15     1.038410e+15      0.998693
 5061.7200     1.037154e+15     1.038408e+15      0.998792
 5061.7300     1.037242e+15     1.038406e+15      0.998880
 5061.7400     1.037322e+15     1.038403e+15      0.998958
 5061.7500     1.037393e+15     1.038401e+15      0.999029
 5061.7600     1.037456e+15     1.038399e+15      0.999092
 5061.7700     1.037514e+15     1.038397e+15      0.999150
 5061.7800     1.037565e+15     1.038394e+15      0.999202
 5061.7900     1.037612e+15     1.038392e+15      0.999249
 5061.8000     1.037655e+15     1.038390e+15      0.999292
 5061.8100     1.037694e+15     1.038388e+15      0.999332
 5061.8200     1.037729e+15     1.038385e+15      0.999368
 5061.8300     1.037762e+15     1.038383e+15      0.999402
 5061.8400     1.037792e+15     1.038381e+15      0.999433
 5061.8500     1.037819e+15     1.038378e+15      0.999461
 5061.8600     1.037844e+15     1.038376e+15      0.999488
 5061.8700     1.037867e+15     1.038374e+15      0.999512
 5061.8800     1.037889e+15     1.038372e+15      0.999535
 5061.8900     1.037909e+15     1.038369e+15      0.999556
 5061.9000     1.037927e+15     1.038367e+15      0.999576
 5061.9100     1.037944e+15     1.038365e+15      0.999595
 5061.9200     1.037960e+15     1.038363e+15      0.999612
 5061.9300     1.038041e+15     1.038360e+15      0.999693
 5061.9400     1.038052e+15     1.038358e+15      0.999705
 5061.9500     1.038062e+15     1.038356e+15      0.999717
 5061.9600     1.038071e+15     1.038354e+15      0.999728
 5061.9700     1.038079e+15     1.038351e+15      0.999738
 5061.9800     1.038087e+15     1.038349e+15      0.999748
 5061.9900     1.038094e+15     1.038347e+15      0.999757
 5062.0000     1.038101e+15     1.038345e+15      0.999766
 5062.0100     1.038102e+15     1.038336e+15      0.999774
 5062.0200     1.038102e+15     1.038328e+15      0.999782
 5062.0300     1.038101e+15     1.038320e+15      0.999789
 5062.0400     1.038100e+15     1.038312e+15      0.999796
 5062.0500     1.038099e+15     1.038304e+15      0.999803
 5062.0600     1.038098e+15     1.038296e+15      0.999809
 5062.0700     1.038096e+15     1.038287e+15      0.999815
 5062.0800     1.038094e+15     1.038279e+15      0.999821
 5062.0900     1.038091e+15     1.038271e+15      0.999827
 5062.1000     1.038089e+15     1.038263e+15      0.999832
 5062.1100     1.038086e+15     1.038255e+15      0.999837
 5062.1200     1.038083e+15     1.038247e+15      0.999842
 5062.1300     1.038079e+15     1.038238e+15      0.999847
 5062.1400     1.038076e+15     1.038230e+15      0.999851
 5062.1500     1.038222e+15     1.038222e+15      1.000000
 5062.1600     1.038214e+15     1.038214e+15      1.000000
 5062.1700     1.038206e+15     1.038206e+15      1.000000
 5062.1800     1.038198e+15     1.038198e+15      1.000000
 5062.1900     1.038190e+15     1.038190e+15      1.000000
 5062.2000     1.038181e+15     1.038181e+15      1.000000
 5062.2100     1.038173e+15     1.038173e+15      1.000000
 5062.2200     1.038165e+15     1.038165e+15      1.000000
 5062.2300     1.038157e+15     1.038157e+15      1.000000
 5062.2400     1.038149e+15     1.038149e+15      1.000000
 5062.2500     1.038141e+15     1.038141e+15      1.000000
 5062.2600     1.038132e+15     1.038132e+15      1.000000
 5062.2700     1.038124e+15     1.038124e+15      1.000000
 5062.2800     1.038116e+15     1.038116e+15      1.000000
 5062.2900     1.038108e+15     1.038108e+15      1.000000
 5062.3000     1.038100e+15     1.038100e+15      1.000000
 5062.3100     1.038092e+15     1.038092e+15      1.000000
 5062.3200     1.038084e+15     1.038084e+15      1.000000
 5062.3300     1.038075e+15     1.038075e+15      1.000000
 5062.3400     1.038067e+15     1.038067e+15      1.000000
 5062.3500     1.038059e+15     1.038059e+15      1.000000
 5062.3600     1.038051e+15     1.038051e+15      1.000000
 5062.3700     1.038043e+15     1.038043e+15      1.000000
 5062.3800     1.038035e+15     1.038035e+15      1.000000
 5062.3900     1.038026e+15     1.038026e+15      1.000000
 5062.4000     1.038018e+15     1.038018e+15      1.000000
 5062.4100     1.038010e+15     1.038010e+15      1.000000
 5062.4200     1.038002e+15     1.038002e+15      1.000000
 5062.4300     1.037994e+15     1.037994e+15      1.000000
 5062.4400     1.037986e+15     1.037986e+15      1.000000
 5062.4500     1.037978e+15     1.037978e+15      1.000000
 5062.4600     1.037969e+15     1.037969e+15      1.000000
 5062.4700     1.037961e+15     1.037961e+15      1.000000
 5062.4800     1.037953e+15     1.037953e+15      1.000000
 5062.4900     1.037945e+15     1.037945e+15      1.000000
 5062.5000     1.037937e+15     1.037937e+15      1.000000
 5062.5100     1.037929e+15     1.037929e+15      1.000000
 5062.5200     1.037920e+15     1.037920e+15      1.000000
 5062.5300     1.037912e+15     1.037912e+15      1.000000
 5062.5400     1.037904e+15     1.037904e+15      1.000000
 5062.5500     1.037896e+15     1.037896e+15      1.000000
 5062.5600     1.037888e+15     1.037888e+15      1.000000
 5062.5700     1.037880e+15     1.037880e+15      1.000000
 5062.5800     1.037872e+15     1.037872e+15      1.000000
 5062.5900     1.037863e+15     1.037863e+15      1.000000
 5062.6000     1.037855e+15     1.037855e+15      1.000000
 5062.6100     1.037847e+15     1.037847e+15      1.000000
 5062.6200     1.037839e+15     1.037839e+15      1.000000
 5062.6300     1.037831e+15     1.037831e+15      1.000000
 5062.6400     1.037823e+15     1.037823e+15      1.000000
 5062.6500     1.037815e+15     1.037815e+15      1.000000
 5062.6600     1.037806e+15     1.037806e+15      1.000000
 5062.6700     1.037798e+15     1.037798e+15      1.000000
 5062.6800     1.037790e+15     1.037790e+15      1.000000
 5062.6900     1.037782e+15     1.037782e+15      1.000000
 5062.7000     1.037774e+15     1.037774e+15      1.000000
 5062.7100     1.037766e+15     1.037766e+15      1.000000
 5062.7200     1.037758e+15     1.037758e+15      1.000000
 5062.7300     1.037749e+15     1.037749e+15      1.000000
 5062.7400     1.037741e+15     1.037741e+15      1.000000
 5062.7500     1.037733e+15     1.037733e+15      1.000000
 5062.7600     1.037725e+15     1.037725e+15      1.000000
 5062.7700     1.037717e+15     1.037717e+15      1.000000
 5062.7800     1.037709e+15     1.037709e+15      1.000000
 5062.7900     1.037701e+15     1.037701e+15      1.000000
 5062.8000     1.037692e+15     1.037692e+15      1.000000
 5062.8100     1.037684e+15     1.037684e+15      1.000000
 5062.8200     1.037676e+15     1.037676e+15      1.000000
 5062.8300     1.037668e+15     1.037668e+15      1.000000
 5062.8400     1.037660e+15     1.037660e+15      1.000000
 5062.8500     1.037652e+15     1.037652e+15      1.000000
 5062.8600     1.037644e+15     1.037644e+15      1.000000
 5062.8700     1.037635e+15     1.037635e+15      1.000000
 5062.8800     1.037627e+15     1.037627e+15      1.000000
 5062.8900     1.037619e+15     1.037619e+15      1.000000
 5062.9000     1.037611e+15     1.037611e+15      1.000000
 5062.9100     1.037603e+15     1.037603e+15      1.000000
 5062.9200     1.037595e+15     1.037595e+15      1.000000
 5062.9300     1.037587e+15     1.037587e+15      1.000000
 5062.9400     1.037578e+15     1.037578e+15      1.000000
 5062.9500     1.037570e+15     1.037570e+15      1.000000
 5062.9600     1.037562e+15     1.037562e+15      1.000000
 5062.9700     1.037554e+15     1.037554e+15      1.000000
 5062.9800     1.037546e+15     1.037546e+15      1.000000
 5062.9900     1.037538e+15     1.037538e+15      1.000000
 5063.0000     1.037530e+15     1.037530e+15      1.000000
 5063.0100     1.037527e+15     1.037527e+15      1.000000
 5063.0200     1.037525e+15     1.037525e+15      1.000000
 5063.0300     1.037523e+15     1.037523e+15      1.000000
 5063.0400     1.037520e+15     1.037520e+15      1.000000
 5063.0500     1.037518e+15     1.037518e+15      1.000000
 5063.0600     1.037516e+15     1.037516e+15      1.000000
 5063.0700     1.037514e+15     1.037514e+15      1.000000
 5063.0800     1.037405e+15     1.037511e+15      0.999897
 5063.0900     1.037397e+15     1.037509e+15      0.999892
 5063.1000     1.037388e+15     1.037507e+15      0.999886
 5063.1100     1.037380e+15     1.037505e+15      0.999880
 5063.1200     1.037370e+15     1.037502e+15      0.999873
 5063.1300     1.037360e+15     1.037500e+15      0.999865
 5063.1400     1.037350e+15     1.037498e+15      0.999857
 5063.1500     1.037338e+15     1.037496e+15      0.999849
 5063.1600     1.037326e+15     1.037493e+15      0.999839
 5063.1700     1.037313e+15     1.037491e+15      0.999828
 5063.1800     1.037299e+15     1.037489e+15      0.999817
 5063.1900     1.037283e+15     1.037487e+15      0.999804
 5063.2000     1.037266e+15     1.037484e+15      0.999789
 5063.2100     1.037247e+15     1.037482e+15      0.999773
 5063.2200     1.037226e+15     1.037480e+15      0.999756
 5063.2300     1.037203e+15     1.037478e+15      0.999736
 5063.2400     1.037177e+15     1.037475e+15      0.999713
 5063.2500     1.037148e+15     1.037473e+15      0.999687
 5063.2600     1.037027e+15     1.037471e+15      0.999572
 5063.2700     1.036982e+15     1.037468e+15      0.999531
 5063.2800     1.036931e+15     1.037466e+15      0.999484
 5063.2900     1.036871e+15     1.037464e+15      0.999429
 5063.3000     1.036802e+15     1.037462e+15      0.999364
 5063.3100     1.036721e+15     1.037459e+15      0.999288
 5063.3200     1.036624e+15     1.037457e+15      0.999197
 5063.3300     1.036507e+15     1.037455e+15      0.999086
 5063.3400     1.036364e+15     1.037453e+15      0.998951
 5063.3500     1.036184e+15     1.037450e+15      0.998780
 5063.3600     1.035957e+15     1.037448e+15      0.998563
 5063.3700     1.035664e+15     1.037446e+15      0.998283
 5063.3800     1.035266e+15     1.037444e+15      0.997901
 5063.3900     1.034695e+15     1.037441e+15      0.997353
 5063.4000     1.033788e+15     1.037439e+15      0.996481
 5063.4100     1.032123e+15     1.037437e+15      0.994878
 5063.4200     1.028180e+15     1.037435e+15      0.991080
 5063.4300     1.017636e+15     1.037432e+15      0.980918
 5063.4400     9.910769e+14     1.037430e+15      0.955319
 5063.4500     9.369541e+14     1.037428e+15      0.903151
 5063.4600     8.562412e+14     1.037425e+15      0.825352
 5063.4700     7.694145e+14     1.037423e+15      0.741659
 5063.4800     7.014702e+14     1.037421e+15      0.676167
 5063.4900     6.607856e+14     1.037419e+15      0.636952
 5063.5000     6.452032e+14     1.037416e+15      0.621933
 5063.5100     6.548359e+14     1.037414e+15      0.631219
 5063.5200     6.957765e+14     1.037412e+15      0.670685
 5063.5300     7.706398e+14     1.037410e+15      0.742850
 5063.5400     8.648868e+14     1.037407e+15      0.833700
 5063.5500     9.482302e+14     1.037405e+15      0.914040
 5063.5600     9.998069e+14     1.037403e+15      0.963760
 5063.5700     1.023092e+15     1.037401e+15      0.986207
 5063.5800     1.031312e+15     1.037398e+15      0.994133
 5063.5900     1.033935e+15     1.037396e+15      0.996663
 5063.6000     1.034888e+15     1.037394e+15      0.997584
 5063.6100     1.035376e+15     1.037392e+15      0.998057
 5063.6200     1.035702e+15     1.037389e+15      0.998373
 5063.6300     1.035938e+15     1.037387e+15      0.998603
 5063.6400     1.036119e+15     1.037385e+15      0.998780
 5063.6500     1.036262e+15     1.037383e+15      0.998920
 5063.6600     1.036378e+15     1.037380e+15      0.999034
 5063.6700     1.036472e+15     1.037378e+15      0.999127
 5063.6800     1.036550e+15     1.037376e+15      0.999204
 5063.6900     1.036615e+15     1.037373e+15      0.999269
 5063.7000     1.036670e+15     1.037371e+15      0.999324
 5063.7100     1.036716e+15     1.037369e+15      0.999371
 5063.7200     1.036756e+15     1.037367e+15      0.999411
 5063.7300     1.036790e+15     1.037364e+15      0.999447
 5063.7400     1.036820e+15     1.037362e+15      0.999477
 5063.7500     1.036846e+15     1.037360e+15      0.999504
 5063.7600     1.036868e+15     1.037358e+15      0.999528
 5063.7700     1.036888e+15     1.037355e+15      0.999549
 5063.7800     1.036985e+15     1.037353e+15      0.999645
 5063.7900     1.036994e+15     1.037351e+15      0.999656
 5063.8000     1.037002e+15     1.037349e+15      0.999666
 5063.8100     1.037009e+15     1.037346e+15      0.999675
 5063.8200     1.037015e+15     1.037344e+15      0.999683
 5063.8300     1.037020e+15     1.037342e+15      0.999690
 5063.8400     1.037025e+15     1.037340e+15      0.999697
 5063.8500     1.037029e+15     1.037337e+15      0.999702
 5063.8600     1.037032e+15     1.037335e+15      0.999708
 5063.8700     1.037034e+15     1.037333e+15      0.999712
 5063.8800     1.037036e+15     1.037330e+15      0.999717
 5063.8900     1.037143e+15     1.037328e+15      0.999821
 5063.9000     1.037139e+15     1.037326e+15      0.999820
 5063.9100     1.037135e+15     1.037324e+15      0.999818
 5063.9200     1.037131e+15     1.037321e+15      0.999817
 5063.9300     1.037128e+15     1.037319e+15      0.999815
 5063.9400     1.037124e+15     1.037317e+15      0.999814
 5063.9500     1.037120e+15     1.037315e+15      0.999812
 5063.9600     1.037116e+15     1.037312e+15      0.999811
 5063.9700     1.037112e+15     1.037310e+15      0.999809
 5063.9800     1.037108e+15     1.037308e+15      0.999808
 5063.9900     1.037105e+15     1.037306e+15      0.999806
 5064.0000     1.037101e+15     1.037303e+15      0.999805
 5064.0100     1.037097e+15     1.037301e+15      0.999803
 5064.0200     1.037093e+15     1.037299e+15      0.999801
 5064.0300     1.037089e+15     1.037297e+15      0.999800
 5064.0400     1.037085e+15     1.037295e+15      0.999798
 5064.0500     1.037081e+15     1.037292e+15      0.999796
 5064.0600     1.037077e+15     1.037290e+15      0.999795
 5064.0700     1.037073e+15     1.037288e+15      0.999793
 5064.0800     1.037069e+15     1.037286e+15      0.999791
 5064.0900     1.037065e+15     1.037284e+15      0.999789
 5064.1000     1.037061e+15     1.037281e+15      0.999787
 5064.1100     1.037057e+15     1.037279e+15      0.999786
 5064.1200     1.037053e+15     1.037277e+15      0.999784
 5064.1300     1.037048e+15     1.037275e+15      0.999782
 5064.1400     1.037044e+15     1.037273e+15      0.999780
 5064.1500     1.037040e+15     1.037270e+15      0.999778
 5064.1600     1.037036e+15     1.037268e+15      0.999776
 5064.1700     1.037032e+15     1.037266e+15      0.999774
 5064.1800     1.037027e+15     1.037264e+15      0.999772
 5064.1900     1.037023e+15     1.037262e+15      0.999770
 5064.2000     1.037019e+15     1.037259e+15      0.999768
 5064.2100     1.037014e+15     1.037257e+15      0.999766
 5064.2200     1.037010e+15     1.037255e+15      0.999764
 5064.2300     1.037005e+15     1.037253e+15      0.999762
 5064.2400     1.037001e+15     1.037251e+15      0.999759
 5064.2500     1.036996e+15     1.037248e+15      0.999757
 5064.2600     1.036992e+15     1.037246e+15      0.999755
 5064.2700     1.036961e+15     1.037244e+15      0.999727
 5064.2800     1.036895e+15     1.037242e+15      0.999666
 5064.2900     1.036573e+15     1.037240e+15      0.999357
 5064.3000     1.035379e+15     1.037237e+15      0.998208
 5064.3100     1.032578e+15     1.037235e+15      0.995510
 5064.3200     1.028896e+15     1.037233e+15      0.991962
 5064.3300     1.027183e+15     1.037231e+15      0.990313
 5064.3400     1.029152e+15     1.037229e+15      0.992213
 5064.3500     1.032841e+15     1.037226e+15      0.995772
 5064.3600     1.035498e+15     1.037224e+15      0.998336
 5064.3700     1.036581e+15     1.037222e+15      0.999382
 5064.3800     1.036857e+15     1.037220e+15      0.999650
 5064.3900     1.036905e+15     1.037218e+15      0.999699
 5064.4000     1.036925e+15     1.037215e+15      0.999720
 5064.4100     1.036920e+15     1.037213e+15      0.999717
 5064.4200     1.036915e+15     1.037211e+15      0.999714
 5064.4300     1.036902e+15     1.037209e+15      0.999704
 5064.4400     1.036870e+15     1.037207e+15      0.999676
 5064.4500     1.036745e+15     1.037204e+15      0.999557
 5064.4600     1.036273e+15     1.037202e+15      0.999104
 5064.4700     1.034697e+15     1.037200e+15      0.997587
 5064.4800     1.030241e+15     1.037198e+15      0.993293
 5064.4900     1.019601e+15     1.037196e+15      0.983036
 5064.5000     9.984564e+14     1.037193e+15      0.962652
 5064.5100     9.639554e+14     1.037191e+15      0.929390
 5064.5200     9.181796e+14     1.037189e+15      0.885258
 5064.5300     8.689179e+14     1.037187e+15      0.837764
 5064.5400     8.258569e+14     1.037185e+15      0.796249
 5064.5500     7.956759e+14     1.037182e+15      0.767151
 5064.5600     7.805381e+14     1.037180e+15      0.752558
 5064.5700     7.802171e+14     1.037178e+15      0.752250
 5064.5800     7.943891e+14     1.037176e+15      0.765916
 5064.5900     8.229076e+14     1.037173e+15      0.793414
 5064.6000     8.633195e+14     1.037171e+15      0.832379
 5064.6100     9.085590e+14     1.037169e+15      0.875999
 5064.6200     9.483312e+14     1.037167e+15      0.914348
 5064.6300     9.742987e+14     1.037165e+15      0.939387
 5064.6400     9.834075e+14     1.037162e+15      0.948171
 5064.6500     9.757388e+14     1.037160e+15      0.940779
 5064.6600     9.524892e+14     1.037158e+15      0.918365
 5064.6700     9.185008e+14     1.037156e+15      0.885596
 5064.6800     8.843308e+14     1.037154e+15      0.852652
 5064.6900     8.624676e+14     1.037151e+15      0.831573
 5064.7000     8.613002e+14     1.037149e+15      0.830450
 5064.7100     8.819121e+14     1.037147e+15      0.850325
 5064.7200     9.180168e+14     1.037145e+15      0.885138
 5064.7300     9.585899e+14     1.037143e+15      0.924260
 5064.7400     9.929355e+14     1.037140e+15      0.957378
 5064.7500     1.015894e+15     1.037138e+15      0.979517
 5064.7600     1.028285e+15     1.037136e+15      0.991466
 5064.7700     1.033787e+15     1.037134e+15      0.996773
 5064.7800     1.035826e+15     1.037132e+15      0.998741
 5064.7900     1.036462e+15     1.037129e+15      0.999356
 5064.8000     1.036626e+15     1.037127e+15      0.999517
 5064.8100     1.036658e+15     1.037125e+15      0.999550
 5064.8200     1.036661e+15     1.037123e+15      0.999555
 5064.8300     1.036653e+15     1.037121e+15      0.999549
 5064.8400     1.036563e+15     1.037118e+15      0.999464
 5064.8500     1.036553e+15     1.037116e+15      0.999457
 5064.8600     1.036544e+15     1.037114e+15      0.999450
 5064.8700     1.036534e+15     1.037112e+15      0.999443
 5064.8800     1.036524e+15     1.037110e+15      0.999435
 5064.8900     1.036514e+15     1.037107e+15      0.999427
 5064.9000     1.036503e+15     1.037105e+15      0.999420
 5064.9100     1.036493e+15     1.037103e+15      0.999412
 5064.9200     1.036482e+15     1.037101e+15      0.999403
 5064.9300     1.036471e+15     1.037099e+15      0.999395
 5064.9400     1.036460e+15     1.037096e+15      0.999386
 5064.9500     1.036449e+15     1.037094e+15      0.999378
 5064.9600     1.036437e+15     1.037092e+15      0.999369
 5064.9700     1.036426e+15     1.037090e+15      0.999360
 5064.9800     1.036414e+15     1.037088e+15      0.999350
 5064.9900     1.036402e+15     1.037085e+15      0.999341
 5065.0000     1.036390e+15     1.037083e+15      0.999331
 5065.0100     1.036377e+15     1.037081e+15      0.999321
 5065.0200     1.036337e+15     1.037079e+15      0.999285
 5065.0300     1.036318e+15     1.037077e+15      0.999268
 5065.0400     1.036296e+15     1.037075e+15      0.999249
 5065.0500     1.036271e+15     1.037073e+15      0.999226
 5065.0600     1.036236e+15     1.037071e+15      0.999195
 5065.0700     1.036176e+15     1.037068e+15      0.999139
 5065.0800     1.035961e+15     1.037066e+15      0.998934
 5065.0900     1.034869e+15     1.037064e+15      0.997883
 5065.1000     1.030409e+15     1.037062e+15      0.993584
 5065.1100     1.018668e+15     1.037060e+15      0.982266
 5065.1200     1.001009e+15     1.037058e+15      0.965240
 5065.1300     9.896359e+14     1.037056e+15      0.954275
 5065.1400     9.953483e+14     1.037054e+15      0.959785
 5065.1500     1.012507e+15     1.037052e+15      0.976332
 5065.1600     1.027080e+15     1.037049e+15      0.990387
 5065.1700     1.033735e+15     1.037047e+15      0.996806
 5065.1800     1.035592e+15     1.037045e+15      0.998598
 5065.1900     1.035944e+15     1.037043e+15      0.998940
 5065.2000     1.035999e+15     1.037041e+15      0.998995
 5065.2100     1.036006e+15     1.037039e+15      0.999004
 5065.2200     1.036001e+15     1.037037e+15      0.999001
 5065.2300     1.035991e+15     1.037035e+15      0.998993
 5065.2400     1.035977e+15     1.037033e+15      0.998982
 5065.2500     1.035961e+15     1.037030e+15      0.998969
 5065.2600     1.035964e+15     1.037028e+15      0.998974
 5065.2700     1.035942e+15     1.037026e+15      0.998955
 5065.2800     1.035919e+15     1.037024e+15      0.998935
 5065.2900     1.035896e+15     1.037022e+15      0.998914
 5065.3000     1.035765e+15     1.037020e+15      0.998790
 5065.3100     1.035726e+15     1.037018e+15      0.998755
 5065.3200     1.035683e+15     1.037016e+15      0.998715
 5065.3300     1.035635e+15     1.037013e+15      0.998671
 5065.3400     1.035580e+15     1.037011e+15      0.998620
 5065.3500     1.035517e+15     1.037009e+15      0.998561
 5065.3600     1.035441e+15     1.037007e+15      0.998490
 5065.3700     1.035344e+15     1.037005e+15      0.998398
 5065.3800     1.035207e+15     1.037003e+15      0.998269
 5065.3900     1.034972e+15     1.037001e+15      0.998044
 5065.4000     1.034396e+15     1.036999e+15      0.997490
 5065.4100     1.032618e+15     1.036997e+15      0.995777
 5065.4200     1.027229e+15     1.036994e+15      0.990583
 5065.4300     1.013567e+15     1.036992e+15      0.977411
 5065.4400     9.868189e+14     1.036990e+15      0.951618
 5065.4500     9.491534e+14     1.036988e+15      0.915298
 5065.4600     9.132695e+14     1.036986e+15      0.880696
 5065.4700     8.960783e+14     1.036984e+15      0.864120
 5065.4800     9.057866e+14     1.036982e+15      0.873484
 5065.4900     9.362415e+14     1.036980e+15      0.902854
 5065.5000     9.706819e+14     1.036978e+15      0.936068
 5065.5100     9.947613e+14     1.036975e+15      0.959291
 5065.5200     1.006522e+15     1.036973e+15      0.970635
 5065.5300     1.012558e+15     1.036971e+15      0.976457
 5065.5400     1.018283e+15     1.036969e+15      0.981980
 5065.5500     1.024416e+15     1.036967e+15      0.987896
 5065.5600     1.029373e+15     1.036965e+15      0.992679
 5065.5700     1.032338e+15     1.036963e+15      0.995540
 5065.5800     1.033677e+15     1.036961e+15      0.996833
 5065.5900     1.034154e+15     1.036958e+15      0.997296
 5065.6000     1.034288e+15     1.036956e+15      0.997427
 5065.6100     1.034307e+15     1.036954e+15      0.997447
 5065.6200     1.034236e+15     1.036952e+15      0.997381
 5065.6300     1.034229e+15     1.036950e+15      0.997376
 5065.6400     1.034089e+15     1.036948e+15      0.997243
 5065.6500     1.033848e+15     1.036946e+15      0.997013
 5065.6600     1.032753e+15     1.036944e+15      0.995959
 5065.6700     1.030308e+15     1.036942e+15      0.993603
 5065.6800     1.025299e+15     1.036939e+15      0.988775
 5065.6900     1.017442e+15     1.036937e+15      0.981199
 5065.7000     1.009132e+15     1.036935e+15      0.973188
 5065.7100     1.004190e+15     1.036933e+15      0.968424
 5065.7200     1.005416e+15     1.036931e+15      0.969608
 5065.7300     1.011984e+15     1.036929e+15      0.975943
 5065.7400     1.020178e+15     1.036927e+15      0.983847
 5065.7500     1.026567e+15     1.036925e+15      0.990011
 5065.7600     1.030083e+15     1.036923e+15      0.993404
 5065.7700     1.031460e+15     1.036920e+15      0.994734
 5065.7800     1.031771e+15     1.036918e+15      0.995036
 5065.7900     1.031679e+15     1.036916e+15      0.994949
 5065.8000     1.031453e+15     1.036914e+15      0.994733
 5065.8100     1.031172e+15     1.036912e+15      0.994464
 5065.8200     1.030884e+15     1.036910e+15      0.994188
 5065.8300     1.030515e+15     1.036908e+15      0.993835
 5065.8400     1.029984e+15     1.036906e+15      0.993325
 5065.8500     1.029513e+15     1.036903e+15      0.992873
 5065.8600     1.028972e+15     1.036901e+15      0.992353
 5065.8700     1.028343e+15     1.036899e+15      0.991748
 5065.8800     1.027605e+15     1.036897e+15      0.991038
 5065.8900     1.026713e+15     1.036895e+15      0.990180
 5065.9000     1.025594e+15     1.036893e+15      0.989103
 5065.9100     1.024089e+15     1.036891e+15      0.987654
 5065.9200     1.021655e+15     1.036889e+15      0.985309
 5065.9300     1.016017e+15     1.036887e+15      0.979873
 5065.9400     9.995242e+14     1.036884e+15      0.963969
 5065.9500     9.536788e+14     1.036882e+15      0.919756
 5065.9600     8.581517e+14     1.036880e+15      0.827629
 5065.9700     7.260332e+14     1.036878e+15      0.700211
 5065.9800     6.098183e+14     1.036876e+15      0.588130
 5065.9900     5.446901e+14     1.036874e+15      0.525320
 5066.0000     5.243843e+14     1.036872e+15      0.505737
 5066.0100     5.002484e+14     1.036870e+15      0.482460
 5066.0200     3.978887e+14     1.036867e+15      0.383741
 5066.0300     2.875280e+14     1.036865e+15      0.277305
 5066.0400     2.354606e+14     1.036863e+15      0.227089
 5066.0500     2.101993e+14     1.036861e+15      0.202727
 5066.0600     1.992383e+14     1.036859e+15      0.192156
 5066.0700     1.998003e+14     1.036857e+15      0.192698
 5066.0800     2.120197e+14     1.036855e+15      0.204484
 5066.0900     2.392793e+14     1.036852e+15      0.230775
 5066.1000     2.997561e+14     1.036850e+15      0.289103
 5066.1100     4.705075e+14     1.036848e+15      0.453786
 5066.1200     7.449297e+14     1.036846e+15      0.718457
 5066.1300     9.213499e+14     1.036844e+15      0.888610
 5066.1400     9.815030e+14     1.036842e+15      0.946628
 5066.1500     9.976084e+14     1.036839e+15      0.962163
 5066.1600     1.002616e+15     1.036837e+15      0.966995
 5066.1700     1.004598e+15     1.036835e+15      0.968908
 5066.1800     1.005255e+15     1.036833e+15      0.969544
 5066.1900     1.005068e+15     1.036831e+15      0.969366
 5066.2000     1.004244e+15     1.036829e+15      0.968573
 5066.2100     1.002849e+15     1.036827e+15      0.967229
 5066.2200     1.000861e+15     1.036824e+15      0.965314
 5066.2300     9.982545e+14     1.036822e+15      0.962802
 5066.2400     9.949596e+14     1.036820e+15      0.959626
