# Korg.jl Solar Spectrum - Complete Data
# Generated on: 2025-07-31T21:55:00.448
# Parameters: Teff=5780 K, logg=4.44, [M/H]=0.0, vmic=1.0 km/s
# Wavelength range: (5000, 5200) Å
# Synthesis time: 56.38 seconds
# Total wavelength points: 20001
# Strong absorption lines (>10% depth): 6154
# Deepest line: 5185.05 Å, 89.2% depth
#
# Column 1: Wavelength (Å)
# Column 2: Absolute Flux (erg/s/cm²/Å)
# Column 3: Continuum Flux (erg/s/cm²/Å)
# Column 4: Normalized Flux (dimensionless)
#
# Wavelength    AbsoluteFlux      ContinuumFlux     NormalizedFlux
 5083.1900     8.762113e+14     1.033207e+15      0.848051
 5083.2000     9.076787e+14     1.033204e+15      0.878508
 5083.2100     9.389351e+14     1.033202e+15      0.908762
 5083.2200     9.580615e+14     1.033200e+15      0.927276
 5083.2300     9.584938e+14     1.033198e+15      0.927696
 5083.2400     9.414771e+14     1.033196e+15      0.911228
 5083.2500     9.132381e+14     1.033193e+15      0.883899
 5083.2600     8.837209e+14     1.033191e+15      0.855332
 5083.2700     8.647043e+14     1.033189e+15      0.836928
 5083.2800     8.667843e+14     1.033187e+15      0.838943
 5083.2900     8.928859e+14     1.033185e+15      0.864208
 5083.3000     9.346153e+14     1.033182e+15      0.904599
 5083.3100     9.758713e+14     1.033180e+15      0.944532
 5083.3200     1.004502e+15     1.033178e+15      0.972245
 5083.3300     1.019122e+15     1.033176e+15      0.986398
 5083.3400     1.024930e+15     1.033174e+15      0.992021
 5083.3500     1.026863e+15     1.033171e+15      0.993894
 5083.3600     1.027469e+15     1.033169e+15      0.994483
 5083.3700     1.027697e+15     1.033167e+15      0.994706
 5083.3800     1.027779e+15     1.033165e+15      0.994787
 5083.3900     1.027823e+15     1.033163e+15      0.994832
 5083.4000     1.027842e+15     1.033160e+15      0.994853
 5083.4100     1.027843e+15     1.033158e+15      0.994856
 5083.4200     1.027828e+15     1.033156e+15      0.994843
 5083.4300     1.027907e+15     1.033154e+15      0.994922
 5083.4400     1.027847e+15     1.033152e+15      0.994866
 5083.4500     1.027774e+15     1.033149e+15      0.994797
 5083.4600     1.027687e+15     1.033147e+15      0.994715
 5083.4700     1.027584e+15     1.033145e+15      0.994617
 5083.4800     1.027364e+15     1.033143e+15      0.994407
 5083.4900     1.027215e+15     1.033141e+15      0.994265
 5083.5000     1.027041e+15     1.033138e+15      0.994099
 5083.5100     1.026840e+15     1.033136e+15      0.993906
 5083.5200     1.026606e+15     1.033134e+15      0.993681
 5083.5300     1.026334e+15     1.033132e+15      0.993420
 5083.5400     1.026017e+15     1.033130e+15      0.993116
 5083.5500     1.025647e+15     1.033127e+15      0.992760
 5083.5600     1.025213e+15     1.033125e+15      0.992341
 5083.5700     1.024700e+15     1.033123e+15      0.991847
 5083.5800     1.024091e+15     1.033121e+15      0.991260
 5083.5900     1.023362e+15     1.033119e+15      0.990556
 5083.6000     1.022481e+15     1.033116e+15      0.989705
 5083.6100     1.021294e+15     1.033114e+15      0.988559
 5083.6200     1.019829e+15     1.033112e+15      0.987143
 5083.6300     1.018091e+15     1.033110e+15      0.985463
 5083.6400     1.015869e+15     1.033108e+15      0.983314
 5083.6500     1.012979e+15     1.033105e+15      0.980518
 5083.6600     1.009013e+15     1.033103e+15      0.976682
 5083.6700     1.003246e+15     1.033101e+15      0.971102
 5083.6800     9.939768e+14     1.033099e+15      0.962131
 5083.6900     9.757817e+14     1.033097e+15      0.944521
 5083.7000     9.317810e+14     1.033094e+15      0.901932
 5083.7100     8.261998e+14     1.033092e+15      0.799735
 5083.7200     6.433998e+14     1.033090e+15      0.622792
 5083.7300     4.630787e+14     1.033088e+15      0.448247
 5083.7400     3.603757e+14     1.033086e+15      0.348834
 5083.7500     3.160141e+14     1.033083e+15      0.305894
 5083.7600     3.022204e+14     1.033081e+15      0.292543
 5083.7700     3.104772e+14     1.033079e+15      0.300536
 5083.7800     3.459105e+14     1.033077e+15      0.334835
 5083.7900     4.318042e+14     1.033075e+15      0.417980
 5083.8000     5.976453e+14     1.033072e+15      0.578513
 5083.8100     7.909870e+14     1.033070e+15      0.765666
 5083.8200     9.154762e+14     1.033068e+15      0.886172
 5083.8300     9.693644e+14     1.033066e+15      0.938338
 5083.8400     9.910914e+14     1.033064e+15      0.959371
 5083.8500     1.001760e+15     1.033061e+15      0.969700
 5083.8600     1.008103e+15     1.033059e+15      0.975842
 5083.8700     1.012410e+15     1.033057e+15      0.980013
 5083.8800     1.015514e+15     1.033055e+15      0.983021
 5083.8900     1.017972e+15     1.033053e+15      0.985402
 5083.9000     1.019814e+15     1.033050e+15      0.987187
 5083.9100     1.021354e+15     1.033048e+15      0.988680
 5083.9200     1.022504e+15     1.033046e+15      0.989795
 5083.9300     1.023443e+15     1.033044e+15      0.990707
 5083.9400     1.024221e+15     1.033042e+15      0.991461
 5083.9500     1.024870e+15     1.033039e+15      0.992092
 5083.9600     1.025418e+15     1.033037e+15      0.992624
 5083.9700     1.025883e+15     1.033035e+15      0.993077
 5083.9800     1.026281e+15     1.033033e+15      0.993464
 5083.9900     1.026622e+15     1.033031e+15      0.993797
 5084.0000     1.026917e+15     1.033028e+15      0.994084
 5084.0100     1.027172e+15     1.033026e+15      0.994333
 5084.0200     1.027393e+15     1.033024e+15      0.994549
 5084.0300     1.027681e+15     1.033022e+15      0.994830
 5084.0400     1.027981e+15     1.033019e+15      0.995123
 5084.0500     1.028162e+15     1.033017e+15      0.995300
 5084.0600     1.028281e+15     1.033015e+15      0.995418
 5084.0700     1.028383e+15     1.033013e+15      0.995519
 5084.0800     1.028471e+15     1.033010e+15      0.995605
 5084.0900     1.028545e+15     1.033008e+15      0.995679
 5084.1000     1.028606e+15     1.033006e+15      0.995741
 5084.1100     1.028657e+15     1.033004e+15      0.995792
 5084.1200     1.028697e+15     1.033001e+15      0.995833
 5084.1300     1.028727e+15     1.032999e+15      0.995864
 5084.1400     1.028749e+15     1.032997e+15      0.995888
 5084.1500     1.028762e+15     1.032995e+15      0.995902
 5084.1600     1.028767e+15     1.032992e+15      0.995909
 5084.1700     1.028764e+15     1.032990e+15      0.995909
 5084.1800     1.028753e+15     1.032988e+15      0.995901
 5084.1900     1.028736e+15     1.032986e+15      0.995885
 5084.2000     1.028710e+15     1.032984e+15      0.995863
 5084.2100     1.028678e+15     1.032981e+15      0.995834
 5084.2200     1.028638e+15     1.032979e+15      0.995798
 5084.2300     1.028591e+15     1.032977e+15      0.995754
 5084.2400     1.028536e+15     1.032975e+15      0.995704
 5084.2500     1.028474e+15     1.032972e+15      0.995645
 5084.2600     1.028404e+15     1.032970e+15      0.995580
 5084.2700     1.028326e+15     1.032968e+15      0.995506
 5084.2800     1.028238e+15     1.032966e+15      0.995424
 5084.2900     1.028142e+15     1.032963e+15      0.995333
 5084.3000     1.028031e+15     1.032961e+15      0.995227
 5084.3100     1.027896e+15     1.032959e+15      0.995099
 5084.3200     1.027683e+15     1.032957e+15      0.994894
 5084.3300     1.027194e+15     1.032954e+15      0.994423
 5084.3400     1.025830e+15     1.032952e+15      0.993105
 5084.3500     1.022095e+15     1.032950e+15      0.989492
 5084.3600     1.013057e+15     1.032948e+15      0.980744
 5084.3700     9.946070e+14     1.032945e+15      0.962884
 5084.3800     9.636504e+14     1.032943e+15      0.932917
 5084.3900     9.218658e+14     1.032941e+15      0.892467
 5084.4000     8.773919e+14     1.032939e+15      0.849413
 5084.4100     8.412947e+14     1.032937e+15      0.814469
 5084.4200     8.211789e+14     1.032934e+15      0.794996
 5084.4300     8.169590e+14     1.032932e+15      0.790913
 5084.4400     8.210370e+14     1.032930e+15      0.794862
 5084.4500     8.236075e+14     1.032928e+15      0.797353
 5084.4600     8.211163e+14     1.032925e+15      0.794943
 5084.4700     8.192973e+14     1.032923e+15      0.793183
 5084.4800     8.279950e+14     1.032921e+15      0.801605
 5084.4900     8.526908e+14     1.032919e+15      0.825516
 5084.5000     8.907917e+14     1.032916e+15      0.862404
 5084.5100     9.328279e+14     1.032914e+15      0.903103
 5084.5200     9.673457e+14     1.032912e+15      0.936523
 5084.5300     9.862152e+14     1.032910e+15      0.954793
 5084.5400     9.861502e+14     1.032907e+15      0.954732
 5084.5500     9.673290e+14     1.032905e+15      0.936513
 5084.5600     9.329405e+14     1.032903e+15      0.903222
 5084.5700     8.911630e+14     1.032901e+15      0.862777
 5084.5800     8.539127e+14     1.032898e+15      0.826715
 5084.5900     8.323677e+14     1.032896e+15      0.805858
 5084.6000     8.324978e+14     1.032894e+15      0.805986
 5084.6100     8.531732e+14     1.032892e+15      0.826004
 5084.6200     8.865282e+14     1.032890e+15      0.858299
 5084.6300     9.207521e+14     1.032887e+15      0.891435
 5084.6400     9.456655e+14     1.032885e+15      0.915557
 5084.6500     9.563248e+14     1.032883e+15      0.925879
 5084.6600     9.525953e+14     1.032881e+15      0.922271
 5084.6700     9.332143e+14     1.032878e+15      0.903508
 5084.6800     8.793601e+14     1.032876e+15      0.851370
 5084.6900     7.153998e+14     1.032874e+15      0.692630
 5084.7000     4.244775e+14     1.032872e+15      0.410968
 5084.7100     2.639822e+14     1.032869e+15      0.255581
 5084.7200     2.047829e+14     1.032867e+15      0.198266
 5084.7300     1.715427e+14     1.032865e+15      0.166084
 5084.7400     1.531566e+14     1.032863e+15      0.148284
 5084.7500     1.451616e+14     1.032860e+15      0.140543
 5084.7600     1.451621e+14     1.032858e+15      0.140544
 5084.7700     1.531580e+14     1.032856e+15      0.148286
 5084.7800     1.715451e+14     1.032854e+15      0.166089
 5084.7900     2.047864e+14     1.032851e+15      0.198273
 5084.8000     2.639864e+14     1.032849e+15      0.255590
 5084.8100     4.244416e+14     1.032847e+15      0.410943
 5084.8200     7.151979e+14     1.032845e+15      0.692454
 5084.8300     8.793625e+14     1.032843e+15      0.851400
 5084.8400     9.346481e+14     1.032840e+15      0.904930
 5084.8500     9.583685e+14     1.032838e+15      0.927898
 5084.8600     9.726690e+14     1.032836e+15      0.941746
 5084.8700     9.825960e+14     1.032834e+15      0.951360
 5084.8800     9.899828e+14     1.032831e+15      0.958514
 5084.8900     9.958184e+14     1.032829e+15      0.964166
 5084.9000     1.000353e+15     1.032827e+15      0.968558
 5084.9100     1.003959e+15     1.032825e+15      0.972052
 5084.9200     1.006884e+15     1.032822e+15      0.974886
 5084.9300     1.009283e+15     1.032820e+15      0.977211
 5084.9400     1.011269e+15     1.032818e+15      0.979136
 5084.9500     1.012925e+15     1.032816e+15      0.980741
 5084.9600     1.014314e+15     1.032813e+15      0.982088
 5084.9700     1.015411e+15     1.032811e+15      0.983153
 5084.9800     1.016389e+15     1.032809e+15      0.984102
 5084.9900     1.017211e+15     1.032807e+15      0.984900
 5085.0000     1.017901e+15     1.032804e+15      0.985570
 5085.0100     1.018474e+15     1.032802e+15      0.986127
 5085.0200     1.018945e+15     1.032800e+15      0.986585
 5085.0300     1.019323e+15     1.032798e+15      0.986954
 5085.0400     1.019614e+15     1.032795e+15      0.987237
 5085.0500     1.019815e+15     1.032793e+15      0.987434
 5085.0600     1.019906e+15     1.032791e+15      0.987525
 5085.0700     1.019773e+15     1.032788e+15      0.987398
 5085.0800     1.018927e+15     1.032786e+15      0.986581
 5085.0900     1.015732e+15     1.032784e+15      0.983490
 5085.1000     1.006181e+15     1.032781e+15      0.974244
 5085.1100     9.839115e+14     1.032779e+15      0.952683
 5085.1200     9.455332e+14     1.032777e+15      0.915525
 5085.1300     8.985002e+14     1.032775e+15      0.869987
 5085.1400     8.612666e+14     1.032772e+15      0.833937
 5085.1500     8.510254e+14     1.032770e+15      0.824022
 5085.1600     8.724505e+14     1.032768e+15      0.844769
 5085.1700     9.153089e+14     1.032765e+15      0.886270
 5085.1800     9.601314e+14     1.032763e+15      0.929673
 5085.1900     9.918018e+14     1.032761e+15      0.960340
 5085.2000     1.007717e+15     1.032758e+15      0.975753
 5085.2100     1.013466e+15     1.032756e+15      0.981322
 5085.2200     1.014712e+15     1.032754e+15      0.982530
 5085.2300     1.014409e+15     1.032752e+15      0.982239
 5085.2400     1.013602e+15     1.032749e+15      0.981460
 5085.2500     1.012568e+15     1.032747e+15      0.980461
 5085.2600     1.011355e+15     1.032745e+15      0.979288
 5085.2700     1.009955e+15     1.032742e+15      0.977935
 5085.2800     1.008349e+15     1.032740e+15      0.976383
 5085.2900     1.006502e+15     1.032738e+15      0.974596
 5085.3000     1.004382e+15     1.032735e+15      0.972546
 5085.3100     1.001936e+15     1.032733e+15      0.970179
 5085.3200     9.990994e+14     1.032731e+15      0.967435
 5085.3300     9.957926e+14     1.032729e+15      0.964235
 5085.3400     9.919699e+14     1.032726e+15      0.960535
 5085.3500     9.873734e+14     1.032724e+15      0.956086
 5085.3600     9.818911e+14     1.032722e+15      0.950780
 5085.3700     9.752821e+14     1.032719e+15      0.944383
 5085.3800     9.672041e+14     1.032717e+15      0.936563
 5085.3900     9.571858e+14     1.032715e+15      0.926864
 5085.4000     9.446865e+14     1.032712e+15      0.914762
 5085.4100     9.285948e+14     1.032710e+15      0.899182
 5085.4200     9.069963e+14     1.032708e+15      0.878270
 5085.4300     8.758671e+14     1.032706e+15      0.848129
 5085.4400     8.248823e+14     1.032703e+15      0.798760
 5085.4500     7.327178e+14     1.032701e+15      0.709516
 5085.4600     5.803515e+14     1.032699e+15      0.561976
 5085.4700     4.185122e+14     1.032696e+15      0.405262
 5085.4800     3.192689e+14     1.032694e+15      0.309161
 5085.4900     2.703329e+14     1.032692e+15      0.261775
 5085.5000     2.455891e+14     1.032689e+15      0.237815
 5085.5100     2.354500e+14     1.032687e+15      0.227997
 5085.5200     2.374246e+14     1.032685e+15      0.229910
 5085.5300     2.521304e+14     1.032683e+15      0.244151
 5085.5400     2.841728e+14     1.032680e+15      0.275180
 5085.5500     3.491822e+14     1.032678e+15      0.338133
 5085.5600     4.786406e+14     1.032676e+15      0.463496
 5085.5700     6.510430e+14     1.032673e+15      0.630444
 5085.5800     7.790109e+14     1.032671e+15      0.754365
 5085.5900     8.494952e+14     1.032669e+15      0.822621
 5085.6000     8.902792e+14     1.032666e+15      0.862117
 5085.6100     9.165233e+14     1.032664e+15      0.887533
 5085.6200     9.357018e+14     1.032662e+15      0.906107
 5085.6300     9.503011e+14     1.032660e+15      0.920246
 5085.6400     9.618137e+14     1.032657e+15      0.931397
 5085.6500     9.712362e+14     1.032655e+15      0.940523
 5085.6600     9.787747e+14     1.032653e+15      0.947826
 5085.6700     9.849962e+14     1.032650e+15      0.953853
 5085.6800     9.901942e+14     1.032648e+15      0.958888
 5085.6900     9.945816e+14     1.032646e+15      0.963139
 5085.7000     9.983185e+14     1.032643e+15      0.966760
 5085.7100     1.001527e+15     1.032641e+15      0.969870
 5085.7200     1.004303e+15     1.032639e+15      0.972560
 5085.7300     1.006720e+15     1.032637e+15      0.974903
 5085.7400     1.008843e+15     1.032634e+15      0.976960
 5085.7500     1.010708e+15     1.032632e+15      0.978769
 5085.7600     1.012359e+15     1.032630e+15      0.980370
 5085.7700     1.013829e+15     1.032627e+15      0.981796
 5085.7800     1.015142e+15     1.032625e+15      0.983070
 5085.7900     1.016321e+15     1.032623e+15      0.984213
 5085.8000     1.017382e+15     1.032620e+15      0.985243
 5085.8100     1.018341e+15     1.032618e+15      0.986174
 5085.8200     1.019211e+15     1.032616e+15      0.987019
 5085.8300     1.020002e+15     1.032613e+15      0.987787
 5085.8400     1.020724e+15     1.032611e+15      0.988489
 5085.8500     1.021385e+15     1.032609e+15      0.989130
 5085.8600     1.021990e+15     1.032607e+15      0.989719
 5085.8700     1.022547e+15     1.032604e+15      0.990260
 5085.8800     1.023135e+15     1.032602e+15      0.990832
 5085.8900     1.023605e+15     1.032600e+15      0.991289
 5085.9000     1.024040e+15     1.032597e+15      0.991713
 5085.9100     1.024443e+15     1.032595e+15      0.992106
 5085.9200     1.024818e+15     1.032593e+15      0.992471
 5085.9300     1.025166e+15     1.032590e+15      0.992810
 5085.9400     1.025564e+15     1.032588e+15      0.993198
 5085.9500     1.025864e+15     1.032586e+15      0.993491
 5085.9600     1.026145e+15     1.032584e+15      0.993765
 5085.9700     1.026408e+15     1.032581e+15      0.994021
 5085.9800     1.026654e+15     1.032579e+15      0.994262
 5085.9900     1.026885e+15     1.032577e+15      0.994488
 5086.0000     1.027103e+15     1.032574e+15      0.994701
 5086.0100     1.027263e+15     1.032572e+15      0.994858
 5086.0200     1.027312e+15     1.032570e+15      0.994908
 5086.0300     1.026946e+15     1.032567e+15      0.994556
 5086.0400     1.025466e+15     1.032565e+15      0.993125
 5086.0500     1.021299e+15     1.032563e+15      0.989091
 5086.0600     1.011835e+15     1.032560e+15      0.979928
 5086.0700     9.940466e+14     1.032558e+15      0.962703
 5086.0800     9.664408e+14     1.032556e+15      0.935970
 5086.0900     9.314462e+14     1.032554e+15      0.902080
 5086.1000     8.959196e+14     1.032551e+15      0.867676
 5086.1100     8.686798e+14     1.032549e+15      0.841296
 5086.1200     8.568666e+14     1.032547e+15      0.829858
 5086.1300     8.635664e+14     1.032544e+15      0.836348
 5086.1400     8.870261e+14     1.032542e+15      0.859070
 5086.1500     9.210736e+14     1.032540e+15      0.892047
 5086.1600     9.567673e+14     1.032537e+15      0.926618
 5086.1700     9.856152e+14     1.032535e+15      0.954559
 5086.1800     1.002377e+15     1.032533e+15      0.970794
 5086.1900     1.005539e+15     1.032530e+15      0.973859
 5086.2000     9.962286e+14     1.032528e+15      0.964844
 5086.2100     9.777885e+14     1.032526e+15      0.946987
 5086.2200     9.561045e+14     1.032523e+15      0.925988
 5086.2300     9.386599e+14     1.032521e+15      0.909095
 5086.2400     9.319615e+14     1.032519e+15      0.902610
 5086.2500     9.385695e+14     1.032516e+15      0.909012
 5086.2600     9.561534e+14     1.032514e+15      0.926044
 5086.2700     9.786635e+14     1.032512e+15      0.947847
 5086.2800     9.994910e+14     1.032509e+15      0.968021
 5086.2900     1.014600e+15     1.032507e+15      0.982657
 5086.3000     1.023479e+15     1.032505e+15      0.991259
 5086.3100     1.027799e+15     1.032503e+15      0.995444
 5086.3200     1.029575e+15     1.032500e+15      0.997166
 5086.3300     1.030212e+15     1.032498e+15      0.997786
 5086.3400     1.030493e+15     1.032496e+15      0.998060
 5086.3500     1.030589e+15     1.032493e+15      0.998156
 5086.3600     1.030629e+15     1.032491e+15      0.998197
 5086.3700     1.030667e+15     1.032489e+15      0.998236
 5086.3800     1.030704e+15     1.032486e+15      0.998274
 5086.3900     1.030740e+15     1.032484e+15      0.998311
 5086.4000     1.030774e+15     1.032482e+15      0.998346
 5086.4100     1.030808e+15     1.032479e+15      0.998381
 5086.4200     1.030840e+15     1.032477e+15      0.998414
 5086.4300     1.030871e+15     1.032475e+15      0.998446
 5086.4400     1.030901e+15     1.032472e+15      0.998478
 5086.4500     1.030930e+15     1.032470e+15      0.998508
 5086.4600     1.030958e+15     1.032468e+15      0.998538
 5086.4700     1.030985e+15     1.032465e+15      0.998566
 5086.4800     1.031011e+15     1.032463e+15      0.998594
 5086.4900     1.031037e+15     1.032461e+15      0.998621
 5086.5000     1.031061e+15     1.032458e+15      0.998647
 5086.5100     1.031085e+15     1.032456e+15      0.998672
 5086.5200     1.031108e+15     1.032454e+15      0.998697
 5086.5300     1.031131e+15     1.032452e+15      0.998721
 5086.5400     1.031152e+15     1.032449e+15      0.998744
 5086.5500     1.031173e+15     1.032447e+15      0.998767
 5086.5600     1.031194e+15     1.032445e+15      0.998789
 5086.5700     1.031214e+15     1.032442e+15      0.998810
 5086.5800     1.031233e+15     1.032440e+15      0.998831
 5086.5900     1.031251e+15     1.032438e+15      0.998851
 5086.6000     1.031270e+15     1.032435e+15      0.998871
 5086.6100     1.031202e+15     1.032433e+15      0.998808
 5086.6200     1.031204e+15     1.032431e+15      0.998812
 5086.6300     1.031014e+15     1.032428e+15      0.998630
 5086.6400     1.030917e+15     1.032426e+15      0.998539
 5086.6500     1.030579e+15     1.032424e+15      0.998213
 5086.6600     1.029481e+15     1.032421e+15      0.997152
 5086.6700     1.026498e+15     1.032419e+15      0.994265
 5086.6800     1.020729e+15     1.032417e+15      0.988680
 5086.6900     1.012079e+15     1.032414e+15      0.980303
 5086.7000     1.001510e+15     1.032412e+15      0.970068
 5086.7100     9.877491e+14     1.032410e+15      0.956741
 5086.7200     9.649776e+14     1.032407e+15      0.934687
 5086.7300     9.300878e+14     1.032405e+15      0.900894
 5086.7400     8.924610e+14     1.032403e+15      0.864450
 5086.7500     8.714747e+14     1.032401e+15      0.844125
 5086.7600     8.801892e+14     1.032398e+15      0.852568
 5086.7700     9.156884e+14     1.032396e+15      0.886955
 5086.7800     9.608717e+14     1.032394e+15      0.930722
 5086.7900     9.971386e+14     1.032391e+15      0.965853
 5086.8000     1.017145e+15     1.032389e+15      0.985235
 5086.8100     1.025066e+15     1.032387e+15      0.992909
 5086.8200     1.026717e+15     1.032384e+15      0.994511
 5086.8300     1.024527e+15     1.032382e+15      0.992392
 5086.8400     1.015449e+15     1.032380e+15      0.983601
 5086.8500     9.887582e+14     1.032377e+15      0.957749
 5086.8600     9.285936e+14     1.032375e+15      0.899473
 5086.8700     8.344071e+14     1.032373e+15      0.808242
 5086.8800     7.373384e+14     1.032370e+15      0.714219
 5086.8900     6.766612e+14     1.032368e+15      0.655446
 5086.9000     6.708173e+14     1.032366e+15      0.649786
 5086.9100     7.187448e+14     1.032363e+15      0.696213
 5086.9200     7.992566e+14     1.032361e+15      0.774203
 5086.9300     8.680350e+14     1.032359e+15      0.840827
 5086.9400     8.952500e+14     1.032356e+15      0.867191
 5086.9500     8.956876e+14     1.032354e+15      0.867617
 5086.9600     9.003185e+14     1.032352e+15      0.872104
 5086.9700     9.230924e+14     1.032350e+15      0.894167
 5086.9800     9.582821e+14     1.032347e+15      0.928256
 5086.9900     9.915160e+14     1.032345e+15      0.960450
 5087.0000     1.013515e+15     1.032343e+15      0.981762
 5087.0100     1.024181e+15     1.032340e+15      0.992096
 5087.0200     1.027998e+15     1.032338e+15      0.995796
 5087.0300     1.028420e+15     1.032335e+15      0.996207
 5087.0400     1.025948e+15     1.032333e+15      0.993814
 5087.0500     1.017946e+15     1.032331e+15      0.986065
 5087.0600     1.000008e+15     1.032328e+15      0.968692
 5087.0700     9.710388e+14     1.032326e+15      0.940632
 5087.0800     9.391171e+14     1.032324e+15      0.909712
 5087.0900     9.189931e+14     1.032321e+15      0.890220
 5087.1000     9.204865e+14     1.032319e+15      0.891669
 5087.1100     9.409917e+14     1.032317e+15      0.911534
 5087.1200     9.686535e+14     1.032314e+15      0.938332
 5087.1300     9.928646e+14     1.032312e+15      0.961787
 5087.1400     1.009973e+15     1.032310e+15      0.978362
 5087.1500     1.020831e+15     1.032307e+15      0.988883
 5087.1600     1.026910e+15     1.032305e+15      0.994774
 5087.1700     1.029869e+15     1.032302e+15      0.997643
 5087.1800     1.030851e+15     1.032300e+15      0.998596
 5087.1900     1.031081e+15     1.032298e+15      0.998821
 5087.2000     1.030662e+15     1.032295e+15      0.998418
 5087.2100     1.028932e+15     1.032293e+15      0.996745
 5087.2200     1.024914e+15     1.032291e+15      0.992854
 5087.2300     1.019324e+15     1.032288e+15      0.987442
 5087.2400     1.015959e+15     1.032286e+15      0.984184
 5087.2500     1.017700e+15     1.032284e+15      0.985872
 5087.2600     1.023052e+15     1.032281e+15      0.991059
 5087.2700     1.027760e+15     1.032279e+15      0.995623
 5087.2800     1.030053e+15     1.032277e+15      0.997846
 5087.2900     1.030220e+15     1.032274e+15      0.998010
 5087.3000     1.028226e+15     1.032272e+15      0.996081
 5087.3100     1.022320e+15     1.032269e+15      0.990362
 5087.3200     1.010054e+15     1.032267e+15      0.978481
 5087.3300     9.917776e+14     1.032265e+15      0.960778
 5087.3400     9.740038e+14     1.032262e+15      0.943562
 5087.3500     9.664250e+14     1.032260e+15      0.936222
 5087.3600     9.737268e+14     1.032258e+15      0.943298
 5087.3700     9.913918e+14     1.032255e+15      0.960413
 5087.3800     1.009747e+15     1.032253e+15      0.978197
 5087.3900     1.022221e+15     1.032251e+15      0.990284
 5087.4000     1.028290e+15     1.032248e+15      0.996166
 5087.4100     1.030559e+15     1.032246e+15      0.998366
 5087.4200     1.031275e+15     1.032244e+15      0.999061
 5087.4300     1.031502e+15     1.032241e+15      0.999284
 5087.4400     1.031595e+15     1.032239e+15      0.999377
 5087.4500     1.031730e+15     1.032236e+15      0.999509
 5087.4600     1.031764e+15     1.032234e+15      0.999545
 5087.4700     1.031788e+15     1.032232e+15      0.999570
 5087.4800     1.031901e+15     1.032229e+15      0.999682
 5087.4900     1.031901e+15     1.032227e+15      0.999685
 5087.5000     1.031902e+15     1.032225e+15      0.999687
 5087.5100     1.031902e+15     1.032222e+15      0.999690
 5087.5200     1.031902e+15     1.032220e+15      0.999692
 5087.5300     1.031893e+15     1.032218e+15      0.999686
 5087.5400     1.031863e+15     1.032215e+15      0.999659
 5087.5500     1.031726e+15     1.032213e+15      0.999528
 5087.5600     1.031187e+15     1.032210e+15      0.999008
 5087.5700     1.029406e+15     1.032208e+15      0.997285
 5087.5800     1.024363e+15     1.032206e+15      0.992401
 5087.5900     1.012294e+15     1.032203e+15      0.980712
 5087.6000     9.881682e+14     1.032201e+15      0.957341
 5087.6100     9.483911e+14     1.032199e+15      0.918807
 5087.6200     8.948544e+14     1.032196e+15      0.866942
 5087.6300     8.363261e+14     1.032194e+15      0.810241
 5087.6400     7.847141e+14     1.032192e+15      0.760241
 5087.6500     7.497210e+14     1.032189e+15      0.726341
 5087.6600     7.365707e+14     1.032187e+15      0.713602
 5087.6700     7.467899e+14     1.032185e+15      0.723504
 5087.6800     7.790892e+14     1.032182e+15      0.754798
 5087.6900     8.287565e+14     1.032180e+15      0.802919
 5087.7000     8.867431e+14     1.032177e+15      0.859099
 5087.7100     9.412856e+14     1.032175e+15      0.911944
 5087.7200     9.827283e+14     1.032173e+15      0.952097
 5087.7300     1.007415e+15     1.032170e+15      0.976016
 5087.7400     1.016538e+15     1.032168e+15      0.984857
 5087.7500     1.011883e+15     1.032166e+15      0.980350
 5087.7600     9.934735e+14     1.032163e+15      0.962516
 5087.7700     9.614874e+14     1.032161e+15      0.931529
 5087.7800     9.203514e+14     1.032159e+15      0.891676
 5087.7900     8.801407e+14     1.032156e+15      0.852720
 5087.8000     8.528458e+14     1.032154e+15      0.826278
 5087.8100     8.469280e+14     1.032152e+15      0.820546
 5087.8200     8.642162e+14     1.032149e+15      0.837298
 5087.8300     8.993709e+14     1.032147e+15      0.871360
 5087.8400     9.416272e+14     1.032144e+15      0.912302
 5087.8500     9.794443e+14     1.032142e+15      0.948943
 5087.8600     1.006008e+15     1.032140e+15      0.974682
 5087.8700     1.021020e+15     1.032137e+15      0.989229
 5087.8800     1.027980e+15     1.032135e+15      0.995975
 5087.8900     1.030672e+15     1.032133e+15      0.998585
 5087.9000     1.031551e+15     1.032130e+15      0.999439
 5087.9100     1.031794e+15     1.032128e+15      0.999677
 5087.9200     1.031824e+15     1.032126e+15      0.999708
 5087.9300     1.031820e+15     1.032123e+15      0.999706
 5087.9400     1.031687e+15     1.032121e+15      0.999579
 5087.9500     1.031225e+15     1.032119e+15      0.999134
 5087.9600     1.029457e+15     1.032116e+15      0.997424
 5087.9700     1.024885e+15     1.032114e+15      0.992996
 5087.9800     1.017433e+15     1.032111e+15      0.985778
 5087.9900     1.010088e+15     1.032109e+15      0.978664
 5088.0000     1.005789e+15     1.032107e+15      0.974501
 5088.0100     1.004091e+15     1.032104e+15      0.972858
 5088.0200     1.004868e+15     1.032102e+15      0.973613
 5088.0300     1.009130e+15     1.032100e+15      0.977745
 5088.0400     1.016312e+15     1.032097e+15      0.984706
 5088.0500     1.023441e+15     1.032095e+15      0.991616
 5088.0600     1.028185e+15     1.032093e+15      0.996214
