# Korg.jl Solar Spectrum - Simple Format
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux  Continuum(erg/s/cm²/Å)
 5006.7100      0.975909     1.046699e+15
 5006.7200      0.974205     1.046704e+15
 5006.7300      0.970424     1.046709e+15
 5006.7400      0.961698     1.046715e+15
 5006.7500      0.943453     1.046720e+15
 5006.7600      0.911413     1.046726e+15
 5006.7700      0.865751     1.046731e+15
 5006.7800      0.814862     1.046737e+15
 5006.7900      0.772553     1.046742e+15
 5006.8000      0.750807     1.046747e+15
 5006.8100      0.755295     1.046753e+15
 5006.8200      0.784053     1.046758e+15
 5006.8300      0.827568     1.046764e+15
 5006.8400      0.870866     1.046769e+15
 5006.8500      0.899552     1.046774e+15
 5006.8600      0.906363     1.046780e+15
 5006.8700      0.893118     1.046785e+15
 5006.8800      0.868295     1.046791e+15
 5006.8900      0.843082     1.046796e+15
 5006.9000      0.827221     1.046802e+15
 5006.9100      0.825661     1.046807e+15
 5006.9200      0.837231     1.046812e+15
 5006.9300      0.855419     1.046818e+15
 5006.9400      0.871405     1.046823e+15
 5006.9500      0.878250     1.046829e+15
 5006.9600      0.873697     1.046834e+15
 5006.9700      0.860278     1.046840e+15
 5006.9800      0.843112     1.046845e+15
 5006.9900      0.826643     1.046850e+15
 5007.0000      0.810363     1.046856e+15
 5007.0100      0.789477     1.046864e+15
 5007.0200      0.756771     1.046873e+15
 5007.0300      0.701337     1.046881e+15
 5007.0400      0.595661     1.046889e+15
 5007.0500      0.431546     1.046898e+15
 5007.0600      0.302250     1.046906e+15
 5007.0700      0.236271     1.046915e+15
 5007.0800      0.199044     1.046923e+15
 5007.0900      0.176534     1.046931e+15
 5007.1000      0.164757     1.046940e+15
 5007.1100      0.161963     1.046948e+15
 5007.1200      0.167688     1.046957e+15
 5007.1300      0.182852     1.046965e+15
 5007.1400      0.209693     1.046973e+15
 5007.1500      0.254039     1.046982e+15
 5007.1600      0.336587     1.046990e+15
 5007.1700      0.482273     1.046999e+15
 5007.1800      0.620349     1.047007e+15
 5007.1900      0.696114     1.047015e+15
 5007.2000      0.740364     1.047024e+15
 5007.2100      0.772258     1.047032e+15
 5007.2200      0.795786     1.047040e+15
 5007.2300      0.812623     1.047049e+15
 5007.2400      0.824155     1.047057e+15
 5007.2500      0.831322     1.047066e+15
 5007.2600      0.835052     1.047074e+15
 5007.2700      0.836096     1.047082e+15
 5007.2800      0.834799     1.047091e+15
 5007.2900      0.831351     1.047099e+15
 5007.3000      0.825827     1.047108e+15
 5007.3100      0.818216     1.047116e+15
 5007.3200      0.808377     1.047124e+15
 5007.3300      0.796104     1.047133e+15
 5007.3400      0.781110     1.047141e+15
 5007.3500      0.762641     1.047150e+15
 5007.3600      0.739982     1.047158e+15
 5007.3700      0.711389     1.047166e+15
 5007.3800      0.673723     1.047175e+15
 5007.3900      0.622764     1.047183e+15
 5007.4000      0.558095     1.047192e+15
 5007.4100      0.485936     1.047200e+15
 5007.4200      0.419789     1.047208e+15
 5007.4300      0.369608     1.047217e+15
 5007.4400      0.334597     1.047225e+15
 5007.4500      0.304984     1.047234e+15
 5007.4600      0.265165     1.047242e+15
 5007.4700      0.217802     1.047250e+15
 5007.4800      0.178975     1.047259e+15
 5007.4900      0.152896     1.047267e+15
 5007.5000      0.137985     1.047276e+15
 5007.5100      0.131474     1.047284e+15
 5007.5200      0.131604     1.047292e+15
 5007.5300      0.138421     1.047301e+15
 5007.5400      0.153804     1.047309e+15
 5007.5500      0.180877     1.047318e+15
 5007.5600      0.223381     1.047326e+15
 5007.5700      0.288812     1.047334e+15
 5007.5800      0.377933     1.047343e+15
 5007.5900      0.460375     1.047351e+15
 5007.6000      0.523565     1.047360e+15
 5007.6100      0.576320     1.047368e+15
 5007.6200      0.622081     1.047376e+15
 5007.6300      0.661708     1.047385e+15
 5007.6400      0.696409     1.047393e+15
 5007.6500      0.727457     1.047402e+15
 5007.6600      0.754177     1.047410e+15
 5007.6700      0.777403     1.047418e+15
 5007.6800      0.797705     1.047427e+15
 5007.6900      0.815494     1.047435e+15
 5007.7000      0.831137     1.047444e+15
 5007.7100      0.844921     1.047452e+15
 5007.7200      0.857116     1.047460e+15
 5007.7300      0.867943     1.047469e+15
 5007.7400      0.877588     1.047477e+15
 5007.7500      0.886209     1.047486e+15
 5007.7600      0.893940     1.047494e+15
 5007.7700      0.900893     1.047502e+15
 5007.7800      0.907167     1.047511e+15
 5007.7900      0.912843     1.047519e+15
 5007.8000      0.917992     1.047528e+15
 5007.8100      0.922675     1.047536e+15
 5007.8200      0.926944     1.047545e+15
 5007.8300      0.930845     1.047553e+15
 5007.8400      0.934418     1.047561e+15
 5007.8500      0.937696     1.047570e+15
 5007.8600      0.940715     1.047578e+15
 5007.8700      0.943490     1.047587e+15
 5007.8800      0.946050     1.047595e+15
 5007.8900      0.948414     1.047603e+15
 5007.9000      0.950602     1.047612e+15
 5007.9100      0.952629     1.047620e+15
 5007.9200      0.954508     1.047629e+15
 5007.9300      0.956253     1.047637e+15
 5007.9400      0.957873     1.047645e+15
 5007.9500      0.959380     1.047654e+15
 5007.9600      0.960782     1.047662e+15
 5007.9700      0.962087     1.047671e+15
 5007.9800      0.963302     1.047679e+15
 5007.9900      0.964407     1.047687e+15
 5008.0000      0.965459     1.047696e+15
 5008.0100      0.966437     1.047703e+15
 5008.0200      0.967348     1.047711e+15
 5008.0300      0.968193     1.047719e+15
 5008.0400      0.968978     1.047726e+15
 5008.0500      0.969705     1.047734e+15
 5008.0600      0.970377     1.047742e+15
 5008.0700      0.970997     1.047749e+15
 5008.0800      0.971568     1.047757e+15
 5008.0900      0.972089     1.047764e+15
 5008.1000      0.972565     1.047772e+15
 5008.1100      0.972995     1.047780e+15
 5008.1200      0.973381     1.047787e+15
 5008.1300      0.973724     1.047795e+15
 5008.1400      0.974025     1.047803e+15
 5008.1500      0.974283     1.047810e+15
 5008.1600      0.974499     1.047818e+15
 5008.1700      0.974672     1.047826e+15
 5008.1800      0.974802     1.047833e+15
 5008.1900      0.975014     1.047841e+15
 5008.2000      0.975055     1.047848e+15
 5008.2100      0.975049     1.047856e+15
 5008.2200      0.974995     1.047864e+15
 5008.2300      0.974890     1.047871e+15
 5008.2400      0.974731     1.047879e+15
 5008.2500      0.974512     1.047887e+15
 5008.2600      0.974230     1.047894e+15
 5008.2700      0.973877     1.047902e+15
 5008.2800      0.973444     1.047910e+15
 5008.2900      0.972915     1.047917e+15
 5008.3000      0.972258     1.047925e+15
 5008.3100      0.971426     1.047932e+15
 5008.3200      0.970170     1.047940e+15
 5008.3300      0.968450     1.047948e+15
 5008.3400      0.965664     1.047955e+15
 5008.3500      0.961171     1.047963e+15
 5008.3600      0.954755     1.047971e+15
 5008.3700      0.947167     1.047978e+15
 5008.3800      0.940619     1.047986e+15
 5008.3900      0.937424     1.047993e+15
 5008.4000      0.938225     1.048001e+15
 5008.4100      0.941623     1.048009e+15
 5008.4200      0.944901     1.048016e+15
 5008.4300      0.946169     1.048024e+15
 5008.4400      0.944402     1.048032e+15
 5008.4500      0.939034     1.048039e+15
 5008.4600      0.928742     1.048047e+15
 5008.4700      0.911886     1.048055e+15
 5008.4800      0.889882     1.048062e+15
 5008.4900      0.868624     1.048070e+15
 5008.5000      0.855059     1.048077e+15
 5008.5100      0.850122     1.048085e+15
 5008.5200      0.845823     1.048093e+15
 5008.5300      0.822507     1.048100e+15
 5008.5400      0.734571     1.048108e+15
 5008.5500      0.531324     1.048116e+15
 5008.5600      0.328547     1.048123e+15
 5008.5700      0.241914     1.048131e+15
 5008.5800      0.202816     1.048139e+15
 5008.5900      0.180988     1.048146e+15
 5008.6000      0.170556     1.048154e+15
 5008.6100      0.169583     1.048161e+15
 5008.6200      0.177631     1.048169e+15
 5008.6300      0.194057     1.048177e+15
 5008.6400      0.210357     1.048184e+15
 5008.6500      0.209637     1.048192e+15
 5008.6600      0.199852     1.048200e+15
 5008.6700      0.195173     1.048207e+15
 5008.6800      0.199596     1.048215e+15
 5008.6900      0.214669     1.048223e+15
 5008.7000      0.243656     1.048230e+15
 5008.7100      0.297660     1.048238e+15
 5008.7200      0.406290     1.048245e+15
 5008.7300      0.565170     1.048253e+15
 5008.7400      0.680826     1.048261e+15
 5008.7500      0.725738     1.048268e+15
 5008.7600      0.731697     1.048276e+15
 5008.7700      0.728527     1.048284e+15
 5008.7800      0.738914     1.048291e+15
 5008.7900      0.771363     1.048299e+15
 5008.8000      0.819288     1.048307e+15
 5008.8100      0.866045     1.048314e+15
 5008.8200      0.900025     1.048322e+15
 5008.8300      0.920449     1.048329e+15
 5008.8400      0.932519     1.048337e+15
 5008.8500      0.940400     1.048345e+15
 5008.8600      0.946334     1.048352e+15
 5008.8700      0.951197     1.048360e+15
 5008.8800      0.955311     1.048368e+15
 5008.8900      0.958861     1.048375e+15
 5008.9000      0.961845     1.048383e+15
 5008.9100      0.964561     1.048391e+15
 5008.9200      0.966964     1.048398e+15
 5008.9300      0.969101     1.048406e+15
 5008.9400      0.971009     1.048414e+15
 5008.9500      0.972721     1.048421e+15
 5008.9600      0.974260     1.048429e+15
 5008.9700      0.975648     1.048436e+15
 5008.9800      0.976900     1.048444e+15
 5008.9900      0.978029     1.048452e+15
 5009.0000      0.978946     1.048459e+15
 5009.0100      0.979850     1.048456e+15
 5009.0200      0.980647     1.048452e+15
 5009.0300      0.981324     1.048449e+15
 5009.0400      0.981843     1.048446e+15
 5009.0500      0.982058     1.048442e+15
 5009.0600      0.981285     1.048439e+15
 5009.0700      0.976885     1.048435e+15
 5009.0800      0.961320     1.048432e+15
 5009.0900      0.921421     1.048428e+15
 5009.1000      0.850483     1.048425e+15
 5009.1100      0.767554     1.048421e+15
 5009.1200      0.708584     1.048418e+15
 5009.1300      0.697599     1.048414e+15
 5009.1400      0.738539     1.048411e+15
 5009.1500      0.816380     1.048407e+15
 5009.1600      0.897137     1.048404e+15
 5009.1700      0.951532     1.048400e+15
 5009.1800      0.976615     1.048397e+15
 5009.1900      0.985337     1.048394e+15
 5009.2000      0.987967     1.048390e+15
 5009.2100      0.988951     1.048387e+15
 5009.2200      0.989489     1.048383e+15
 5009.2300      0.989874     1.048380e+15
 5009.2400      0.990174     1.048376e+15
 5009.2500      0.990416     1.048373e+15
 5009.2600      0.990611     1.048369e+15
 5009.2700      0.990762     1.048366e+15
 5009.2800      0.990868     1.048362e+15
 5009.2900      0.990920     1.048359e+15
 5009.3000      0.990911     1.048355e+15
 5009.3100      0.990823     1.048352e+15
 5009.3200      0.990616     1.048348e+15
 5009.3300      0.990218     1.048345e+15
 5009.3400      0.989434     1.048342e+15
 5009.3500      0.987831     1.048338e+15
 5009.3600      0.984006     1.048335e+15
 5009.3700      0.973818     1.048331e+15
 5009.3800      0.950037     1.048328e+15
 5009.3900      0.905831     1.048324e+15
 5009.4000      0.847051     1.048321e+15
 5009.4100      0.794704     1.048317e+15
 5009.4200      0.772885     1.048314e+15
 5009.4300      0.790993     1.048310e+15
 5009.4400      0.841353     1.048307e+15
 5009.4500      0.900879     1.048303e+15
 5009.4600      0.947341     1.048300e+15
 5009.4700      0.973195     1.048297e+15
 5009.4800      0.984600     1.048293e+15
 5009.4900      0.989177     1.048290e+15
 5009.5000      0.991161     1.048286e+15
 5009.5100      0.992242     1.048283e+15
 5009.5200      0.992911     1.048279e+15
 5009.5300      0.993387     1.048276e+15
 5009.5400      0.993745     1.048272e+15
 5009.5500      0.994030     1.048269e+15
 5009.5600      0.994266     1.048265e+15
 5009.5700      0.994461     1.048262e+15
 5009.5800      0.994627     1.048258e+15
 5009.5900      0.994771     1.048255e+15
 5009.6000      0.994898     1.048251e+15
 5009.6100      0.995010     1.048248e+15
 5009.6200      0.995110     1.048245e+15
 5009.6300      0.995201     1.048241e+15
 5009.6400      0.995282     1.048238e+15
 5009.6500      0.995356     1.048234e+15
 5009.6600      0.995422     1.048231e+15
 5009.6700      0.995483     1.048227e+15
 5009.6800      0.995537     1.048224e+15
 5009.6900      0.995586     1.048220e+15
 5009.7000      0.995630     1.048217e+15
 5009.7100      0.995668     1.048213e+15
 5009.7200      0.995701     1.048210e+15
 5009.7300      0.995728     1.048206e+15
 5009.7400      0.995697     1.048203e+15
 5009.7500      0.995713     1.048200e+15
 5009.7600      0.995722     1.048196e+15
 5009.7700      0.995725     1.048193e+15
 5009.7800      0.995720     1.048189e+15
 5009.7900      0.995707     1.048186e+15
 5009.8000      0.995684     1.048182e+15
 5009.8100      0.995651     1.048179e+15
 5009.8200      0.995605     1.048175e+15
 5009.8300      0.995544     1.048172e+15
 5009.8400      0.995465     1.048168e+15
 5009.8500      0.995464     1.048165e+15
 5009.8600      0.995333     1.048161e+15
 5009.8700      0.995169     1.048158e+15
 5009.8800      0.994964     1.048154e+15
 5009.8900      0.994706     1.048151e+15
 5009.9000      0.994377     1.048148e+15
 5009.9100      0.993945     1.048144e+15
 5009.9200      0.993385     1.048141e+15
 5009.9300      0.992634     1.048137e+15
 5009.9400      0.991571     1.048134e+15
 5009.9500      0.989980     1.048130e+15
 5009.9600      0.987257     1.048127e+15
 5009.9700      0.981800     1.048123e+15
 5009.9800      0.968123     1.048120e+15
 5009.9900      0.932624     1.048116e+15
 5010.0000      0.855593     1.048113e+15
 5010.0100      0.736678     1.048104e+15
 5010.0200      0.617244     1.048095e+15
 5010.0300      0.540728     1.048086e+15
 5010.0400      0.520621     1.048077e+15
 5010.0500      0.556505     1.048068e+15
 5010.0600      0.647847     1.048059e+15
 5010.0700      0.772348     1.048050e+15
 5010.0800      0.882214     1.048041e+15
 5010.0900      0.946051     1.048032e+15
 5010.1000      0.973499     1.048022e+15
 5010.1100      0.983932     1.048013e+15
 5010.1200      0.988148     1.048004e+15
 5010.1300      0.989951     1.047995e+15
 5010.1400      0.989812     1.047986e+15
 5010.1500      0.987067     1.047977e+15
 5010.1600      0.981114     1.047968e+15
 5010.1700      0.973254     1.047959e+15
 5010.1800      0.967336     1.047950e+15
 5010.1900      0.967200     1.047941e+15
 5010.2000      0.973183     1.047932e+15
 5010.2100      0.981838     1.047923e+15
 5010.2200      0.989120     1.047914e+15
 5010.2300      0.993459     1.047905e+15
 5010.2400      0.995449     1.047896e+15
 5010.2500      0.996244     1.047887e+15
 5010.2600      0.996582     1.047878e+15
 5010.2700      0.996768     1.047869e+15
 5010.2800      0.996903     1.047860e+15
 5010.2900      0.997011     1.047851e+15
 5010.3000      0.997181     1.047842e+15
 5010.3100      0.997249     1.047833e+15
 5010.3200      0.997310     1.047824e+15
 5010.3300      0.997367     1.047815e+15
 5010.3400      0.997419     1.047806e+15
 5010.3500      0.997467     1.047797e+15
 5010.3600      0.997512     1.047788e+15
 5010.3700      0.997554     1.047778e+15
 5010.3800      0.997593     1.047769e+15
 5010.3900      0.997630     1.047760e+15
 5010.4000      0.997665     1.047751e+15
 5010.4100      0.997697     1.047742e+15
 5010.4200      0.997728     1.047733e+15
 5010.4300      0.997758     1.047724e+15
 5010.4400      0.997786     1.047715e+15
 5010.4500      0.997812     1.047706e+15
 5010.4600      0.997724     1.047697e+15
 5010.4700      0.997724     1.047688e+15
 5010.4800      0.997713     1.047679e+15
 5010.4900      0.997681     1.047670e+15
 5010.5000      0.997595     1.047661e+15
 5010.5100      0.997291     1.047652e+15
 5010.5200      0.996071     1.047643e+15
 5010.5300      0.991704     1.047634e+15
 5010.5400      0.979379     1.047625e+15
 5010.5500      0.953844     1.047616e+15
 5010.5600      0.917274     1.047607e+15
 5010.5700      0.884167     1.047598e+15
 5010.5800      0.872493     1.047589e+15
 5010.5900      0.889013     1.047580e+15
 5010.6000      0.924220     1.047571e+15
 5010.6100      0.959517     1.047562e+15
 5010.6200      0.982529     1.047553e+15
 5010.6300      0.993003     1.047544e+15
 5010.6400      0.996559     1.047535e+15
 5010.6500      0.997544     1.047526e+15
 5010.6600      0.997814     1.047517e+15
 5010.6700      0.997918     1.047508e+15
 5010.6800      0.997853     1.047498e+15
 5010.6900      0.997877     1.047489e+15
 5010.7000      0.997859     1.047480e+15
 5010.7100      0.997847     1.047471e+15
