# Korg.jl Solar Spectrum
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux
 5048.5100      0.935842
 5048.5200      0.901500
 5048.5300      0.881200
 5048.5400      0.886263
 5048.5500      0.913836
 5048.5600      0.948865
 5048.5700      0.976126
 5048.5800      0.990781
 5048.5900      0.996589
 5048.6000      0.998424
 5048.6100      0.998919
 5048.6200      0.999087
 5048.6300      0.999143
 5048.6400      0.999092
 5048.6500      0.998758
 5048.6600      0.997637
 5048.6700      0.994820
 5048.6800      0.989648
 5048.6900      0.982600
 5048.7000      0.976701
 5048.7100      0.975340
 5048.7200      0.979374
 5048.7300      0.986325
 5048.7400      0.992676
 5048.7500      0.996647
 5048.7600      0.998468
 5048.7700      0.999111
 5048.7800      0.999296
 5048.7900      0.999343
 5048.8000      0.999212
 5048.8100      0.999245
 5048.8200      0.999235
 5048.8300      0.999225
 5048.8400      0.999215
 5048.8500      0.999205
 5048.8600      0.999060
 5048.8700      0.999044
 5048.8800      0.999028
 5048.8900      0.999012
 5048.9000      0.998994
 5048.9100      0.998977
 5048.9200      0.998958
 5048.9300      0.998825
 5048.9400      0.998790
 5048.9500      0.998752
 5048.9600      0.998708
 5048.9700      0.998658
 5048.9800      0.998599
 5048.9900      0.998528
 5049.0000      0.998440
 5049.0100      0.998320
 5049.0200      0.998069
 5049.0300      0.997663
 5049.0400      0.996332
 5049.0500      0.991468
 5049.0600      0.976116
 5049.0700      0.939450
 5049.0800      0.878000
 5049.0900      0.810113
 5049.1000      0.766674
 5049.1100      0.767551
 5049.1200      0.812403
 5049.1300      0.880507
 5049.1400      0.940967
 5049.1500      0.976460
 5049.1600      0.991060
 5049.1700      0.995561
 5049.1800      0.996698
 5049.1900      0.996959
 5049.2000      0.997006
 5049.2100      0.996980
 5049.2200      0.996913
 5049.2300      0.996815
 5049.2400      0.996690
 5049.2500      0.996537
 5049.2600      0.996354
 5049.2700      0.996139
 5049.2800      0.995884
 5049.2900      0.995684
 5049.3000      0.995314
 5049.3100      0.994870
 5049.3200      0.994331
 5049.3300      0.993657
 5049.3400      0.992786
 5049.3500      0.991640
 5049.3600      0.989973
 5049.3700      0.987264
 5049.3800      0.981982
 5049.3900      0.970175
 5049.4000      0.942702
 5049.4100      0.883233
 5049.4200      0.773518
 5049.4300      0.622359
 5049.4400      0.484064
 5049.4500      0.400126
 5049.4600      0.365796
 5049.4700      0.368672
 5049.4800      0.411935
 5049.4900      0.514982
 5049.5000      0.678065
 5049.5100      0.829569
 5049.5200      0.909235
 5049.5300      0.935586
 5049.5400      0.934512
 5049.5500      0.905452
 5049.5600      0.843101
 5049.5700      0.764426
 5049.5800      0.702564
 5049.5900      0.678193
 5049.6000      0.685538
 5049.6100      0.695279
 5049.6200      0.676798
 5049.6300      0.639613
 5049.6400      0.621047
 5049.6500      0.645171
 5049.6600      0.715819
 5049.6700      0.812573
 5049.6800      0.897340
 5049.6900      0.946691
 5049.7000      0.966887
 5049.7100      0.972729
 5049.7200      0.973070
 5049.7300      0.971068
 5049.7400      0.967028
 5049.7500      0.960670
 5049.7600      0.950193
 5049.7700      0.930002
 5049.7800      0.881565
 5049.7900      0.766681
 5049.8000      0.575019
 5049.8100      0.403348
 5049.8200      0.315045
 5049.8300      0.276909
 5049.8400      0.263009
 5049.8500      0.265923
 5049.8600      0.287054
 5049.8700      0.338823
 5049.8800      0.455719
 5049.8900      0.648502
 5049.9000      0.818093
 5049.9100      0.903979
 5049.9200      0.938804
 5049.9300      0.954442
 5049.9400      0.963335
 5049.9500      0.969066
 5049.9600      0.972978
 5049.9700      0.975777
 5049.9800      0.977858
 5049.9900      0.979337
 5050.0000      0.980360
 5050.0100      0.981024
 5050.0200      0.981379
 5050.0300      0.981458
 5050.0400      0.981149
 5050.0500      0.980680
 5050.0600      0.979909
 5050.0700      0.978753
 5050.0800      0.977028
 5050.0900      0.973141
 5050.1000      0.962446
 5050.1100      0.932619
 5050.1200      0.866423
 5050.1300      0.763423
 5050.1400      0.658275
 5050.1500      0.590670
 5050.1600      0.574842
 5050.1700      0.603005
 5050.1800      0.647233
 5050.1900      0.658264
 5050.2000      0.592950
 5050.2100      0.463378
 5050.2200      0.350085
 5050.2300      0.287783
 5050.2400      0.256669
 5050.2500      0.243411
 5050.2600      0.243915
 5050.2700      0.258653
 5050.2800      0.293688
 5050.2900      0.369594
 5050.3000      0.519531
 5050.3100      0.690713
 5050.3200      0.772958
 5050.3300      0.769295
 5050.3400      0.730221
 5050.3500      0.695207
 5050.3600      0.688311
 5050.3700      0.718494
 5050.3800      0.780177
 5050.3900      0.852915
 5050.4000      0.913012
 5050.4100      0.950012
 5050.4200      0.968443
 5050.4300      0.976723
 5050.4400      0.980564
 5050.4500      0.982791
 5050.4600      0.984187
 5050.4700      0.985264
 5050.4800      0.986132
 5050.4900      0.986863
 5050.5000      0.987483
 5050.5100      0.988009
 5050.5200      0.988456
 5050.5300      0.988835
 5050.5400      0.989155
 5050.5500      0.989424
 5050.5600      0.989648
 5050.5700      0.989830
 5050.5800      0.989976
 5050.5900      0.990088
 5050.6000      0.990169
 5050.6100      0.990221
 5050.6200      0.990339
 5050.6300      0.990331
 5050.6400      0.990299
 5050.6500      0.990270
 5050.6600      0.990192
 5050.6700      0.989998
 5050.6800      0.989825
 5050.6900      0.989541
 5050.7000      0.988954
 5050.7100      0.987614
 5050.7200      0.984868
 5050.7300      0.980533
 5050.7400      0.975764
 5050.7500      0.972977
 5050.7600      0.973787
 5050.7700      0.977442
 5050.7800      0.981676
 5050.7900      0.984435
 5050.8000      0.985590
 5050.8100      0.985721
 5050.8200      0.985385
 5050.8300      0.984861
 5050.8400      0.984318
 5050.8500      0.983611
 5050.8600      0.982841
 5050.8700      0.982000
 5050.8800      0.981081
 5050.8900      0.980075
 5050.9000      0.978972
 5050.9100      0.977760
 5050.9200      0.976424
 5050.9300      0.974949
 5050.9400      0.973316
 5050.9500      0.971501
 5050.9600      0.969479
 5050.9700      0.967217
 5050.9800      0.964677
 5050.9900      0.961813
 5051.0000      0.958568
 5051.0100      0.954874
 5051.0200      0.950646
 5051.0300      0.945776
 5051.0400      0.940132
 5051.0500      0.933543
 5051.0600      0.925784
 5051.0700      0.916577
 5051.0800      0.905544
 5051.0900      0.892141
 5051.1000      0.875533
 5051.1100      0.855197
 5051.1200      0.829546
 5051.1300      0.795638
 5051.1400      0.748257
 5051.1500      0.671969
 5051.1600      0.528932
 5051.1700      0.349770
 5051.1800      0.248847
 5051.1900      0.197082
 5051.2000      0.165271
 5051.2100      0.146697
 5051.2200      0.137785
 5051.2300      0.136235
 5051.2400      0.141577
 5051.2500      0.155324
 5051.2600      0.180542
 5051.2700      0.221680
 5051.2800      0.293420
 5051.2900      0.441802
 5051.3000      0.616870
 5051.3100      0.718628
 5051.3200      0.776169
 5051.3300      0.815344
 5051.3400      0.844380
 5051.3500      0.866878
 5051.3600      0.885227
 5051.3700      0.900053
 5051.3800      0.912115
 5051.3900      0.922129
 5051.4000      0.930532
 5051.4100      0.937652
 5051.4200      0.943727
 5051.4300      0.948872
 5051.4400      0.953374
 5051.4500      0.957275
 5051.4600      0.960628
 5051.4700      0.963369
 5051.4800      0.965177
 5051.4900      0.965370
 5051.5000      0.963275
 5051.5100      0.959359
 5051.5200      0.955928
 5051.5300      0.956186
 5051.5400      0.960916
 5051.5500      0.968036
 5051.5600      0.974489
 5051.5700      0.978838
 5051.5800      0.981327
 5051.5900      0.982789
 5051.6000      0.983810
 5051.6100      0.984644
 5051.6200      0.985382
 5051.6300      0.986132
 5051.6400      0.986729
 5051.6500      0.987279
 5051.6600      0.987787
 5051.6700      0.988254
 5051.6800      0.988685
 5051.6900      0.989079
 5051.7000      0.989439
 5051.7100      0.989763
 5051.7200      0.990190
 5051.7300      0.990439
 5051.7400      0.990645
 5051.7500      0.990803
 5051.7600      0.990900
 5051.7700      0.990910
 5051.7800      0.990785
 5051.7900      0.990397
 5051.8000      0.989393
 5051.8100      0.986514
 5051.8200      0.978278
 5051.8300      0.957704
 5051.8400      0.917649
 5051.8500      0.862318
 5051.8600      0.811576
 5051.8700      0.789349
 5051.8800      0.805811
 5051.8900      0.853584
 5051.9000      0.910172
 5051.9100      0.953719
 5051.9200      0.977348
 5051.9300      0.987160
 5051.9400      0.990243
 5051.9500      0.989719
 5051.9600      0.985743
 5051.9700      0.978277
 5051.9800      0.969818
 5051.9900      0.965255
 5052.0000      0.967840
 5052.0100      0.975976
 5052.0200      0.984853
 5052.0300      0.990967
 5052.0400      0.993952
 5052.0500      0.995077
 5052.0600      0.995460
 5052.0700      0.995619
 5052.0800      0.995720
 5052.0900      0.995803
 5052.1000      0.995875
 5052.1100      0.995962
 5052.1200      0.996016
 5052.1300      0.996065
 5052.1400      0.996110
 5052.1500      0.996150
 5052.1600      0.996187
 5052.1700      0.996220
 5052.1800      0.996250
 5052.1900      0.996276
 5052.2000      0.996299
 5052.2100      0.996319
 5052.2200      0.996212
 5052.2300      0.996222
 5052.2400      0.996316
 5052.2500      0.996316
 5052.2600      0.996312
 5052.2700      0.996306
 5052.2800      0.996298
 5052.2900      0.996286
 5052.3000      0.996271
 5052.3100      0.996253
 5052.3200      0.996232
 5052.3300      0.996208
 5052.3400      0.996181
 5052.3500      0.996150
 5052.3600      0.996116
 5052.3700      0.996078
 5052.3800      0.996036
 5052.3900      0.995991
 5052.4000      0.995941
 5052.4100      0.995886
 5052.4200      0.995827
 5052.4300      0.995763
 5052.4400      0.995694
 5052.4500      0.995620
 5052.4600      0.995540
 5052.4700      0.995453
 5052.4800      0.995233
 5052.4900      0.995127
 5052.5000      0.995014
 5052.5100      0.994891
 5052.5200      0.994760
 5052.5300      0.994618
 5052.5400      0.994467
 5052.5500      0.994303
 5052.5600      0.994127
 5052.5700      0.993937
 5052.5800      0.993733
 5052.5900      0.993512
 5052.6000      0.993274
 5052.6100      0.993015
 5052.6200      0.992735
 5052.6300      0.992431
 5052.6400      0.992101
 5052.6500      0.991740
 5052.6600      0.991346
 5052.6700      0.990914
 5052.6800      0.990440
 5052.6900      0.989917
 5052.7000      0.989339
 5052.7100      0.988698
 5052.7200      0.987982
 5052.7300      0.987181
 5052.7400      0.986148
 5052.7500      0.985106
 5052.7600      0.983914
 5052.7700      0.982537
 5052.7800      0.980926
 5052.7900      0.979017
 5052.8000      0.976507
 5052.8100      0.973611
 5052.8200      0.969818
 5052.8300      0.964333
 5052.8400      0.954749
 5052.8500      0.933526
 5052.8600      0.881677
 5052.8700      0.772480
 5052.8800      0.611929
 5052.8900      0.465473
 5052.9000      0.378637
 5052.9100      0.340671
 5052.9200      0.334449
 5052.9300      0.356973
 5052.9400      0.419930
 5052.9500      0.536821
 5052.9600      0.666651
 5052.9700      0.696892
 5052.9800      0.525966
 5052.9900      0.301997
 5053.0000      0.214136
 5053.0100      0.170415
 5053.0200      0.145077
 5053.0300      0.132014
 5053.0400      0.127108
 5053.0500      0.128443
 5053.0600      0.136562
 5053.0700      0.154413
 5053.0800      0.186874
 5053.0900      0.243210
 5053.1000      0.385177
 5053.1100      0.653701
 5053.1200      0.810506
 5053.1300      0.868756
 5053.1400      0.897525
 5053.1500      0.916183
 5053.1600      0.929598
 5053.1700      0.939850
 5053.1800      0.948016
 5053.1900      0.954359
 5053.2000      0.959406
 5053.2100      0.963411
 5053.2200      0.966443
 5053.2300      0.968028
 5053.2400      0.965281
 5053.2500      0.947387
 5053.2600      0.888294
 5053.2700      0.762857
 5053.2800      0.600665
 5053.2900      0.474218
 5053.3000      0.413580
 5053.3100      0.410468
 5053.3200      0.463994
 5053.3300      0.583938
 5053.3400      0.747646
 5053.3500      0.883755
 5053.3600      0.953057
 5053.3700      0.976981
 5053.3800      0.983474
 5053.3900      0.985145
 5053.4000      0.985598
 5053.4100      0.985533
 5053.4200      0.985079
 5053.4300      0.984131
 5053.4400      0.982407
 5053.4500      0.979427
 5053.4600      0.974393
 5053.4700      0.966096
 5053.4800      0.952996
 5053.4900      0.933594
 5053.5000      0.907138
 5053.5100      0.874281
 5053.5200      0.837571
 5053.5300      0.800714
 5053.5400      0.767044
 5053.5500      0.739548
 5053.5600      0.720245
 5053.5700      0.710097
 5053.5800      0.709477
 5053.5900      0.718440
 5053.6000      0.736646
 5053.6100      0.763278
 5053.6200      0.796474
 5053.6300      0.833436
 5053.6400      0.870726
 5053.6500      0.904730
 5053.6600      0.932570
 5053.6700      0.953373
 5053.6800      0.967708
 5053.6900      0.977103
 5053.7000      0.982963
 5053.7100      0.986651
 5053.7200      0.989031
 5053.7300      0.990637
 5053.7400      0.991797
 5053.7500      0.992711
 5053.7600      0.993401
 5053.7700      0.993966
 5053.7800      0.994438
 5053.7900      0.994838
 5053.8000      0.995181
 5053.8100      0.995481
 5053.8200      0.995746
 5053.8300      0.995982
 5053.8400      0.996195
 5053.8500      0.996385
 5053.8600      0.996556
 5053.8700      0.996711
 5053.8800      0.996853
 5053.8900      0.996982
 5053.9000      0.997101
 5053.9100      0.997202
 5053.9200      0.997260
 5053.9300      0.997172
 5053.9400      0.996549
 5053.9500      0.994254
 5053.9600      0.987579
 5053.9700      0.971561
 5053.9800      0.940042
 5053.9900      0.890025
 5054.0000      0.827507
 5054.0100      0.766998
 5054.0200      0.724401
 5054.0300      0.710007
 5054.0400      0.726895
 5054.0500      0.771404
 5054.0600      0.832565
 5054.0700      0.893787
 5054.0800      0.939708
 5054.0900      0.962742
 5054.1000      0.962706
 5054.1100      0.942901
 5054.1200      0.908764
 5054.1300      0.868300
 5054.1400      0.831662
 5054.1500      0.810759
 5054.1600      0.816374
 5054.1700      0.849639
 5054.1800      0.897126
 5054.1900      0.940127
 5054.2000      0.968741
 5054.2100      0.982499
 5054.2200      0.981648
 5054.2300      0.959575
 5054.2400      0.904077
 5054.2500      0.814382
 5054.2600      0.718305
 5054.2700      0.653501
 5054.2800      0.640215
 5054.2900      0.681482
 5054.3000      0.766516
 5054.3100      0.864142
 5054.3200      0.937770
 5054.3300      0.974257
 5054.3400      0.981598
 5054.3500      0.965095
 5054.3600      0.922493
 5054.3700      0.860296
 5054.3800      0.803529
 5054.3900      0.780031
 5054.4000      0.801134
 5054.4100      0.856844
 5054.4200      0.920063
 5054.4300      0.965466
 5054.4400      0.987632
 5054.4500      0.995469
 5054.4600      0.997655
 5054.4700      0.998222
 5054.4800      0.998414
 5054.4900      0.998516
 5054.5000      0.998583
 5054.5100      0.998631
 5054.5200      0.998668
 5054.5300      0.998696
 5054.5400      0.998717
 5054.5500      0.998732
 5054.5600      0.998827
 5054.5700      0.998906
 5054.5800      0.998895
 5054.5900      0.998882
 5054.6000      0.998868
 5054.6100      0.998851
 5054.6200      0.998832
 5054.6300      0.998798
 5054.6400      0.998741
 5054.6500      0.998503
 5054.6600      0.997527
 5054.6700      0.994986
 5054.6800      0.991460
 5054.6900      0.989915
 5054.7000      0.992013
 5054.7100      0.995425
 5054.7200      0.997516
 5054.7300      0.998164
 5054.7400      0.998220
 5054.7500      0.998134
 5054.7600      0.998019
 5054.7700      0.997869
 5054.7800      0.997613
 5054.7900      0.997366
 5054.8000      0.997062
 5054.8100      0.996696
 5054.8200      0.996184
 5054.8300      0.995512
 5054.8400      0.994498
 5054.8500      0.993012
 5054.8600      0.990627
 5054.8700      0.986845
 5054.8800      0.981149
 5054.8900      0.973739
 5054.9000      0.966516
 5054.9100      0.962440
 5054.9200      0.963100
 5054.9300      0.967921
 5054.9400      0.974525
 5054.9500      0.980758
 5054.9600      0.985573
 5054.9700      0.988800
 5054.9800      0.990928
 5054.9900      0.992604
 5055.0000      0.993953
 5055.0100      0.995019
 5055.0200      0.995864
 5055.0300      0.996454
 5055.0400      0.996928
 5055.0500      0.997339
 5055.0600      0.997622
 5055.0700      0.997858
 5055.0800      0.998044
 5055.0900      0.998199
 5055.1000      0.998332
 5055.1100      0.998446
 5055.1200      0.998545
 5055.1300      0.998632
 5055.1400      0.998709
 5055.1500      0.998778
 5055.1600      0.998839
 5055.1700      0.998895
 5055.1800      0.998945
 5055.1900      0.998990
 5055.2000      0.999031
 5055.2100      0.999069
 5055.2200      0.999104
 5055.2300      0.999136
 5055.2400      0.999166
 5055.2500      0.999193
 5055.2600      0.999219
 5055.2700      0.999243
 5055.2800      0.999265
 5055.2900      0.999286
 5055.3000      0.999305
 5055.3100      0.999323
 5055.3200      0.999341
 5055.3300      0.999258
 5055.3400      0.999258
 5055.3500      0.999253
 5055.3600      0.999242
 5055.3700      0.999223
 5055.3800      0.999190
 5055.3900      0.999132
 5055.4000      0.999020
 5055.4100      0.998730
 5055.4200      0.997794
 5055.4300      0.994806
 5055.4400      0.986692
 5055.4500      0.969442
 5055.4600      0.942480
 5055.4700      0.913279
 5055.4800      0.895372
 5055.4900      0.898252
 5055.5000      0.920371
 5055.5100      0.950205
 5055.5200      0.975022
 5055.5300      0.989599
 5055.5400      0.996006
 5055.5500      0.998255
 5055.5600      0.998836
 5055.5700      0.999067
 5055.5800      0.999170
 5055.5900      0.999231
 5055.6000      0.999272
 5055.6100      0.999300
 5055.6200      0.999321
 5055.6300      0.999336
 5055.6400      0.999442
 5055.6500      0.999438
 5055.6600      0.999433
 5055.6700      0.999426
 5055.6800      0.999419
 5055.6900      0.999411
 5055.7000      0.999402
 5055.7100      0.999391
 5055.7200      0.999379
 5055.7300      0.999366
 5055.7400      0.999350
 5055.7500      0.999333
 5055.7600      0.999313
 5055.7700      0.999291
 5055.7800      0.999265
 5055.7900      0.999236
 5055.8000      0.999203
 5055.8100      0.999166
 5055.8200      0.999122
 5055.8300      0.999072
 5055.8400      0.999014
 5055.8500      0.998947
 5055.8600      0.998867
 5055.8700      0.998773
 5055.8800      0.998660
 5055.8900      0.998524
 5055.9000      0.998358
 5055.9100      0.998151
 5055.9200      0.997886
 5055.9300      0.997548
 5055.9400      0.997105
 5055.9500      0.996485
 5055.9600      0.995551
 5055.9700      0.993902
 5055.9800      0.989847
 5055.9900      0.976354
 5056.0000      0.932290
 5056.0100      0.823018
 5056.0200      0.651865
 5056.0300      0.496591
 5056.0400      0.409263
 5056.0500      0.379877
 5056.0600      0.394589
 5056.0700      0.461024
 5056.0800      0.596332
 5056.0900      0.772333
 5056.1000      0.905836
 5056.1100      0.967188
 5056.1200      0.987204
 5056.1300      0.993062
 5056.1400      0.995170
 5056.1500      0.996267
 5056.1600      0.996971
 5056.1700      0.997464
 5056.1800      0.997834
 5056.1900      0.998126
 5056.2000      0.998353
 5056.2100      0.998534
 5056.2200      0.998683
 5056.2300      0.998807
 5056.2400      0.998910
 5056.2500      0.998998
 5056.2600      0.999073
 5056.2700      0.999138
 5056.2800      0.999195
 5056.2900      0.999244
 5056.3000      0.999288
 5056.3100      0.999327
 5056.3200      0.999361
 5056.3300      0.999392
 5056.3400      0.999420
 5056.3500      0.999445
 5056.3600      0.999467
 5056.3700      0.999488
 5056.3800      0.999507
 5056.3900      0.999524
 5056.4000      0.999540
 5056.4100      0.999554
 5056.4200      0.999647
 5056.4300      0.999659
 5056.4400      0.999670
 5056.4500      0.999680
 5056.4600      0.999689
 5056.4700      0.999582
 5056.4800      0.999385
 5056.4900      0.998731
 5056.5000      0.997012
 5056.5100      0.993588
 5056.5200      0.988698
 5056.5300      0.984184
 5056.5400      0.982617
 5056.5500      0.985057
 5056.5600      0.989886
 5056.5700      0.994556
 5056.5800      0.997581
 5056.5900      0.999005
 5056.6000      0.999519
 5056.6100      0.999670
 5056.6200      0.999761
 5056.6300      0.999755
 5056.6400      0.999748
 5056.6500      0.999741
 5056.6600      0.999733
 5056.6700      0.999725
 5056.6800      0.999715
 5056.6900      0.999705
 5056.7000      0.999693
 5056.7100      0.999680
 5056.7200      0.999666
 5056.7300      0.999650
 5056.7400      0.999633
 5056.7500      0.999613
 5056.7600      0.999590
 5056.7700      0.999564
 5056.7800      0.999535
 5056.7900      0.999501
 5056.8000      0.999462
 5056.8100      0.999417
 5056.8200      0.999363
 5056.8300      0.999299
 5056.8400      0.999222
 5056.8500      0.999128
 5056.8600      0.999010
 5056.8700      0.998862
 5056.8800      0.998670
 5056.8900      0.998413
 5056.9000      0.998054
 5056.9100      0.997492
 5056.9200      0.996534
 5056.9300      0.994642
 5056.9400      0.990478
 5056.9500      0.981646
 5056.9600      0.965876
 5056.9700      0.944591
 5056.9800      0.924365
 5056.9900      0.915567
 5057.0000      0.922842
 5057.0100      0.942328
 5057.0200      0.963926
 5057.0300      0.980376
 5057.0400      0.989810
 5057.0500      0.994311
 5057.0600      0.996342
 5057.0700      0.997354
 5057.0800      0.997932
 5057.0900      0.998294
 5057.1000      0.998546
 5057.1100      0.998730
 5057.1200      0.998867
 5057.1300      0.998971
 5057.1400      0.998915
 5057.1500      0.998962
 5057.1600      0.998992
 5057.1700      0.999007
 5057.1800      0.999007
 5057.1900      0.998994
 5057.2000      0.998966
 5057.2100      0.998923
 5057.2200      0.998862
 5057.2300      0.998781
 5057.2400      0.998675
 5057.2500      0.998535
 5057.2600      0.998347
 5057.2700      0.998089
 5057.2800      0.997722
 5057.2900      0.997157
 5057.3000      0.996168
 5057.3100      0.994283
 5057.3200      0.990556
 5057.3300      0.983314
 5057.3400      0.969832
 5057.3500      0.945775
 5057.3600      0.905224
 5057.3700      0.844466
 5057.3800      0.773085
 5057.3900      0.714031
 5057.4000      0.689385
 5057.4100      0.707732
 5057.4200      0.762513
 5057.4300      0.828334
 5057.4400      0.871824
 5057.4500      0.877424
 5057.4600      0.856451
 5057.4700      0.829674
 5057.4800      0.811859
 5057.4900      0.807157
 5057.5000      0.810567
 5057.5100      0.813562
 5057.5200      0.812269
 5057.5300      0.811461
 5057.5400      0.819969
 5057.5500      0.842967
 5057.5600      0.877880
 5057.5700      0.915057
 5057.5800      0.942208
 5057.5900      0.950102
 5057.6000      0.936274
 5057.6100      0.905898
 5057.6200      0.870270
 5057.6300      0.842589
 5057.6400      0.832826
 5057.6500      0.844496
 5057.6600      0.873960
 5057.6700      0.911989
 5057.6800      0.947473
 5057.6900      0.973332
 5057.7000      0.988426
 5057.7100      0.995631
 5057.7200      0.998494
 5057.7300      0.999455
 5057.7400      0.999733
 5057.7500      0.999806
 5057.7600      0.999831
 5057.7700      0.999836
 5057.7800      0.999842
 5057.7900      0.999847
 5057.8000      0.999851
 5057.8100      0.999856
 5057.8200      0.999860
 5057.8300      0.999864
 5057.8400      0.999867
 5057.8500      0.999732
 5057.8600      0.999728
 5057.8700      0.999723
 5057.8800      0.999717
 5057.8900      0.999710
 5057.9000      0.999703
 5057.9100      0.999694
 5057.9200      0.999684
 5057.9300      0.999674
 5057.9400      0.999661
 5057.9500      0.999647
 5057.9600      0.999678
 5057.9700      0.999660
 5057.9800      0.999640
 5057.9900      0.999617
 5058.0000      0.999591
 5058.0100      0.999562
 5058.0200      0.999528
 5058.0300      0.999489
 5058.0400      0.999348
 5058.0500      0.999289
 5058.0600      0.999220
 5058.0700      0.999139
 5058.0800      0.999043
 5058.0900      0.998928
 5058.1000      0.998789
 5058.1100      0.998617
 5058.1200      0.998399
 5058.1300      0.998123
 5058.1400      0.997763
 5058.1500      0.997268
 5058.1600      0.996544
 5058.1700      0.995360
 5058.1800      0.993132
 5058.1900      0.987805
 5058.2000      0.973945
 5058.2100      0.941079
 5058.2200      0.879884
 5058.2300      0.799780
 5058.2400      0.729904
 5058.2500      0.699217
 5058.2600      0.717934
 5058.2700      0.779610
 5058.2800      0.858490
 5058.2900      0.921875
 5058.3000      0.953963
 5058.3100      0.962401
 5058.3200      0.961725
 5058.3300      0.962467
 5058.3400      0.968085
 5058.3500      0.977109
 5058.3600      0.985506
 5058.3700      0.991483
 5058.3800      0.994708
 5058.3900      0.996397
 5058.4000      0.997275
 5058.4100      0.997803
 5058.4200      0.998144
 5058.4300      0.998390
 5058.4400      0.998577
 5058.4500      0.998724
 5058.4600      0.998840
 5058.4700      0.998935
 5058.4800      0.999012
 5058.4900      0.999074
 5058.5000      0.999126
 5058.5100      0.999168
 5058.5200      0.999201
 5058.5300      0.999228
 5058.5400      0.999249
 5058.5500      0.999264
 5058.5600      0.999274
 5058.5700      0.999279
 5058.5800      0.999280
 5058.5900      0.999276
 5058.6000      0.999267
 5058.6100      0.999253
 5058.6200      0.999234
 5058.6300      0.999297
 5058.6400      0.999261
 5058.6500      0.999219
 5058.6600      0.999303
 5058.6700      0.999239
 5058.6800      0.999165
 5058.6900      0.999079
 5058.7000      0.998979
 5058.7100      0.998861
 5058.7200      0.998720
 5058.7300      0.998551
 5058.7400      0.998344
 5058.7500      0.998087
 5058.7600      0.997636
 5058.7700      0.997195
 5058.7800      0.996614
 5058.7900      0.995800
 5058.8000      0.994582
 5058.8100      0.992513
 5058.8200      0.988043
 5058.8300      0.975493
 5058.8400      0.939296
 5058.8500      0.854354
 5058.8600      0.717720
 5058.8700      0.580190
 5058.8800      0.492061
 5058.8900      0.461868
 5058.9000      0.484363
 5058.9100      0.563949
 5058.9200      0.696603
 5058.9300      0.837420
 5058.9400      0.930738
 5058.9500      0.972331
 5058.9600      0.986976
 5058.9700      0.992095
 5058.9800      0.994362
 5058.9900      0.995661
 5059.0000      0.996519
 5059.0100      0.997126
 5059.0200      0.997583
 5059.0300      0.997914
 5059.0400      0.998173
 5059.0500      0.998379
 5059.0600      0.998549
 5059.0700      0.998685
 5059.0800      0.998766
 5059.0900      0.998801
 5059.1000      0.998574
 5059.1100      0.997432
 5059.1200      0.994466
 5059.1300      0.990281
 5059.1400      0.988103
 5059.1500      0.990179
 5059.1600      0.994409
 5059.1700      0.997509
 5059.1800      0.998766
 5059.1900      0.999077
 5059.2000      0.999116
 5059.2100      0.999114
 5059.2200      0.999070
 5059.2300      0.999011
 5059.2400      0.998933
 5059.2500      0.998831
 5059.2600      0.998695
 5059.2700      0.998515
 5059.2800      0.998278
 5059.2900      0.997944
 5059.3000      0.997442
 5059.3100      0.996596
 5059.3200      0.994735
 5059.3300      0.989018
 5059.3400      0.970168
 5059.3500      0.917966
 5059.3600      0.815240
 5059.3700      0.685716
 5059.3800      0.583530
 5059.3900      0.539120
 5059.4000      0.555490
 5059.4100      0.632536
 5059.4200      0.755805
 5059.4300      0.877014
 5059.4400      0.951960
 5059.4500      0.983129
 5059.4600      0.993111
 5059.4700      0.996150
 5059.4800      0.997323
 5059.4900      0.997959
 5059.5000      0.998369
 5059.5100      0.998658
 5059.5200      0.998874
 5059.5300      0.999044
 5059.5400      0.999176
 5059.5500      0.999281
 5059.5600      0.999367
 5059.5700      0.999438
 5059.5800      0.999498
 5059.5900      0.999548
 5059.6000      0.999591
 5059.6100      0.999629
 5059.6200      0.999661
 5059.6300      0.999689
 5059.6400      0.999714
 5059.6500      0.999735
 5059.6600      0.999755
 5059.6700      0.999772
 5059.6800      0.999787
 5059.6900      0.999801
 5059.7000      0.999814
 5059.7100      0.999825
 5059.7200      0.999728
 5059.7300      0.999724
 5059.7400      0.999717
 5059.7500      0.999706
 5059.7600      0.999690
 5059.7700      0.999788
 5059.7800      0.999750
 5059.7900      0.999702
 5059.8000      0.999637
 5059.8100      0.999544
 5059.8200      0.999393
 5059.8300      0.999082
 5059.8400      0.998152
 5059.8500      0.994886
 5059.8600      0.984475
 5059.8700      0.958486
 5059.8800      0.911680
 5059.8900      0.854633
 5059.9000      0.812581
 5059.9100      0.806451
 5059.9200      0.839211
 5059.9300      0.894660
 5059.9400      0.946526
 5059.9500      0.978729
 5059.9600      0.992844
 5059.9700      0.997558
 5059.9800      0.998911
 5059.9900      0.999326
 5060.0000      0.999507
 5060.0100      0.999614
 5060.0200      0.999686
 5060.0300      0.999738
 5060.0400      0.999778
 5060.0500      0.999810
 5060.0600      0.999834
 5060.0700      0.999854
 5060.0800      0.999871
 5060.0900      0.999885
 5060.1000      0.999996
 5060.1100      0.999998
