# Korg.jl Solar Spectrum
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux
 5099.6500      0.985396
 5099.6600      0.983973
 5099.6700      0.972756
 5099.6800      0.949890
 5099.6900      0.915332
 5099.7000      0.874695
 5099.7100      0.838431
 5099.7200      0.817341
 5099.7300      0.817613
 5099.7400      0.838424
 5099.7500      0.871761
 5099.7600      0.905228
 5099.7700      0.928307
 5099.7800      0.939824
 5099.7900      0.945934
 5099.8000      0.953071
 5099.8100      0.962542
 5099.8200      0.971496
 5099.8300      0.977176
 5099.8400      0.979132
 5099.8500      0.978454
 5099.8600      0.976197
 5099.8700      0.972902
 5099.8800      0.968587
 5099.8900      0.962764
 5099.9000      0.954515
 5099.9100      0.941225
 5099.9200      0.913951
 5099.9300      0.841704
 5099.9400      0.674787
 5099.9500      0.460027
 5099.9600      0.330185
 5099.9700      0.273661
 5099.9800      0.247114
 5099.9900      0.236578
 5100.0000      0.238667
 5100.0100      0.253959
 5100.0200      0.287948
 5100.0300      0.361217
 5100.0400      0.513003
 5100.0500      0.663255
 5100.0600      0.602450
 5100.0700      0.386498
 5100.0800      0.268521
 5100.0900      0.219143
 5100.1000      0.191784
 5100.1100      0.177452
 5100.1200      0.173438
 5100.1300      0.179010
 5100.1400      0.195185
 5100.1500      0.225133
 5100.1600      0.280593
 5100.1700      0.423276
 5100.1800      0.682726
 5100.1900      0.851134
 5100.2000      0.911177
 5100.2100      0.934494
 5100.2200      0.947394
 5100.2300      0.956032
 5100.2400      0.962282
 5100.2500      0.967084
 5100.2600      0.970859
 5100.2700      0.973780
 5100.2800      0.976089
 5100.2900      0.977917
 5100.3000      0.979350
 5100.3100      0.980448
 5100.3200      0.981249
 5100.3300      0.981773
 5100.3400      0.982026
 5100.3500      0.981994
 5100.3600      0.981639
 5100.3700      0.980889
 5100.3800      0.979688
 5100.3900      0.977957
 5100.4000      0.975033
 5100.4100      0.970302
 5100.4200      0.961760
 5100.4300      0.942283
 5100.4400      0.891381
 5100.4500      0.773756
 5100.4600      0.592752
 5100.4700      0.434959
 5100.4800      0.350292
 5100.4900      0.315290
 5100.5000      0.308535
 5100.5100      0.325763
 5100.5200      0.377967
 5100.5300      0.492569
 5100.5400      0.671912
 5100.5500      0.831985
 5100.5600      0.914555
 5100.5700      0.942316
 5100.5800      0.946277
 5100.5900      0.942949
 5100.6000      0.941093
 5100.6100      0.944965
 5100.6200      0.953860
 5100.6300      0.963500
 5100.6400      0.969875
 5100.6500      0.971156
 5100.6600      0.966597
 5100.6700      0.951886
 5100.6800      0.908808
 5100.6900      0.795630
 5100.7000      0.598392
 5100.7100      0.420346
 5100.7200      0.329630
 5100.7300      0.291468
 5100.7400      0.279171
 5100.7500      0.285713
 5100.7600      0.314756
 5100.7700      0.386218
 5100.7800      0.541691
 5100.7900      0.752334
 5100.8000      0.894892
 5100.8100      0.951713
 5100.8200      0.970676
 5100.8300      0.978369
 5100.8400      0.982657
 5100.8500      0.985475
 5100.8600      0.987476
 5100.8700      0.988990
 5100.8800      0.990182
 5100.8900      0.991110
 5100.9000      0.991852
 5100.9100      0.992454
 5100.9200      0.992947
 5100.9300      0.993353
 5100.9400      0.993687
 5100.9500      0.993962
 5100.9600      0.994187
 5100.9700      0.994369
 5100.9800      0.994513
 5100.9900      0.994623
 5101.0000      0.994701
 5101.0100      0.994751
 5101.0200      0.994772
 5101.0300      0.994767
 5101.0400      0.994734
 5101.0500      0.994674
 5101.0600      0.994454
 5101.0700      0.994325
 5101.0800      0.994161
 5101.0900      0.993960
 5101.1000      0.993717
 5101.1100      0.993427
 5101.1200      0.993018
 5101.1300      0.992348
 5101.1400      0.990989
 5101.1500      0.987760
 5101.1600      0.980243
 5101.1700      0.964644
 5101.1800      0.937117
 5101.1900      0.897431
 5101.2000      0.851691
 5101.2100      0.810782
 5101.2200      0.785564
 5101.2300      0.782106
 5101.2400      0.799750
 5101.2500      0.830527
 5101.2600      0.860230
 5101.2700      0.872395
 5101.2800      0.851759
 5101.2900      0.779844
 5101.3000      0.639574
 5101.3100      0.469286
 5101.3200      0.352196
 5101.3300      0.294542
 5101.3400      0.267211
 5101.3500      0.257099
 5101.3600      0.260945
 5101.3700      0.280601
 5101.3800      0.326228
 5101.3900      0.429415
 5101.4000      0.618169
 5101.4100      0.803423
 5101.4200      0.901355
 5101.4300      0.940396
 5101.4400      0.957231
 5101.4500      0.966214
 5101.4600      0.970921
 5101.4700      0.971899
 5101.4800      0.970340
 5101.4900      0.968386
 5101.5000      0.969079
 5101.5100      0.973604
 5101.5200      0.980034
 5101.5300      0.985796
 5101.5400      0.989594
 5101.5500      0.991804
 5101.5600      0.992945
 5101.5700      0.993682
 5101.5800      0.994246
 5101.5900      0.994784
 5101.6000      0.995180
 5101.6100      0.995505
 5101.6200      0.995801
 5101.6300      0.996132
 5101.6400      0.996037
 5101.6500      0.994901
 5101.6600      0.991544
 5101.6700      0.986481
 5101.6800      0.983351
 5101.6900      0.985299
 5101.7000      0.990573
 5101.7100      0.994911
 5101.7200      0.996910
 5101.7300      0.997657
 5101.7400      0.997843
 5101.7500      0.997933
 5101.7600      0.998018
 5101.7700      0.998062
 5101.7800      0.998093
 5101.7900      0.998109
 5101.8000      0.998104
 5101.8100      0.998070
 5101.8200      0.997992
 5101.8300      0.997813
 5101.8400      0.997427
 5101.8500      0.996477
 5101.8600      0.994223
 5101.8700      0.989588
 5101.8800      0.982266
 5101.8900      0.973936
 5101.9000      0.968790
 5101.9100      0.969839
 5101.9200      0.976485
 5101.9300      0.984844
 5101.9400      0.991378
 5101.9500      0.995102
 5101.9600      0.996782
 5101.9700      0.997407
 5101.9800      0.997562
 5101.9900      0.997424
 5102.0000      0.996781
 5102.0100      0.994380
 5102.0200      0.985718
 5102.0300      0.959502
 5102.0400      0.900419
 5102.0500      0.809146
 5102.0600      0.716697
 5102.0700      0.658698
 5102.0800      0.650848
 5102.0900      0.694572
 5102.1000      0.779742
 5102.1100      0.875625
 5102.1200      0.945910
 5102.1300      0.980699
 5102.1400      0.993147
 5102.1500      0.996900
 5102.1600      0.997945
 5102.1700      0.998322
 5102.1800      0.998476
 5102.1900      0.998426
 5102.2000      0.997889
 5102.2100      0.995848
 5102.2200      0.989589
 5102.2300      0.973743
 5102.2400      0.941790
 5102.2500      0.892459
 5102.2600      0.835374
 5102.2700      0.787256
 5102.2800      0.761272
 5102.2900      0.762127
 5102.3000      0.785772
 5102.3100      0.820061
 5102.3200      0.847942
 5102.3300      0.855954
 5102.3400      0.843744
 5102.3500      0.824097
 5102.3600      0.812993
 5102.3700      0.820404
 5102.3800      0.847334
 5102.3900      0.886842
 5102.4000      0.927563
 5102.4100      0.959231
 5102.4200      0.976615
 5102.4300      0.978698
 5102.4400      0.965657
 5102.4500      0.937986
 5102.4600      0.899736
 5102.4700      0.860122
 5102.4800      0.830795
 5102.4900      0.820800
 5102.5000      0.833024
 5102.5100      0.863150
 5102.5200      0.900553
 5102.5300      0.932864
 5102.5400      0.952840
 5102.5500      0.962105
 5102.5600      0.967499
 5102.5700      0.974220
 5102.5800      0.982701
 5102.5900      0.990481
 5102.6000      0.995685
 5102.6100      0.998298
 5102.6200      0.999322
 5102.6300      0.999648
 5102.6400      0.999742
 5102.6500      0.999773
 5102.6600      0.999935
 5102.6700      0.999935
 5102.6800      0.999936
 5102.6900      0.999936
 5102.7000      0.999937
 5102.7100      0.999937
 5102.7200      0.999938
 5102.7300      0.999938
 5102.7400      0.999939
 5102.7500      0.999939
 5102.7600      0.999940
 5102.7700      0.999940
 5102.7800      0.999940
 5102.7900      0.999941
 5102.8000      0.999941
 5102.8100      0.999942
 5102.8200      0.999942
 5102.8300      0.999943
 5102.8400      0.999943
 5102.8500      0.999943
 5102.8600      0.999944
 5102.8700      0.999944
 5102.8800      0.999945
 5102.8900      0.999945
 5102.9000      0.999946
 5102.9100      0.999946
 5102.9200      0.999946
 5102.9300      0.999947
 5102.9400      0.999947
 5102.9500      0.999947
 5102.9600      0.999948
 5102.9700      0.999948
 5102.9800      0.999949
 5102.9900      0.999949
 5103.0000      0.999949
 5103.0100      0.999950
 5103.0200      0.999950
 5103.0300      0.999950
 5103.0400      0.999951
 5103.0500      0.999951
 5103.0600      0.999951
 5103.0700      0.999952
 5103.0800      0.999952
 5103.0900      0.999952
 5103.1000      0.999953
 5103.1100      0.999953
 5103.1200      0.999953
 5103.1300      0.999954
 5103.1400      0.999954
 5103.1500      0.999954
 5103.1600      0.999954
 5103.1700      0.999955
 5103.1800      0.999955
 5103.1900      0.999955
 5103.2000      0.999956
 5103.2100      0.999956
 5103.2200      0.999956
 5103.2300      0.999956
 5103.2400      0.999957
 5103.2500      0.999866
 5103.2600      0.999851
 5103.2700      0.999832
 5103.2800      0.999807
 5103.2900      0.999774
 5103.3000      0.999725
 5103.3100      0.999648
 5103.3200      0.999511
 5103.3300      0.999209
 5103.3400      0.998452
 5103.3500      0.996588
 5103.3600      0.992675
 5103.3700      0.986395
 5103.3800      0.979201
 5103.3900      0.974622
 5103.4000      0.975362
 5103.4100      0.980983
 5103.4200      0.988217
 5103.4300      0.993942
 5103.4400      0.997233
 5103.4500      0.998725
 5103.4600      0.999318
 5103.4700      0.999559
 5103.4800      0.999678
 5103.4900      0.999744
 5103.5000      0.999789
 5103.5100      0.999820
 5103.5200      0.999844
 5103.5300      0.999862
 5103.5400      0.999876
 5103.5500      0.999964
 5103.5600      0.999934
 5103.5700      0.999925
 5103.5800      0.999907
 5103.5900      0.999856
 5103.6000      0.999661
 5103.6100      0.998957
 5103.6200      0.996890
 5103.6300      0.992310
 5103.6400      0.985065
 5103.6500      0.977525
 5103.6600      0.973947
 5103.6700      0.976688
 5103.6800      0.983907
 5103.6900      0.991396
 5103.7000      0.996327
 5103.7100      0.998630
 5103.7200      0.999310
 5103.7300      0.999066
 5103.7400      0.997781
 5103.7500      0.994775
 5103.7600      0.989356
 5103.7700      0.980938
 5103.7800      0.966759
 5103.7900      0.940299
 5103.8000      0.901367
 5103.8100      0.864790
 5103.8200      0.843176
 5103.8300      0.828761
 5103.8400      0.810066
 5103.8500      0.792799
 5103.8600      0.790452
 5103.8700      0.809264
 5103.8800      0.845950
 5103.8900      0.890409
 5103.9000      0.929998
 5103.9100      0.954651
 5103.9200      0.960240
 5103.9300      0.948575
 5103.9400      0.926030
 5103.9500      0.901875
 5103.9600      0.885520
 5103.9700      0.883214
 5103.9800      0.895851
 5103.9900      0.918852
 5104.0000      0.943971
 5104.0100      0.962031
 5104.0200      0.963276
 5104.0300      0.936263
 5104.0400      0.874615
 5104.0500      0.793702
 5104.0600      0.727516
 5104.0700      0.703720
 5104.0800      0.730545
 5104.0900      0.798872
 5104.1000      0.880782
 5104.1100      0.944359
 5104.1200      0.978140
 5104.1300      0.991447
 5104.1400      0.995816
 5104.1500      0.997245
 5104.1600      0.997821
 5104.1700      0.998102
 5104.1800      0.998235
 5104.1900      0.998263
 5104.2000      0.998181
 5104.2100      0.997924
 5104.2200      0.997384
 5104.2300      0.996162
 5104.2400      0.993565
 5104.2500      0.988870
 5104.2600      0.982370
 5104.2700      0.975975
 5104.2800      0.973002
 5104.2900      0.974923
 5104.3000      0.980145
 5104.3100      0.984440
 5104.3200      0.981992
 5104.3300      0.960480
 5104.3400      0.894503
 5104.3500      0.760444
 5104.3600      0.588522
 5104.3700      0.453203
 5104.3800      0.383987
 5104.3900      0.366996
 5104.4000      0.395077
 5104.4100      0.482363
 5104.4200      0.639678
 5104.4300      0.813980
 5104.4400      0.924340
 5104.4500      0.966240
 5104.4600      0.978114
 5104.4700      0.982876
 5104.4800      0.984427
 5104.4900      0.978598
 5104.5000      0.964260
 5104.5100      0.949815
 5104.5200      0.943797
 5104.5300      0.944027
 5104.5400      0.945002
 5104.5500      0.948711
 5104.5600      0.958690
 5104.5700      0.972865
 5104.5800      0.985627
 5104.5900      0.993731
 5104.6000      0.997556
 5104.6100      0.998973
 5104.6200      0.999422
 5104.6300      0.999569
 5104.6400      0.999635
 5104.6500      0.999756
 5104.6600      0.999774
 5104.6700      0.999790
 5104.6800      0.999805
 5104.6900      0.999818
 5104.7000      0.999829
 5104.7100      0.999840
 5104.7200      0.999850
 5104.7300      0.999858
 5104.7400      0.999866
 5104.7500      0.999874
 5104.7600      0.999881
 5104.7700      0.999887
 5104.7800      0.999921
 5104.7900      0.999925
 5104.8000      0.999929
 5104.8100      0.999932
 5104.8200      0.999935
 5104.8300      0.999938
 5104.8400      0.999941
 5104.8500      0.999944
 5104.8600      0.999946
 5104.8700      0.999948
 5104.8800      0.999950
 5104.8900      0.999952
 5104.9000      0.999954
 5104.9100      0.999956
 5104.9200      0.999958
 5104.9300      0.999959
 5104.9400      0.999961
 5104.9500      0.999962
 5104.9600      0.999963
 5104.9700      0.999965
 5104.9800      0.999966
 5104.9900      0.999967
 5105.0000      0.999968
 5105.0100      0.999969
 5105.0200      1.000000
 5105.0300      0.999989
 5105.0400      0.999896
 5105.0500      0.999721
 5105.0600      0.999075
 5105.0700      0.997020
 5105.0800      0.991460
 5105.0900      0.978853
 5105.1000      0.955196
 5105.1100      0.919055
 5105.1200      0.874711
 5105.1300      0.831473
 5105.1400      0.798514
 5105.1500      0.779741
 5105.1600      0.772744
 5105.1700      0.772202
 5105.1800      0.775407
 5105.1900      0.785002
 5105.2000      0.805893
 5105.2100      0.840077
 5105.2200      0.883066
 5105.2300      0.925716
 5105.2400      0.959430
 5105.2500      0.980684
 5105.2600      0.990886
 5105.2700      0.992705
 5105.2800      0.986943
 5105.2900      0.971773
 5105.3000      0.944959
 5105.3100      0.907803
 5105.3200      0.867513
 5105.3300      0.835506
 5105.3400      0.821445
 5105.3500      0.829595
 5105.3600      0.857348
 5105.3700      0.895930
 5105.3800      0.933391
 5105.3900      0.958282
 5105.4000      0.958498
 5105.4100      0.915565
 5105.4200      0.815661
 5105.4300      0.685149
 5105.4400      0.580521
 5105.4500      0.533728
 5105.4600      0.548441
 5105.4700      0.624453
 5105.4800      0.748186
 5105.4900      0.872054
 5105.5000      0.949987
 5105.5100      0.982230
 5105.5200      0.991576
 5105.5300      0.993082
 5105.5400      0.991594
 5105.5500      0.986198
 5105.5600      0.970881
 5105.5700      0.933676
 5105.5800      0.864600
 5105.5900      0.775647
 5105.6000      0.699537
 5105.6100      0.665581
 5105.6200      0.683290
 5105.6300      0.748116
 5105.6400      0.836977
 5105.6500      0.915095
 5105.6600      0.962036
 5105.6700      0.982913
 5105.6800      0.990674
 5105.6900      0.993518
 5105.7000      0.994705
 5105.7100      0.995270
 5105.7200      0.995498
 5105.7300      0.995480
 5105.7400      0.995260
 5105.7500      0.994818
 5105.7600      0.994061
 5105.7700      0.992821
 5105.7800      0.990583
 5105.7900      0.986077
 5105.8000      0.975043
 5105.8100      0.947176
 5105.8200      0.886747
 5105.8300      0.788957
 5105.8400      0.681725
 5105.8500      0.604498
 5105.8600      0.578253
 5105.8700      0.605638
 5105.8800      0.681149
 5105.8900      0.780281
 5105.9000      0.867441
 5105.9100      0.925884
 5105.9200      0.961479
 5105.9300      0.980951
 5105.9400      0.989711
 5105.9500      0.993284
 5105.9600      0.994907
 5105.9700      0.995883
 5105.9800      0.996564
 5105.9900      0.997078
 5106.0000      0.997504
 5106.0100      0.997814
 5106.0200      0.998065
 5106.0300      0.998396
 5106.0400      0.998561
 5106.0500      0.998699
 5106.0600      0.998815
 5106.0700      0.998915
 5106.0800      0.999000
 5106.0900      0.999073
 5106.1000      0.999137
 5106.1100      0.999193
 5106.1200      0.999242
 5106.1300      0.999285
 5106.1400      0.999322
 5106.1500      0.999356
 5106.1600      0.999386
 5106.1700      0.999412
 5106.1800      0.999435
 5106.1900      0.999456
 5106.2000      0.999474
 5106.2100      0.999490
 5106.2200      0.999505
 5106.2300      0.999517
 5106.2400      0.999528
 5106.2500      0.999538
 5106.2600      0.999546
 5106.2700      0.999553
 5106.2800      0.999559
 5106.2900      0.999564
 5106.3000      0.999568
 5106.3100      0.999571
 5106.3200      0.999573
 5106.3300      0.999574
 5106.3400      0.999574
 5106.3500      0.999573
 5106.3600      0.999571
 5106.3700      0.999569
 5106.3800      0.999566
 5106.3900      0.999561
 5106.4000      0.999556
 5106.4100      0.999599
 5106.4200      0.999586
 5106.4300      0.999573
 5106.4400      0.999560
 5106.4500      0.999545
 5106.4600      0.999529
 5106.4700      0.999513
 5106.4800      0.999496
 5106.4900      0.999382
 5106.5000      0.999290
 5106.5100      0.999057
 5106.5200      0.998418
 5106.5300      0.996883
 5106.5400      0.993957
 5106.5500      0.989830
 5106.5600      0.986014
 5106.5700      0.984563
 5106.5800      0.986356
 5106.5900      0.990241
 5106.6000      0.994043
 5106.6100      0.996026
 5106.6200      0.994467
 5106.6300      0.987384
 5106.6400      0.975508
 5106.6500      0.966812
 5106.6600      0.969561
 5106.6700      0.980926
 5106.6800      0.991299
 5106.6900      0.996024
 5106.7000      0.996271
 5106.7100      0.992945
 5106.7200      0.984066
 5106.7300      0.965546
 5106.7400      0.933798
 5106.7500      0.889809
 5106.7600      0.841625
 5106.7700      0.801622
 5106.7800      0.780758
 5106.7900      0.784395
 5106.8000      0.811062
 5106.8100      0.852236
 5106.8200      0.893779
 5106.8300      0.921183
 5106.8400      0.926789
 5106.8500      0.913339
 5106.8600      0.891147
 5106.8700      0.871651
 5106.8800      0.860006
 5106.8900      0.843760
 5106.9000      0.774664
 5106.9100      0.599905
 5106.9200      0.401459
 5106.9300      0.295239
 5106.9400      0.251753
 5106.9500      0.231771
 5106.9600      0.224833
 5106.9700      0.229573
 5106.9800      0.248782
 5106.9900      0.295442
 5107.0000      0.422581
 5107.0100      0.668693
 5107.0200      0.873616
 5107.0300      0.955508
 5107.0400      0.978424
 5107.0500      0.985529
 5107.0600      0.988920
 5107.0700      0.991066
 5107.0800      0.992583
 5107.0900      0.993718
 5107.1000      0.994609
 5107.1100      0.995302
 5107.1200      0.995859
 5107.1300      0.996314
 5107.1400      0.996690
 5107.1500      0.997005
 5107.1600      0.997272
 5107.1700      0.997499
 5107.1800      0.997694
 5107.1900      0.997808
 5107.2000      0.997953
 5107.2100      0.998079
 5107.2200      0.998190
 5107.2300      0.998288
 5107.2400      0.998374
 5107.2500      0.998450
 5107.2600      0.998517
 5107.2700      0.998577
 5107.2800      0.998630
 5107.2900      0.998676
 5107.3000      0.998718
 5107.3100      0.998755
 5107.3200      0.998787
 5107.3300      0.998815
 5107.3400      0.998839
 5107.3500      0.998860
 5107.3600      0.998877
 5107.3700      0.998892
 5107.3800      0.998902
 5107.3900      0.998910
 5107.4000      0.998915
 5107.4100      0.998916
 5107.4200      0.998827
 5107.4300      0.998817
 5107.4400      0.998803
 5107.4500      0.998785
 5107.4600      0.998761
 5107.4700      0.998731
 5107.4800      0.998694
 5107.4900      0.998648
 5107.5000      0.998592
 5107.5100      0.998523
 5107.5200      0.998436
 5107.5300      0.998327
 5107.5400      0.998188
 5107.5500      0.998008
 5107.5600      0.997765
 5107.5700      0.997384
 5107.5800      0.996793
 5107.5900      0.995688
 5107.6000      0.993270
 5107.6100      0.987721
 5107.6200      0.975988
 5107.6300      0.955310
 5107.6400      0.927718
 5107.6500      0.901509
 5107.6600      0.889421
 5107.6700      0.897450
 5107.6800      0.921851
 5107.6900      0.950433
 5107.7000      0.972283
 5107.7100      0.983317
 5107.7200      0.984067
 5107.7300      0.974478
 5107.7400      0.952730
 5107.7500      0.918475
 5107.7600      0.876744
 5107.7700      0.838072
 5107.7800      0.813719
 5107.7900      0.810260
 5107.8000      0.826492
 5107.8100      0.852361
 5107.8200      0.870462
 5107.8300      0.862994
 5107.8400      0.821966
 5107.8500      0.755858
 5107.8600      0.687782
 5107.8700      0.642290
 5107.8800      0.635560
 5107.8900      0.672935
 5107.9000      0.749152
 5107.9100      0.841038
 5107.9200      0.916325
 5107.9300      0.957312
 5107.9400      0.967476
 5107.9500      0.955403
 5107.9600      0.926954
 5107.9700      0.888973
 5107.9800      0.851690
 5107.9900      0.826520
 5108.0000      0.821071
 5108.0100      0.836236
 5108.0200      0.865934
 5108.0300      0.899988
 5108.0400      0.929949
 5108.0500      0.953097
 5108.0600      0.970491
 5108.0700      0.983132
 5108.0800      0.991183
 5108.0900      0.995410
 5108.1000      0.997165
 5108.1100      0.997770
 5108.1200      0.997961
 5108.1300      0.998018
 5108.1400      0.998172
 5108.1500      0.998156
 5108.1600      0.998136
 5108.1700      0.998113
 5108.1800      0.998086
 5108.1900      0.998056
 5108.2000      0.998023
 5108.2100      0.997987
 5108.2200      0.997949
 5108.2300      0.997907
 5108.2400      0.997862
 5108.2500      0.997814
 5108.2600      0.997763
 5108.2700      0.997708
 5108.2800      0.997605
 5108.2900      0.997542
 5108.3000      0.997476
 5108.3100      0.997406
 5108.3200      0.997332
 5108.3300      0.997253
 5108.3400      0.997170
 5108.3500      0.997166
 5108.3600      0.997069
 5108.3700      0.996968
 5108.3800      0.996860
 5108.3900      0.996747
 5108.4000      0.996627
 5108.4100      0.996499
 5108.4200      0.996364
 5108.4300      0.996221
 5108.4400      0.996069
 5108.4500      0.995907
 5108.4600      0.995734
 5108.4700      0.995549
 5108.4800      0.995352
 5108.4900      0.995140
 5108.5000      0.994913
 5108.5100      0.994668
 5108.5200      0.994405
 5108.5300      0.994121
 5108.5400      0.993813
 5108.5500      0.993478
 5108.5600      0.993115
 5108.5700      0.992718
 5108.5800      0.992284
 5108.5900      0.991807
 5108.6000      0.991281
 5108.6100      0.990700
 5108.6200      0.990054
 5108.6300      0.989333
 5108.6400      0.988525
 5108.6500      0.987614
 5108.6600      0.986581
 5108.6700      0.985402
 5108.6800      0.984067
 5108.6900      0.982493
 5108.7000      0.980651
 5108.7100      0.978471
 5108.7200      0.975859
 5108.7300      0.972683
 5108.7400      0.968697
 5108.7500      0.963735
 5108.7600      0.957359
 5108.7700      0.948660
 5108.7800      0.935635
 5108.7900      0.911043
 5108.8000      0.841820
 5108.8100      0.641888
 5108.8200      0.367416
 5108.8300      0.246059
 5108.8400      0.197623
 5108.8500      0.170257
 5108.8600      0.155928
 5108.8700      0.151275
 5108.8800      0.155065
 5108.8900      0.168309
 5108.9000      0.194145
 5108.9100      0.239512
 5108.9200      0.343980
 5108.9300      0.578916
 5108.9400      0.753362
 5108.9500      0.810005
 5108.9600      0.824291
 5108.9700      0.816666
 5108.9800      0.785555
 5108.9900      0.731090
 5109.0000      0.609850
 5109.0100      0.395343
 5109.0200      0.264141
 5109.0300      0.208955
 5109.0400      0.177385
 5109.0500      0.159660
 5109.0600      0.152111
 5109.0700      0.152922
 5109.0800      0.162297
 5109.0900      0.182421
 5109.1000      0.217463
 5109.1100      0.281488
 5109.1200      0.450442
 5109.1300      0.707674
 5109.1400      0.846386
 5109.1500      0.897055
 5109.1600      0.920867
 5109.1700      0.935717
 5109.1800      0.946187
 5109.1900      0.954080
 5109.2000      0.960323
 5109.2100      0.965077
 5109.2200      0.968351
 5109.2300      0.969504
 5109.2400      0.966785
 5109.2500      0.957199
 5109.2600      0.937466
 5109.2700      0.906312
 5109.2800      0.866951
 5109.2900      0.826995
 5109.3000      0.795408
 5109.3100      0.778915
 5109.3200      0.780270
 5109.3300      0.798088
 5109.3400      0.827184
 5109.3500      0.859738
 5109.3600      0.888184
 5109.3700      0.906729
 5109.3800      0.912551
 5109.3900      0.905972
 5109.4000      0.890638
 5109.4100      0.874145
 5109.4200      0.865404
 5109.4300      0.870120
 5109.4400      0.888656
 5109.4500      0.915913
 5109.4600      0.944082
 5109.4700      0.966685
 5109.4800      0.981289
 5109.4900      0.989069
 5109.5000      0.992596
 5109.5100      0.994022
 5109.5200      0.994592
 5109.5300      0.994859
 5109.5400      0.995032
 5109.5500      0.995153
 5109.5600      0.995252
 5109.5700      0.995331
 5109.5800      0.995390
 5109.5900      0.995428
 5109.6000      0.995444
 5109.6100      0.995436
 5109.6200      0.995445
 5109.6300      0.995379
 5109.6400      0.995177
 5109.6500      0.994953
 5109.6600      0.994500
 5109.6700      0.993432
 5109.6800      0.990978
 5109.6900      0.986322
 5109.7000      0.979802
 5109.7100      0.973740
 5109.7200      0.971140
 5109.7300      0.972687
 5109.7400      0.975489
 5109.7500      0.974541
 5109.7600      0.962186
 5109.7700      0.923862
 5109.7800      0.839675
 5109.7900      0.712015
 5109.8000      0.587069
 5109.8100      0.507034
 5109.8200      0.480453
 5109.8300      0.503999
 5109.8400      0.580763
 5109.8500      0.703977
 5109.8600      0.833233
 5109.8700      0.921038
 5109.8800      0.962984
 5109.8900      0.979549
 5109.9000      0.986217
 5109.9100      0.989531
 5109.9200      0.991460
 5109.9300      0.992739
 5109.9400      0.993619
 5109.9500      0.994228
 5109.9600      0.994596
 5109.9700      0.994613
 5109.9800      0.993866
 5109.9900      0.991220
 5110.0000      0.984627
 5110.0100      0.972303
 5110.0200      0.955830
 5110.0300      0.941771
 5110.0400      0.938005
 5110.0500      0.946808
 5110.0600      0.963164
 5110.0700      0.978756
 5110.0800      0.988921
 5110.0900      0.993996
 5110.1000      0.996069
 5110.1100      0.996872
 5110.1200      0.997222
 5110.1300      0.997415
 5110.1400      0.997535
 5110.1500      0.997613
 5110.1600      0.997662
 5110.1700      0.997689
 5110.1800      0.997693
 5110.1900      0.997674
 5110.2000      0.997546
 5110.2100      0.997452
 5110.2200      0.997308
 5110.2300      0.997079
 5110.2400      0.996779
 5110.2500      0.995996
 5110.2600      0.993971
 5110.2700      0.987727
 5110.2800      0.969601
 5110.2900      0.927555
 5110.3000      0.857061
 5110.3100      0.776516
 5110.3200      0.718646
 5110.3300      0.704726
 5110.3400      0.738026
 5110.3500      0.806053
 5110.3600      0.882642
 5110.3700      0.941863
 5110.3800      0.975215
 5110.3900      0.989619
 5110.4000      0.994743
 5110.4100      0.996420
 5110.4200      0.996899
 5110.4300      0.996618
 5110.4400      0.994898
 5110.4500      0.989815
 5110.4600      0.977990
 5110.4700      0.955556
 5110.4800      0.921089
 5110.4900      0.878922
 5110.5000      0.838548
 5110.5100      0.809938
 5110.5200      0.797630
 5110.5300      0.798368
 5110.5400      0.803165
 5110.5500      0.804058
 5110.5600      0.801237
 5110.5700      0.802750
 5110.5800      0.817232
 5110.5900      0.847042
 5110.6000      0.887181
 5110.6100      0.927785
 5110.6200      0.959981
 5110.6300      0.980311
 5110.6400      0.990385
 5110.6500      0.993265
 5110.6600      0.990375
 5110.6700      0.980433
 5110.6800      0.960540
 5110.6900      0.929365
 5110.7000      0.890456
 5110.7100      0.853153
 5110.7200      0.828592
 5110.7300      0.824294
 5110.7400      0.841545
 5110.7500      0.874948
 5110.7600      0.914259
 5110.7700      0.948857
 5110.7800      0.972667
 5110.7900      0.985217
 5110.8000      0.988304
 5110.8100      0.981785
 5110.8200      0.962652
 5110.8300      0.929935
 5110.8400      0.892162
 5110.8500      0.865769
 5110.8600      0.863961
 5110.8700      0.887260
 5110.8800      0.922954
 5110.8900      0.953607
 5110.9000      0.969473
 5110.9100      0.972050
 5110.9200      0.968494
 5110.9300      0.965448
 5110.9400      0.965824
 5110.9500      0.969013
 5110.9600      0.972060
 5110.9700      0.972509
 5110.9800      0.969329
 5110.9900      0.961689
 5111.0000      0.947401
 5111.0100      0.917432
 5111.0200      0.850289
 5111.0300      0.720624
 5111.0400      0.551912
 5111.0500      0.419857
 5111.0600      0.350581
 5111.0700      0.323046
 5111.0800      0.322084
 5111.0900      0.347118
 5111.1000      0.412025
 5111.1100      0.537780
 5111.1200      0.702457
 5111.1300      0.830228
 5111.1400      0.896047
 5111.1500      0.927601
 5111.1600      0.947068
 5111.1700      0.961704
 5111.1800      0.971780
 5111.1900      0.978148
 5111.2000      0.982078
 5111.2100      0.984710
 5111.2200      0.986608
 5111.2300      0.988063
 5111.2400      0.989218
 5111.2500      0.990235
